scenario,population,metric,comparison,n,mean,low,high
domestic_tight,all,first_e,late_level,2,0.4548172757475083,0.3953488372093023,0.5142857142857142
domestic_tight,all,first_e,late_minus_early,2,0.11683818167085322,0.0051049347702779024,0.22857142857142854
domestic_tight,all,first_both,early_level,2,0.0,0.0,0.0
domestic_tight,all,first_both,late_level,2,0.0,0.0,0.0
domestic_tight,all,first_both,late_minus_early,2,0.0,0.0,0.0
domestic_tight,all,no_submission,early_level,2,0.0,0.0,0.0
domestic_tight,all,no_submission,late_level,2,0.04019933554817275,0.023255813953488372,0.057142857142857134
domestic_tight,all,no_submission,late_minus_early,2,0.04019933554817275,0.023255813953488372,0.057142857142857134
domestic_tight,all,d_to_e,early_level,2,0.21747967479674796,0.16666666666666666,0.2682926829268293
domestic_tight,all,d_to_e,late_level,2,0.1591362126245847,0.0857142857142857,0.2325581395348837
domestic_tight,all,d_to_e,late_minus_early,2,-0.058343462172163275,-0.08095238095238096,-0.035734543391945595
domestic_tight,all,e_to_d,early_level,2,0.1930894308943089,0.16666666666666666,0.21951219512195116
domestic_tight,all,e_to_d,late_level,2,0.31627906976744186,0.2325581395348837,0.4
domestic_tight,all,e_to_d,late_minus_early,2,0.12318963887313295,0.013045944412932525,0.23333333333333336
domestic_tight,all,resolved,early_level,2,0.37340301974448314,0.36585365853658536,0.38095238095238093
domestic_tight,all,resolved,late_level,2,0.08936877076411959,0.08571428571428572,0.09302325581395346
domestic_tight,all,resolved,late_minus_early,2,-0.28403424898036356,-0.2952380952380952,-0.2728304027226319
domestic_tight,all,customer_minus_domestic,early_level,2,-0.2996515679442508,-0.4285714285714285,-0.17073170731707313
domestic_tight,all,customer_minus_domestic,late_level,2,-0.20730897009966773,-0.22857142857142856,-0.1860465116279069
domestic_tight,all,customer_minus_domestic,late_minus_early,2,0.09234259784458308,-0.015314804310833763,0.19999999999999993
domestic_tight,both_reachable,domestic_use,early_level,2,0.8189338235294117,0.7941176470588235,0.84375
domestic_tight,both_reachable,domestic_use,late_level,2,0.7916666666666667,0.7777777777777778,0.8055555555555556
domestic_tight,both_reachable,domestic_use,late_minus_early,2,-0.027267156862745057,-0.06597222222222221,0.011437908496732097
domestic_tight,both_reachable,customer_use,early_level,2,0.6939338235294117,0.59375,0.7941176470588235
domestic_tight,both_reachable,customer_use,late_level,2,0.7638888888888888,0.75,0.7777777777777778
domestic_tight,both_reachable,customer_use,late_minus_early,2,0.06995506535947715,-0.044117647058823484,0.1840277777777778
domestic_tight,both_reachable,first_d,early_level,2,0.5772058823529411,0.5294117647058824,0.625
domestic_tight,both_reachable,first_d,late_level,2,0.3935185185185185,0.25925925925925924,0.5277777777777778
domestic_tight,both_reachable,first_d,late_minus_early,2,-0.18368736383442266,-0.36574074074074076,-0.0016339869281045694
domestic_tight,both_reachable,first_e,early_level,2,0.42279411764705876,0.375,0.4705882352941176
domestic_tight,both_reachable,first_e,late_level,2,0.5694444444444444,0.4722222222222222,0.6666666666666666
domestic_tight,both_reachable,first_e,late_minus_early,2,0.14665032679738563,0.0016339869281046249,0.29166666666666663
domestic_tight,both_reachable,first_both,early_level,2,0.0,0.0,0.0
domestic_tight,both_reachable,first_both,late_level,2,0.0,0.0,0.0
domestic_tight,both_reachable,first_both,late_minus_early,2,0.0,0.0,0.0
domestic_tight,both_reachable,no_submission,early_level,2,0.0,0.0,0.0
domestic_tight,both_reachable,no_submission,late_level,2,0.03703703703703703,0.0,0.07407407407407406
domestic_tight,both_reachable,no_submission,late_minus_early,2,0.03703703703703703,0.0,0.07407407407407406
