scenario,seed,time,new_disputes,new_complaints,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,total_submitted,unresolved_fraction,submitted_unresolved_fraction,mean_processing_time,domestic_case_share,external_case_share,multi_case_share
ba_delayed,8,49,0,0,0,4,0,0,95,95,99,4,4,4,0,0,0,0,95,0.04040404040404041,0.0,5.6421052631578945,1.0,0.0,0.0
ba_delayed,9,49,0,0,0,6,0,0,96,96,102,6,6,6,0,0,0,0,96,0.058823529411764705,0.0,5.885416666666667,1.0,0.0,0.0
ba_delayed,10,49,0,0,0,7,0,0,90,90,97,7,7,7,0,0,0,0,90,0.07216494845360824,0.0,5.566666666666666,1.0,0.0,0.0
ba_delayed,11,49,0,0,0,3,0,0,82,82,85,3,3,3,0,0,0,0,82,0.03529411764705882,0.0,5.804878048780488,1.0,0.0,0.0
ba_delayed,12,49,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,99,0.029411764705882353,0.0,5.97979797979798,1.0,0.0,0.0
ba_delayed,13,49,0,0,0,0,0,0,96,96,96,0,0,0,0,0,0,0,96,0.0,0.0,6.041666666666667,1.0,0.0,0.0
ba_delayed,14,49,0,0,0,2,0,0,91,91,93,2,2,2,0,0,0,0,91,0.021505376344086023,0.0,5.516483516483516,1.0,0.0,0.0
ba_delayed,15,49,0,0,0,0,0,0,97,97,97,0,0,0,0,0,0,0,97,0.0,0.0,5.865979381443299,1.0,0.0,0.0
ba_delayed,16,49,0,0,0,3,0,0,82,82,85,3,3,3,0,0,0,0,82,0.03529411764705882,0.0,4.975609756097561,1.0,0.0,0.0
ba_delayed,17,49,0,0,0,1,0,0,95,95,96,1,1,1,0,0,0,0,95,0.010416666666666666,0.0,5.515789473684211,1.0,0.0,0.0
ba_delayed,18,49,0,0,0,82,0,0,5,5,87,82,82,82,0,0,0,0,5,0.9425287356321839,0.0,5.4,1.0,0.0,0.0
ba_delayed,19,49,0,0,0,10,0,0,92,92,102,10,10,10,0,0,0,0,92,0.09803921568627451,0.0,4.945652173913044,1.0,0.0,0.0
channels_immediate,0,49,0,0,0,94,0,0,7,7,101,94,94,94,0,0,0,0,7,0.9306930693069307,0.0,0.0,1.0,0.0,0.0
channels_immediate,1,49,0,0,0,73,0,0,11,11,84,73,73,73,0,0,0,0,11,0.8690476190476191,0.0,0.6363636363636364,0.8181818181818182,0.18181818181818182,0.0
channels_immediate,2,49,0,0,0,67,0,0,25,25,92,67,67,67,0,0,0,0,25,0.7282608695652174,0.0,0.68,0.72,0.28,0.0
channels_immediate,3,49,0,0,0,85,0,0,4,4,89,85,85,85,0,0,0,0,4,0.9550561797752809,0.0,2.0,1.0,0.0,0.0
channels_immediate,4,49,0,0,0,93,0,0,9,9,102,93,93,93,0,0,0,0,9,0.9117647058823529,0.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.0
channels_immediate,5,49,0,0,0,85,0,0,11,11,96,85,85,85,0,0,0,0,11,0.8854166666666666,0.0,0.45454545454545453,0.7272727272727273,0.2727272727272727,0.0
channels_immediate,6,49,0,0,0,60,0,0,34,34,94,60,60,60,0,0,0,0,34,0.6382978723404256,0.0,1.5,0.8529411764705882,0.14705882352941177,0.0
channels_immediate,7,49,0,0,0,74,0,0,19,19,93,74,74,74,0,0,0,0,19,0.7956989247311828,0.0,0.6842105263157895,0.7368421052631579,0.2631578947368421,0.0
channels_immediate,8,49,0,0,0,89,0,0,10,10,99,89,89,89,0,0,0,0,10,0.898989898989899,0.0,0.7,0.8,0.2,0.0
channels_immediate,9,49,0,0,0,93,0,0,9,9,102,93,93,93,0,0,0,0,9,0.9117647058823529,0.0,0.7777777777777778,0.8888888888888888,0.1111111111111111,0.0
channels_immediate,10,49,0,0,0,91,0,0,6,6,97,91,91,91,0,0,0,0,6,0.9381443298969072,0.0,0.3333333333333333,1.0,0.0,0.0
channels_immediate,11,49,0,0,0,70,0,0,15,15,85,70,70,70,0,0,0,0,15,0.8235294117647058,0.0,0.8666666666666667,0.8666666666666667,0.13333333333333333,0.0
channels_immediate,12,49,0,0,0,77,0,0,25,25,102,77,77,77,0,0,0,0,25,0.7549019607843137,0.0,0.64,0.92,0.08,0.0
channels_immediate,13,49,0,0,0,82,0,0,14,14,96,82,82,82,0,0,0,0,14,0.8541666666666666,0.0,1.1428571428571428,0.7857142857142857,0.21428571428571427,0.0
channels_immediate,14,49,0,0,0,73,0,0,20,20,93,73,73,73,0,0,0,0,20,0.7849462365591398,0.0,0.75,0.8,0.2,0.0
channels_immediate,15,49,0,0,0,94,0,0,3,3,97,94,94,94,0,0,0,0,3,0.9690721649484536,0.0,0.0,1.0,0.0,0.0
channels_immediate,16,49,0,0,0,77,0,0,8,8,85,77,77,77,0,0,0,0,8,0.9058823529411765,0.0,1.0,0.5,0.5,0.0
channels_immediate,17,49,0,0,0,75,0,0,21,21,96,75,75,75,0,0,0,0,21,0.78125,0.0,0.9047619047619048,0.9047619047619048,0.09523809523809523,0.0
channels_immediate,18,49,0,0,0,85,0,0,2,2,87,85,85,85,0,0,0,0,2,0.9770114942528736,0.0,0.0,1.0,0.0,0.0
channels_immediate,19,49,0,0,0,87,0,0,15,15,102,87,87,87,0,0,0,0,15,0.8529411764705882,0.0,0.6666666666666666,0.8,0.2,0.0
channels_delayed,0,49,0,0,0,4,0,0,97,97,101,4,4,4,0,0,0,0,97,0.039603960396039604,0.0,4.814432989690721,0.865979381443299,0.13402061855670103,0.0
channels_delayed,1,49,0,0,0,20,0,0,64,64,84,20,20,20,0,0,0,0,64,0.23809523809523808,0.0,4.546875,0.796875,0.203125,0.0
channels_delayed,2,49,0,0,0,3,0,0,89,89,92,3,3,3,0,0,0,0,89,0.03260869565217391,0.0,5.146067415730337,0.8202247191011236,0.1797752808988764,0.0
channels_delayed,3,49,0,0,0,83,0,0,6,6,89,83,83,83,0,0,0,0,6,0.9325842696629213,0.0,4.666666666666667,0.6666666666666666,0.3333333333333333,0.0
channels_delayed,4,49,0,0,0,3,0,0,99,99,102,3,3,3,0,0,0,0,99,0.029411764705882353,0.0,5.626262626262626,0.797979797979798,0.20202020202020202,0.0
channels_delayed,5,49,0,0,0,1,0,0,95,95,96,1,1,1,0,0,0,0,95,0.010416666666666666,0.0,5.484210526315789,0.8631578947368421,0.1368421052631579,0.0
channels_delayed,6,49,0,0,0,7,0,0,87,87,94,7,7,7,0,0,0,0,87,0.07446808510638298,0.0,5.586206896551724,0.8275862068965517,0.1724137931034483,0.0
channels_delayed,7,49,0,0,0,8,0,0,85,85,93,8,8,8,0,0,0,0,85,0.08602150537634409,0.0,5.552941176470588,0.788235294117647,0.21176470588235294,0.0
channels_delayed,8,49,0,0,0,4,0,0,95,95,99,4,4,4,0,0,0,0,95,0.04040404040404041,0.0,5.484210526315789,0.8315789473684211,0.16842105263157894,0.0
channels_delayed,9,49,0,0,0,5,0,0,97,97,102,5,5,5,0,0,0,0,97,0.049019607843137254,0.0,4.958762886597938,0.845360824742268,0.15463917525773196,0.0
channels_delayed,10,49,0,0,0,6,0,0,91,91,97,6,6,6,0,0,0,0,91,0.061855670103092786,0.0,5.736263736263736,0.8461538461538461,0.15384615384615385,0.0
channels_delayed,11,49,0,0,0,7,0,0,78,78,85,7,7,7,0,0,0,0,78,0.08235294117647059,0.0,5.256410256410256,0.7948717948717948,0.20512820512820512,0.0
channels_delayed,12,49,0,0,0,5,0,0,97,97,102,5,5,5,0,0,0,0,97,0.049019607843137254,0.0,5.721649484536083,0.8865979381443299,0.1134020618556701,0.0
channels_delayed,13,49,0,0,0,3,0,0,93,93,96,3,3,3,0,0,0,0,93,0.03125,0.0,5.21505376344086,0.7634408602150538,0.23655913978494625,0.0
channels_delayed,14,49,0,0,0,8,0,0,85,85,93,8,8,8,0,0,0,0,85,0.08602150537634409,0.0,5.247058823529412,0.8235294117647058,0.17647058823529413,0.0
channels_delayed,15,49,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,16,0.8350515463917526,0.0,4.5,0.9375,0.0625,0.0
channels_delayed,16,49,0,0,0,19,0,0,66,66,85,19,19,19,0,0,0,0,66,0.2235294117647059,0.0,4.893939393939394,0.803030303030303,0.19696969696969696,0.0
channels_delayed,17,49,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,88,0.08333333333333333,0.0,5.454545454545454,0.8636363636363636,0.13636363636363635,0.0
channels_delayed,18,49,0,0,0,14,0,0,73,73,87,14,14,14,0,0,0,0,73,0.16091954022988506,0.0,5.054794520547945,0.8356164383561644,0.1643835616438356,0.0
channels_delayed,19,49,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,102,0.0,0.0,5.254901960784314,0.8235294117647058,0.17647058823529413,0.0
