time,new_disputes,new_complaints,new_complainants,unresolved,pending,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,unsubmitted,eligible_unsubmitted,threshold_blocked,utility_abstained,domestic_submissions,external_submissions,multi_submissions,scenario,seed
38,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
39,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
40,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
41,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
42,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
43,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
44,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
45,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
46,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
47,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
48,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
49,0,0,0,4,0,0,89,89,93,4,4,4,0,0,0,0,delay_8,14
0,97,3,3,97,3,0,0,3,97,94,97,94,0,3,0,0,delay_8,15
1,0,2,2,97,5,0,0,5,97,92,94,92,0,2,0,0,delay_8,15
2,0,1,1,97,6,0,0,6,97,91,92,91,0,1,0,0,delay_8,15
3,0,2,2,97,8,0,0,8,97,89,91,89,0,2,0,0,delay_8,15
4,0,3,3,97,11,0,0,11,97,86,89,86,0,3,0,0,delay_8,15
5,0,2,2,97,13,0,0,13,97,84,86,84,0,2,0,0,delay_8,15
6,0,1,1,97,14,0,0,14,97,83,84,83,0,1,0,0,delay_8,15
7,0,1,1,97,15,0,0,15,97,82,83,82,0,1,0,0,delay_8,15
8,0,1,1,94,13,3,3,16,97,81,82,81,0,1,0,0,delay_8,15
9,0,0,0,94,13,0,3,16,97,81,81,81,0,0,0,0,delay_8,15
10,0,0,0,93,12,1,4,16,97,81,81,81,0,0,0,0,delay_8,15
11,0,0,0,91,10,2,6,16,97,81,81,81,0,0,0,0,delay_8,15
12,0,0,0,87,6,4,10,16,97,81,81,81,0,0,0,0,delay_8,15
13,0,0,0,85,4,2,12,16,97,81,81,81,0,0,0,0,delay_8,15
14,0,0,0,83,2,2,14,16,97,81,81,81,0,0,0,0,delay_8,15
15,0,0,0,83,2,0,14,16,97,81,81,81,0,0,0,0,delay_8,15
16,0,0,0,82,1,1,15,16,97,81,81,81,0,0,0,0,delay_8,15
17,0,0,0,81,0,1,16,16,97,81,81,81,0,0,0,0,delay_8,15
18,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
19,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
20,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
21,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
22,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
23,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
24,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
25,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
26,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
27,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
28,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
29,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
30,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
31,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
32,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
33,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
34,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
35,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
36,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
37,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
38,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
39,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
40,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
41,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
42,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
43,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
44,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
45,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
46,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
47,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
48,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
49,0,0,0,81,0,0,16,16,97,81,81,81,0,0,0,0,delay_8,15
0,85,7,7,85,7,0,0,7,85,78,85,78,0,7,0,0,delay_8,16
1,0,6,6,85,13,0,0,13,85,72,78,72,0,6,0,0,delay_8,16
2,0,5,5,85,18,0,0,18,85,67,72,67,0,5,0,0,delay_8,16
3,0,6,6,85,24,0,0,24,85,61,67,61,0,6,0,0,delay_8,16
4,0,9,9,85,33,0,0,33,85,52,61,52,0,9,0,0,delay_8,16
5,0,11,11,85,44,0,0,44,85,41,52,41,0,11,0,0,delay_8,16
6,0,8,8,85,52,0,0,52,85,33,41,33,0,8,0,0,delay_8,16
7,0,5,5,85,57,0,0,57,85,28,33,28,0,5,0,0,delay_8,16
8,0,9,9,84,65,1,1,66,85,19,28,19,0,9,0,0,delay_8,16
9,0,5,5,80,66,4,5,71,85,14,19,14,0,5,0,0,delay_8,16
10,0,1,1,77,64,3,8,72,85,13,14,13,0,1,0,0,delay_8,16
11,0,0,0,71,58,6,14,72,85,13,13,13,0,0,0,0,delay_8,16
12,0,0,0,58,45,13,27,72,85,13,13,13,0,0,0,0,delay_8,16
13,0,0,0,50,37,8,35,72,85,13,13,13,0,0,0,0,delay_8,16
14,0,0,0,41,28,9,44,72,85,13,13,13,0,0,0,0,delay_8,16
15,0,0,0,32,19,9,53,72,85,13,13,13,0,0,0,0,delay_8,16
16,0,0,0,23,10,9,62,72,85,13,13,13,0,0,0,0,delay_8,16
17,0,0,0,18,5,5,67,72,85,13,13,13,0,0,0,0,delay_8,16
18,0,0,0,16,3,2,69,72,85,13,13,13,0,0,0,0,delay_8,16
19,0,0,0,15,2,1,70,72,85,13,13,13,0,0,0,0,delay_8,16
20,0,0,0,14,1,1,71,72,85,13,13,13,0,0,0,0,delay_8,16
21,0,0,0,14,1,0,71,72,85,13,13,13,0,0,0,0,delay_8,16
22,0,0,0,13,0,1,72,72,85,13,13,13,0,0,0,0,delay_8,16
23,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
24,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
25,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
26,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
27,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
28,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
29,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
30,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
31,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
32,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
33,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
34,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
35,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
36,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
37,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
38,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
39,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
40,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
41,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
42,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
43,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
44,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
45,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
46,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
47,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
48,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
49,0,0,0,13,0,0,72,72,85,13,13,13,0,0,0,0,delay_8,16
0,96,11,11,96,11,0,0,11,96,85,96,85,0,11,0,0,delay_8,17
1,0,16,16,96,27,0,0,27,96,69,85,69,0,16,0,0,delay_8,17
2,0,19,19,96,46,0,0,46,96,50,69,50,0,19,0,0,delay_8,17
3,0,25,25,96,71,0,0,71,96,25,50,25,0,25,0,0,delay_8,17
4,0,14,14,96,85,0,0,85,96,11,25,11,0,14,0,0,delay_8,17
5,0,3,3,96,88,0,0,88,96,8,11,8,0,3,0,0,delay_8,17
6,0,0,0,96,88,0,0,88,96,8,8,8,0,0,0,0,delay_8,17
7,0,0,0,96,88,0,0,88,96,8,8,8,0,0,0,0,delay_8,17
8,0,0,0,87,79,9,9,88,96,8,8,8,0,0,0,0,delay_8,17
9,0,0,0,76,68,11,20,88,96,8,8,8,0,0,0,0,delay_8,17
10,0,0,0,62,54,14,34,88,96,8,8,8,0,0,0,0,delay_8,17
11,0,0,0,48,40,14,48,88,96,8,8,8,0,0,0,0,delay_8,17
12,0,0,0,35,27,13,61,88,96,8,8,8,0,0,0,0,delay_8,17
13,0,0,0,25,17,10,71,88,96,8,8,8,0,0,0,0,delay_8,17
14,0,0,0,15,7,10,81,88,96,8,8,8,0,0,0,0,delay_8,17
15,0,0,0,14,6,1,82,88,96,8,8,8,0,0,0,0,delay_8,17
16,0,0,0,10,2,4,86,88,96,8,8,8,0,0,0,0,delay_8,17
17,0,0,0,9,1,1,87,88,96,8,8,8,0,0,0,0,delay_8,17
18,0,0,0,9,1,0,87,88,96,8,8,8,0,0,0,0,delay_8,17
19,0,0,0,9,1,0,87,88,96,8,8,8,0,0,0,0,delay_8,17
20,0,0,0,9,1,0,87,88,96,8,8,8,0,0,0,0,delay_8,17
21,0,0,0,8,0,1,88,88,96,8,8,8,0,0,0,0,delay_8,17
22,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
23,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
24,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
25,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
26,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
27,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
28,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
29,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
30,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
31,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
32,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
33,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
34,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
35,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
36,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
37,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
38,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
39,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
40,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
41,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
42,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
43,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
44,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
45,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
46,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
47,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
48,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
49,0,0,0,8,0,0,88,88,96,8,8,8,0,0,0,0,delay_8,17
0,87,2,2,87,2,0,0,2,87,85,87,85,0,2,0,0,delay_8,18
1,0,4,4,87,6,0,0,6,87,81,85,81,0,4,0,0,delay_8,18
2,0,6,6,87,12,0,0,12,87,75,81,75,0,6,0,0,delay_8,18
3,0,2,2,87,14,0,0,14,87,73,75,73,0,2,0,0,delay_8,18
4,0,4,4,87,18,0,0,18,87,69,73,69,0,4,0,0,delay_8,18
5,0,4,4,87,22,0,0,22,87,65,69,65,0,4,0,0,delay_8,18
6,0,10,10,87,32,0,0,32,87,55,65,55,0,10,0,0,delay_8,18
7,0,15,15,87,47,0,0,47,87,40,55,40,0,15,0,0,delay_8,18
8,0,18,18,86,64,1,1,65,87,22,40,22,0,18,0,0,delay_8,18
9,0,12,12,82,72,4,5,77,87,10,22,10,0,12,0,0,delay_8,18
10,0,4,4,78,72,4,9,81,87,6,10,6,0,4,0,0,delay_8,18
11,0,0,0,75,69,3,12,81,87,6,6,6,0,0,0,0,delay_8,18
12,0,0,0,73,67,2,14,81,87,6,6,6,0,0,0,0,delay_8,18
13,0,0,0,70,64,3,17,81,87,6,6,6,0,0,0,0,delay_8,18
14,0,0,0,66,60,4,21,81,87,6,6,6,0,0,0,0,delay_8,18
15,0,0,0,56,50,10,31,81,87,6,6,6,0,0,0,0,delay_8,18
16,0,0,0,41,35,15,46,81,87,6,6,6,0,0,0,0,delay_8,18
17,0,0,0,34,28,7,53,81,87,6,6,6,0,0,0,0,delay_8,18
18,0,0,0,22,16,12,65,81,87,6,6,6,0,0,0,0,delay_8,18
19,0,0,0,16,10,6,71,81,87,6,6,6,0,0,0,0,delay_8,18
20,0,0,0,14,8,2,73,81,87,6,6,6,0,0,0,0,delay_8,18
21,0,0,0,10,4,4,77,81,87,6,6,6,0,0,0,0,delay_8,18
22,0,0,0,6,0,4,81,81,87,6,6,6,0,0,0,0,delay_8,18
23,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
24,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
25,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
26,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
27,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
28,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
29,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
30,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
31,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
32,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
33,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
34,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
35,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
36,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
37,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
38,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
39,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
40,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
41,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
42,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
43,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
44,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
45,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
46,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
47,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
48,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
49,0,0,0,6,0,0,81,81,87,6,6,6,0,0,0,0,delay_8,18
0,102,7,7,102,7,0,0,7,102,95,102,95,0,7,0,0,delay_8,19
1,0,7,7,102,14,0,0,14,102,88,95,88,0,7,0,0,delay_8,19
2,0,9,9,102,23,0,0,23,102,79,88,79,0,9,0,0,delay_8,19
3,0,12,12,102,35,0,0,35,102,67,79,67,0,12,0,0,delay_8,19
4,0,15,15,102,50,0,0,50,102,52,67,52,0,15,0,0,delay_8,19
5,0,20,20,102,70,0,0,70,102,32,52,32,0,20,0,0,delay_8,19
6,0,17,17,102,87,0,0,87,102,15,32,15,0,17,0,0,delay_8,19
7,0,9,9,102,96,0,0,96,102,6,15,6,0,9,0,0,delay_8,19
8,0,6,6,100,100,2,2,102,102,0,6,0,0,6,0,0,delay_8,19
9,0,0,0,95,95,5,7,102,102,0,0,0,0,0,0,0,delay_8,19
10,0,0,0,89,89,6,13,102,102,0,0,0,0,0,0,0,delay_8,19
11,0,0,0,78,78,11,24,102,102,0,0,0,0,0,0,0,delay_8,19
12,0,0,0,68,68,10,34,102,102,0,0,0,0,0,0,0,delay_8,19
13,0,0,0,51,51,17,51,102,102,0,0,0,0,0,0,0,delay_8,19
14,0,0,0,37,37,14,65,102,102,0,0,0,0,0,0,0,delay_8,19
15,0,0,0,24,24,13,78,102,102,0,0,0,0,0,0,0,delay_8,19
16,0,0,0,13,13,11,89,102,102,0,0,0,0,0,0,0,delay_8,19
17,0,0,0,10,10,3,92,102,102,0,0,0,0,0,0,0,delay_8,19
18,0,0,0,6,6,4,96,102,102,0,0,0,0,0,0,0,delay_8,19
19,0,0,0,1,1,5,101,102,102,0,0,0,0,0,0,0,delay_8,19
20,0,0,0,0,0,1,102,102,102,0,0,0,0,0,0,0,delay_8,19
21,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
22,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
23,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
24,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
25,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
26,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
27,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
28,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
29,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
30,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
31,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
32,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
33,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
34,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
35,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
36,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
37,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
38,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
39,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
40,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
41,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
42,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
43,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
44,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
45,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
46,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
47,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
48,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
49,0,0,0,0,0,0,102,102,102,0,0,0,0,0,0,0,delay_8,19
0,101,7,7,101,7,0,0,7,101,94,101,94,0,7,0,0,effect_0,0
1,0,7,7,101,14,0,0,14,101,87,94,87,0,7,0,0,effect_0,0
2,0,7,7,101,21,0,0,21,101,80,87,80,0,7,0,0,effect_0,0
3,0,7,7,101,28,0,0,28,101,73,80,73,0,7,0,0,effect_0,0
4,0,8,8,101,36,0,0,36,101,65,73,65,0,8,0,0,effect_0,0
5,0,13,13,101,49,0,0,49,101,52,65,52,0,13,0,0,effect_0,0
6,0,20,20,101,69,0,0,69,101,32,52,32,0,20,0,0,effect_0,0
7,0,19,19,101,88,0,0,88,101,13,32,13,0,19,0,0,effect_0,0
8,0,8,8,101,96,0,0,96,101,5,13,5,0,8,0,0,effect_0,0
9,0,2,2,101,98,0,0,98,101,3,5,3,0,2,0,0,effect_0,0
10,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
11,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
12,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
13,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
14,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
15,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
16,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
17,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
18,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
19,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
20,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
21,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
22,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
23,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
24,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
25,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
26,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
27,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
28,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
29,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
30,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
31,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
32,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
33,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
34,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
35,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
36,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
37,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
38,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
39,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
40,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
41,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
42,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
43,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
44,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
45,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
46,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
47,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
48,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
49,0,0,0,101,98,0,0,98,101,3,3,3,0,0,0,0,effect_0,0
0,84,8,8,84,8,0,0,8,84,76,84,76,0,8,0,0,effect_0,1
1,0,6,6,84,14,0,0,14,84,70,76,70,0,6,0,0,effect_0,1
2,0,4,4,84,18,0,0,18,84,66,70,66,0,4,0,0,effect_0,1
3,0,4,4,84,22,0,0,22,84,62,66,62,0,4,0,0,effect_0,1
4,0,4,4,84,26,0,0,26,84,58,62,58,0,4,0,0,effect_0,1
5,0,10,10,84,36,0,0,36,84,48,58,48,0,10,0,0,effect_0,1
6,0,15,15,84,51,0,0,51,84,33,48,33,0,15,0,0,effect_0,1
7,0,11,11,84,62,0,0,62,84,22,33,22,0,11,0,0,effect_0,1
8,0,8,8,84,70,0,0,70,84,14,22,14,0,8,0,0,effect_0,1
9,0,4,4,84,74,0,0,74,84,10,14,10,0,4,0,0,effect_0,1
10,0,2,2,84,76,0,0,76,84,8,10,8,0,2,0,0,effect_0,1
11,0,1,1,84,77,0,0,77,84,7,8,7,0,1,0,0,effect_0,1
12,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
13,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
14,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
15,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
16,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
17,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
18,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
19,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
20,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
21,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
22,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
23,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
24,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
25,0,0,0,84,77,0,0,77,84,7,7,7,0,0,0,0,effect_0,1
