variant,dependence_mean,group,period,metric,n,mean,low,high
limited_access,0.7,all,late,resolved,20,0.40728609497169926,0.3665705399112371,0.45036234466480407
limited_access,0.7,all,late,customer_success,20,0.28803096822309965,0.24502625911919265,0.33391104065458255
limited_access,0.7,all,late,first_customer,20,0.3723199016053786,0.33159901406229525,0.4125147374118271
limited_access,0.7,all,late,both_use,20,0.34529678687401766,0.3153238079789058,0.3772769005952956
limited_access,0.7,all,late,d_to_e,20,0.15728864921048172,0.12481062750630868,0.19521838477905107
limited_access,0.7,all,late,firm_equal_resolved,20,0.4071130952380952,0.36845254629629626,0.44946784060846573
limited_access,0.7,high,early,domestic_use,20,0.7772282691247223,0.7312679957263052,0.8215377801387527
limited_access,0.7,high,early,customer_use,20,0.5622219415468843,0.4736764752894258,0.6458808444447746
limited_access,0.7,high,early,resolved,20,0.4131088487853362,0.3656970551894394,0.45797745428913184
limited_access,0.7,high,early,customer_success,20,0.3074261849261849,0.2467408008658008,0.36751413863913857
limited_access,0.7,high,early,first_customer,20,0.38242731540643443,0.31408620581839974,0.45602377118892423
limited_access,0.7,high,early,both_use,20,0.37812867767244196,0.31782617379045436,0.43631177468126836
limited_access,0.7,high,early,d_to_e,20,0.16528806989476322,0.12342677809890336,0.21036304147638527
limited_access,0.7,high,early,firm_equal_resolved,20,0.411792328042328,0.36012384259259256,0.4595014880952381
limited_access,0.7,high,late,domestic_use,20,0.7598895234191034,0.7165082417120167,0.8036102763994093
limited_access,0.7,high,late,customer_use,20,0.5210469798313889,0.42765560841951716,0.6117148974821187
limited_access,0.7,high,late,resolved,20,0.4025112311410939,0.347825463777148,0.4562072615711564
limited_access,0.7,high,late,customer_success,20,0.28442938983960653,0.22208980702604925,0.3623552103533721
limited_access,0.7,high,late,first_customer,20,0.36644201446614283,0.305603471479258,0.42901559231018527
limited_access,0.7,high,late,both_use,20,0.3194088743083392,0.2578164787368037,0.38323970673882546
limited_access,0.7,high,late,d_to_e,20,0.15460496536524598,0.10403241200136179,0.2079150353019648
limited_access,0.7,high,late,firm_equal_resolved,20,0.4027314814814814,0.3499561838624338,0.45422189153439146
limited_access,0.7,high_tail,early,domestic_use,20,0.7922456791574439,0.741253362242333,0.8437409649174356
limited_access,0.7,high_tail,early,customer_use,20,0.6079066358478123,0.49996881223351813,0.696146457300869
limited_access,0.7,high_tail,early,resolved,20,0.42514807088336504,0.3659020872917931,0.4816750394213629
limited_access,0.7,high_tail,early,customer_success,19,0.30155502392344496,0.22685705741626794,0.3742540536948431
limited_access,0.7,high_tail,early,first_customer,20,0.40238924474218596,0.32779000166500166,0.46912893560687663
limited_access,0.7,high_tail,early,both_use,20,0.43132475367769485,0.33559248594542707,0.5195379848909261
limited_access,0.7,high_tail,early,d_to_e,20,0.1933379039261392,0.13115433177933178,0.25710603856927383
limited_access,0.7,high_tail,early,firm_equal_resolved,20,0.42142857142857143,0.3567135416666667,0.48351264880952377
limited_access,0.7,high_tail,late,domestic_use,20,0.7335489388062917,0.6765277553329024,0.788286815206852
limited_access,0.7,high_tail,late,customer_use,20,0.5445157293686707,0.43691509103641457,0.6385176551389785
limited_access,0.7,high_tail,late,resolved,20,0.4251289233642175,0.35471162824104,0.49470894383394376
limited_access,0.7,high_tail,late,customer_success,19,0.3437279095173832,0.2559628237259816,0.4421510507036823
