comparison,policy,domestic_capacity,active_customers,metric,n,difference,low,high
domestic_2_minus_12,degree,2,6,e_eligible_rounds,20,-1.3,-2.5,0.0
domestic_6_minus_12,degree,6,6,domestic_use,20,0.002098626011669491,0.0,0.0056465273856578235
domestic_6_minus_12,degree,6,6,customer_use,20,0.03189672061395942,0.008364063416032684,0.054935807261456034
domestic_6_minus_12,degree,6,6,resolved_share,20,-0.009637335607869979,-0.03622740118299505,0.016122032501707156
domestic_6_minus_12,degree,6,6,d_to_e_all,20,0.03189672061395941,0.009130629475491514,0.05451510244239341
domestic_6_minus_12,degree,6,6,e_to_d_all,20,0.00209862601166949,0.0,0.005646527385657821
domestic_6_minus_12,degree,6,6,d_eligible_rounds,20,219.85,202.89875,238.2
domestic_6_minus_12,degree,6,6,e_eligible_rounds,20,-1.35,-2.45,-0.25
domestic_2_minus_12,equal,2,1,domestic_use,20,-7.527853056299438e-06,-0.0018518518518518435,0.0018292682926829452
domestic_2_minus_12,equal,2,1,customer_use,20,0.11767917221341122,0.09379687843518292,0.14271754268568196
domestic_2_minus_12,equal,2,1,resolved_share,20,-0.015547417907701287,-0.047311008017221184,0.013744441193396325
domestic_2_minus_12,equal,2,1,d_to_e_all,20,0.11767917221341125,0.09333754865042695,0.1428769249548195
domestic_2_minus_12,equal,2,1,e_to_d_all,20,-7.527853056310194e-06,-0.001851851851851855,0.0018292682926829243
domestic_2_minus_12,equal,2,1,d_eligible_rounds,20,1077.3,1002.8924999999999,1149.07
domestic_2_minus_12,equal,2,1,e_eligible_rounds,20,52.45,15.74875,86.40249999999999
domestic_6_minus_12,equal,6,1,domestic_use,20,0.0006334977879693393,-0.0012420957542908617,0.0031039799180043294
domestic_6_minus_12,equal,6,1,customer_use,20,0.04404447640198365,0.025174699566490252,0.0618665226896287
domestic_6_minus_12,equal,6,1,resolved_share,20,-0.006465159464054013,-0.035662466330273986,0.021910377342947034
domestic_6_minus_12,equal,6,1,d_to_e_all,20,0.044044476401983654,0.02442729029674052,0.0628758411611778
domestic_6_minus_12,equal,6,1,e_to_d_all,20,0.00063349778796933,-0.0012345679012345698,0.0025565747110462504
domestic_6_minus_12,equal,6,1,d_eligible_rounds,20,231.2,215.54875,245.75125
domestic_6_minus_12,equal,6,1,e_eligible_rounds,20,-14.95,-35.25125,6.40374999999998
domestic_2_minus_12,equal,2,3,domestic_use,20,0.0018716608594657458,0.0,0.003928934378629518
domestic_2_minus_12,equal,2,3,customer_use,20,0.09216652205300033,0.07309735788661945,0.11130662339822509
domestic_2_minus_12,equal,2,3,resolved_share,20,-0.018082860863883155,-0.05749489192322161,0.015470639281893177
domestic_2_minus_12,equal,2,3,d_to_e_all,20,0.09216652205300035,0.0749175187292729,0.11201689238561661
domestic_2_minus_12,equal,2,3,e_to_d_all,20,0.0018716608594657354,0.0,0.003886178861788611
domestic_2_minus_12,equal,2,3,d_eligible_rounds,20,987.05,908.495,1071.15
domestic_2_minus_12,equal,2,3,e_eligible_rounds,20,-10.95,-16.5,-5.4
domestic_6_minus_12,equal,6,3,domestic_use,20,0.0005952380952380931,0.0,0.0017857142857142794
domestic_6_minus_12,equal,6,3,customer_use,20,0.028454429769483047,0.006587942522609126,0.050587271079685324
domestic_6_minus_12,equal,6,3,resolved_share,20,-0.0019449021205245498,-0.026592109585662962,0.025394624713290456
domestic_6_minus_12,equal,6,3,d_to_e_all,20,0.028454429769483036,0.0065542885246800825,0.050387409062310165
domestic_6_minus_12,equal,6,3,e_to_d_all,20,0.0005952380952380952,0.0,0.0017857142857142857
domestic_6_minus_12,equal,6,3,d_eligible_rounds,20,219.7,202.4475,236.2025
domestic_6_minus_12,equal,6,3,e_eligible_rounds,20,-11.35,-16.25,-6.6
domestic_2_minus_12,equal,2,6,domestic_use,20,0.0033750487758971437,0.0006483607855559079,0.0069802936194240635
domestic_2_minus_12,equal,2,6,customer_use,20,0.10407069259575752,0.08261953588257613,0.1241464746216749
domestic_2_minus_12,equal,2,6,resolved_share,20,-0.015950477440660794,-0.04534082240104497,0.014215522768975369
domestic_2_minus_12,equal,2,6,d_to_e_all,20,0.10407069259575756,0.08332753264089639,0.12449836539016107
domestic_2_minus_12,equal,2,6,e_to_d_all,20,0.0033750487758971307,0.0006097560975609747,0.007096235648409558
domestic_2_minus_12,equal,2,6,d_eligible_rounds,20,981.55,906.695,1062.45
domestic_2_minus_12,equal,2,6,e_eligible_rounds,20,-1.3,-2.65,-0.14875000000000682
domestic_6_minus_12,equal,6,6,domestic_use,20,0.002098626011669491,0.0,0.0056465273856578235
domestic_6_minus_12,equal,6,6,customer_use,20,0.03189672061395942,0.008446640669633049,0.05425346715214808
domestic_6_minus_12,equal,6,6,resolved_share,20,-0.009637335607869979,-0.033654521585147375,0.015171174245247557
domestic_6_minus_12,equal,6,6,d_to_e_all,20,0.03189672061395941,0.009419648791303109,0.05476827409333083
