customer,capacity,seed,policy,domestic_capacity,active_customers
0,2,12,pooled,12,6
1,2,12,pooled,12,6
2,2,12,pooled,12,6
3,2,12,pooled,12,6
4,2,12,pooled,12,6
5,2,12,pooled,12,6
0,2,12,pooled,12,3
1,2,12,pooled,12,3
2,2,12,pooled,12,3
3,2,12,pooled,12,3
4,2,12,pooled,12,3
5,2,12,pooled,12,3
0,2,12,pooled,12,1
1,2,12,pooled,12,1
2,2,12,pooled,12,1
3,2,12,pooled,12,1
4,2,12,pooled,12,1
5,2,12,pooled,12,1
0,2,13,equal,2,6
1,2,13,equal,2,6
2,2,13,equal,2,6
3,2,13,equal,2,6
4,2,13,equal,2,6
5,2,13,equal,2,6
0,2,13,equal,2,3
1,2,13,equal,2,3
2,2,13,equal,2,3
3,2,13,equal,2,3
4,2,13,equal,2,3
5,2,13,equal,2,3
0,2,13,equal,2,1
1,2,13,equal,2,1
2,2,13,equal,2,1
3,2,13,equal,2,1
4,2,13,equal,2,1
5,2,13,equal,2,1
0,2,13,degree,2,6
1,2,13,degree,2,6
2,2,13,degree,2,6
3,2,13,degree,2,6
4,2,13,degree,2,6
5,2,13,degree,2,6
0,4,13,degree,2,3
1,4,13,degree,2,3
2,4,13,degree,2,3
3,0,13,degree,2,3
4,0,13,degree,2,3
5,0,13,degree,2,3
0,12,13,degree,2,1
1,0,13,degree,2,1
2,0,13,degree,2,1
3,0,13,degree,2,1
4,0,13,degree,2,1
5,0,13,degree,2,1
0,2,13,pooled,2,6
1,2,13,pooled,2,6
2,2,13,pooled,2,6
3,2,13,pooled,2,6
4,2,13,pooled,2,6
5,2,13,pooled,2,6
0,2,13,pooled,2,3
1,2,13,pooled,2,3
2,2,13,pooled,2,3
3,2,13,pooled,2,3
4,2,13,pooled,2,3
5,2,13,pooled,2,3
0,2,13,pooled,2,1
1,2,13,pooled,2,1
2,2,13,pooled,2,1
3,2,13,pooled,2,1
4,2,13,pooled,2,1
5,2,13,pooled,2,1
0,2,13,equal,6,6
1,2,13,equal,6,6
2,2,13,equal,6,6
3,2,13,equal,6,6
4,2,13,equal,6,6
5,2,13,equal,6,6
0,2,13,equal,6,3
1,2,13,equal,6,3
2,2,13,equal,6,3
3,2,13,equal,6,3
4,2,13,equal,6,3
5,2,13,equal,6,3
0,2,13,equal,6,1
1,2,13,equal,6,1
2,2,13,equal,6,1
3,2,13,equal,6,1
4,2,13,equal,6,1
5,2,13,equal,6,1
0,2,13,degree,6,6
1,2,13,degree,6,6
2,2,13,degree,6,6
3,2,13,degree,6,6
4,2,13,degree,6,6
5,2,13,degree,6,6
0,4,13,degree,6,3
1,4,13,degree,6,3
2,4,13,degree,6,3
3,0,13,degree,6,3
4,0,13,degree,6,3
5,0,13,degree,6,3
0,12,13,degree,6,1
1,0,13,degree,6,1
2,0,13,degree,6,1
3,0,13,degree,6,1
4,0,13,degree,6,1
5,0,13,degree,6,1
0,2,13,pooled,6,6
1,2,13,pooled,6,6
2,2,13,pooled,6,6
3,2,13,pooled,6,6
4,2,13,pooled,6,6
5,2,13,pooled,6,6
0,2,13,pooled,6,3
1,2,13,pooled,6,3
2,2,13,pooled,6,3
3,2,13,pooled,6,3
4,2,13,pooled,6,3
5,2,13,pooled,6,3
0,2,13,pooled,6,1
1,2,13,pooled,6,1
2,2,13,pooled,6,1
3,2,13,pooled,6,1
4,2,13,pooled,6,1
5,2,13,pooled,6,1
0,2,13,equal,12,6
1,2,13,equal,12,6
2,2,13,equal,12,6
3,2,13,equal,12,6
4,2,13,equal,12,6
5,2,13,equal,12,6
0,2,13,equal,12,3
1,2,13,equal,12,3
2,2,13,equal,12,3
3,2,13,equal,12,3
4,2,13,equal,12,3
5,2,13,equal,12,3
0,2,13,equal,12,1
1,2,13,equal,12,1
2,2,13,equal,12,1
3,2,13,equal,12,1
4,2,13,equal,12,1
5,2,13,equal,12,1
0,2,13,degree,12,6
1,2,13,degree,12,6
2,2,13,degree,12,6
3,2,13,degree,12,6
4,2,13,degree,12,6
5,2,13,degree,12,6
0,4,13,degree,12,3
1,4,13,degree,12,3
2,4,13,degree,12,3
3,0,13,degree,12,3
4,0,13,degree,12,3
5,0,13,degree,12,3
0,12,13,degree,12,1
1,0,13,degree,12,1
2,0,13,degree,12,1
3,0,13,degree,12,1
4,0,13,degree,12,1
5,0,13,degree,12,1
0,2,13,pooled,12,6
1,2,13,pooled,12,6
2,2,13,pooled,12,6
3,2,13,pooled,12,6
4,2,13,pooled,12,6
5,2,13,pooled,12,6
0,2,13,pooled,12,3
1,2,13,pooled,12,3
2,2,13,pooled,12,3
3,2,13,pooled,12,3
4,2,13,pooled,12,3
5,2,13,pooled,12,3
0,2,13,pooled,12,1
1,2,13,pooled,12,1
2,2,13,pooled,12,1
3,2,13,pooled,12,1
4,2,13,pooled,12,1
5,2,13,pooled,12,1
0,2,14,equal,2,6
1,2,14,equal,2,6
2,2,14,equal,2,6
3,2,14,equal,2,6
4,2,14,equal,2,6
5,2,14,equal,2,6
0,2,14,equal,2,3
1,2,14,equal,2,3
2,2,14,equal,2,3
3,2,14,equal,2,3
4,2,14,equal,2,3
5,2,14,equal,2,3
0,2,14,equal,2,1
1,2,14,equal,2,1
2,2,14,equal,2,1
3,2,14,equal,2,1
4,2,14,equal,2,1
5,2,14,equal,2,1
0,2,14,degree,2,6
1,2,14,degree,2,6
2,2,14,degree,2,6
3,2,14,degree,2,6
4,2,14,degree,2,6
5,2,14,degree,2,6
0,4,14,degree,2,3
1,4,14,degree,2,3
2,4,14,degree,2,3
3,0,14,degree,2,3
4,0,14,degree,2,3
5,0,14,degree,2,3
0,12,14,degree,2,1
1,0,14,degree,2,1
2,0,14,degree,2,1
3,0,14,degree,2,1
4,0,14,degree,2,1
5,0,14,degree,2,1
0,2,14,pooled,2,6
1,2,14,pooled,2,6
2,2,14,pooled,2,6
3,2,14,pooled,2,6
4,2,14,pooled,2,6
5,2,14,pooled,2,6
0,2,14,pooled,2,3
1,2,14,pooled,2,3
2,2,14,pooled,2,3
3,2,14,pooled,2,3
4,2,14,pooled,2,3
5,2,14,pooled,2,3
0,2,14,pooled,2,1
1,2,14,pooled,2,1
2,2,14,pooled,2,1
3,2,14,pooled,2,1
4,2,14,pooled,2,1
5,2,14,pooled,2,1
0,2,14,equal,6,6
1,2,14,equal,6,6
2,2,14,equal,6,6
3,2,14,equal,6,6
4,2,14,equal,6,6
5,2,14,equal,6,6
0,2,14,equal,6,3
1,2,14,equal,6,3
2,2,14,equal,6,3
3,2,14,equal,6,3
4,2,14,equal,6,3
5,2,14,equal,6,3
0,2,14,equal,6,1
1,2,14,equal,6,1
2,2,14,equal,6,1
3,2,14,equal,6,1
4,2,14,equal,6,1
5,2,14,equal,6,1
0,2,14,degree,6,6
1,2,14,degree,6,6
2,2,14,degree,6,6
3,2,14,degree,6,6
4,2,14,degree,6,6
5,2,14,degree,6,6
0,4,14,degree,6,3
1,4,14,degree,6,3
2,4,14,degree,6,3
3,0,14,degree,6,3
4,0,14,degree,6,3
5,0,14,degree,6,3
0,12,14,degree,6,1
1,0,14,degree,6,1
2,0,14,degree,6,1
3,0,14,degree,6,1
4,0,14,degree,6,1
5,0,14,degree,6,1
0,2,14,pooled,6,6
1,2,14,pooled,6,6
2,2,14,pooled,6,6
3,2,14,pooled,6,6
4,2,14,pooled,6,6
5,2,14,pooled,6,6
0,2,14,pooled,6,3
1,2,14,pooled,6,3
2,2,14,pooled,6,3
3,2,14,pooled,6,3
4,2,14,pooled,6,3
5,2,14,pooled,6,3
0,2,14,pooled,6,1
1,2,14,pooled,6,1
2,2,14,pooled,6,1
3,2,14,pooled,6,1
4,2,14,pooled,6,1
5,2,14,pooled,6,1
0,2,14,equal,12,6
1,2,14,equal,12,6
2,2,14,equal,12,6
3,2,14,equal,12,6
4,2,14,equal,12,6
5,2,14,equal,12,6
0,2,14,equal,12,3
1,2,14,equal,12,3
2,2,14,equal,12,3
3,2,14,equal,12,3
4,2,14,equal,12,3
5,2,14,equal,12,3
0,2,14,equal,12,1
1,2,14,equal,12,1
2,2,14,equal,12,1
3,2,14,equal,12,1
4,2,14,equal,12,1
5,2,14,equal,12,1
0,2,14,degree,12,6
1,2,14,degree,12,6
2,2,14,degree,12,6
3,2,14,degree,12,6
4,2,14,degree,12,6
5,2,14,degree,12,6
0,4,14,degree,12,3
1,4,14,degree,12,3
2,4,14,degree,12,3
3,0,14,degree,12,3
4,0,14,degree,12,3
5,0,14,degree,12,3
0,12,14,degree,12,1
1,0,14,degree,12,1
2,0,14,degree,12,1
3,0,14,degree,12,1
4,0,14,degree,12,1
5,0,14,degree,12,1
0,2,14,pooled,12,6
1,2,14,pooled,12,6
2,2,14,pooled,12,6
3,2,14,pooled,12,6
4,2,14,pooled,12,6
5,2,14,pooled,12,6
0,2,14,pooled,12,3
1,2,14,pooled,12,3
2,2,14,pooled,12,3
3,2,14,pooled,12,3
4,2,14,pooled,12,3
5,2,14,pooled,12,3
0,2,14,pooled,12,1
1,2,14,pooled,12,1
2,2,14,pooled,12,1
3,2,14,pooled,12,1
4,2,14,pooled,12,1
5,2,14,pooled,12,1
0,2,15,equal,2,6
1,2,15,equal,2,6
2,2,15,equal,2,6
3,2,15,equal,2,6
4,2,15,equal,2,6
5,2,15,equal,2,6
0,2,15,equal,2,3
1,2,15,equal,2,3
2,2,15,equal,2,3
3,2,15,equal,2,3
4,2,15,equal,2,3
5,2,15,equal,2,3
0,2,15,equal,2,1
1,2,15,equal,2,1
2,2,15,equal,2,1
3,2,15,equal,2,1
4,2,15,equal,2,1
5,2,15,equal,2,1
0,2,15,degree,2,6
1,2,15,degree,2,6
2,2,15,degree,2,6
3,2,15,degree,2,6
4,2,15,degree,2,6
5,2,15,degree,2,6
0,4,15,degree,2,3
1,4,15,degree,2,3
2,4,15,degree,2,3
3,0,15,degree,2,3
4,0,15,degree,2,3
5,0,15,degree,2,3
0,12,15,degree,2,1
1,0,15,degree,2,1
2,0,15,degree,2,1
3,0,15,degree,2,1
4,0,15,degree,2,1
5,0,15,degree,2,1
0,2,15,pooled,2,6
1,2,15,pooled,2,6
2,2,15,pooled,2,6
3,2,15,pooled,2,6
4,2,15,pooled,2,6
5,2,15,pooled,2,6
0,2,15,pooled,2,3
1,2,15,pooled,2,3
2,2,15,pooled,2,3
3,2,15,pooled,2,3
4,2,15,pooled,2,3
5,2,15,pooled,2,3
0,2,15,pooled,2,1
1,2,15,pooled,2,1
2,2,15,pooled,2,1
3,2,15,pooled,2,1
4,2,15,pooled,2,1
5,2,15,pooled,2,1
0,2,15,equal,6,6
1,2,15,equal,6,6
2,2,15,equal,6,6
3,2,15,equal,6,6
4,2,15,equal,6,6
5,2,15,equal,6,6
0,2,15,equal,6,3
1,2,15,equal,6,3
2,2,15,equal,6,3
3,2,15,equal,6,3
4,2,15,equal,6,3
5,2,15,equal,6,3
0,2,15,equal,6,1
1,2,15,equal,6,1
2,2,15,equal,6,1
3,2,15,equal,6,1
4,2,15,equal,6,1
5,2,15,equal,6,1
0,2,15,degree,6,6
1,2,15,degree,6,6
2,2,15,degree,6,6
3,2,15,degree,6,6
4,2,15,degree,6,6
5,2,15,degree,6,6
0,4,15,degree,6,3
1,4,15,degree,6,3
2,4,15,degree,6,3
3,0,15,degree,6,3
4,0,15,degree,6,3
5,0,15,degree,6,3
0,12,15,degree,6,1
1,0,15,degree,6,1
2,0,15,degree,6,1
3,0,15,degree,6,1
4,0,15,degree,6,1
5,0,15,degree,6,1
0,2,15,pooled,6,6
1,2,15,pooled,6,6
2,2,15,pooled,6,6
3,2,15,pooled,6,6
4,2,15,pooled,6,6
5,2,15,pooled,6,6
0,2,15,pooled,6,3
1,2,15,pooled,6,3
2,2,15,pooled,6,3
3,2,15,pooled,6,3
4,2,15,pooled,6,3
5,2,15,pooled,6,3
0,2,15,pooled,6,1
1,2,15,pooled,6,1
2,2,15,pooled,6,1
3,2,15,pooled,6,1
4,2,15,pooled,6,1
5,2,15,pooled,6,1
0,2,15,equal,12,6
1,2,15,equal,12,6
2,2,15,equal,12,6
3,2,15,equal,12,6
4,2,15,equal,12,6
5,2,15,equal,12,6
0,2,15,equal,12,3
1,2,15,equal,12,3
2,2,15,equal,12,3
3,2,15,equal,12,3
4,2,15,equal,12,3
5,2,15,equal,12,3
0,2,15,equal,12,1
1,2,15,equal,12,1
2,2,15,equal,12,1
3,2,15,equal,12,1
4,2,15,equal,12,1
5,2,15,equal,12,1
0,2,15,degree,12,6
1,2,15,degree,12,6
2,2,15,degree,12,6
3,2,15,degree,12,6
4,2,15,degree,12,6
5,2,15,degree,12,6
0,4,15,degree,12,3
1,4,15,degree,12,3
2,4,15,degree,12,3
3,0,15,degree,12,3
4,0,15,degree,12,3
5,0,15,degree,12,3
0,12,15,degree,12,1
1,0,15,degree,12,1
2,0,15,degree,12,1
3,0,15,degree,12,1
4,0,15,degree,12,1
5,0,15,degree,12,1
0,2,15,pooled,12,6
1,2,15,pooled,12,6
2,2,15,pooled,12,6
3,2,15,pooled,12,6
4,2,15,pooled,12,6
5,2,15,pooled,12,6
0,2,15,pooled,12,3
1,2,15,pooled,12,3
2,2,15,pooled,12,3
3,2,15,pooled,12,3
4,2,15,pooled,12,3
5,2,15,pooled,12,3
0,2,15,pooled,12,1
1,2,15,pooled,12,1
2,2,15,pooled,12,1
3,2,15,pooled,12,1
4,2,15,pooled,12,1
5,2,15,pooled,12,1
0,2,16,equal,2,6
1,2,16,equal,2,6
2,2,16,equal,2,6
3,2,16,equal,2,6
4,2,16,equal,2,6
5,2,16,equal,2,6
0,2,16,equal,2,3
1,2,16,equal,2,3
2,2,16,equal,2,3
3,2,16,equal,2,3
4,2,16,equal,2,3
5,2,16,equal,2,3
0,2,16,equal,2,1
1,2,16,equal,2,1
2,2,16,equal,2,1
3,2,16,equal,2,1
4,2,16,equal,2,1
5,2,16,equal,2,1
0,2,16,degree,2,6
1,2,16,degree,2,6
2,2,16,degree,2,6
3,2,16,degree,2,6
4,2,16,degree,2,6
5,2,16,degree,2,6
0,4,16,degree,2,3
1,4,16,degree,2,3
2,4,16,degree,2,3
3,0,16,degree,2,3
4,0,16,degree,2,3
5,0,16,degree,2,3
0,12,16,degree,2,1
1,0,16,degree,2,1
2,0,16,degree,2,1
3,0,16,degree,2,1
4,0,16,degree,2,1
5,0,16,degree,2,1
0,2,16,pooled,2,6
1,2,16,pooled,2,6
2,2,16,pooled,2,6
3,2,16,pooled,2,6
4,2,16,pooled,2,6
5,2,16,pooled,2,6
0,2,16,pooled,2,3
1,2,16,pooled,2,3
2,2,16,pooled,2,3
3,2,16,pooled,2,3
4,2,16,pooled,2,3
5,2,16,pooled,2,3
0,2,16,pooled,2,1
1,2,16,pooled,2,1
2,2,16,pooled,2,1
3,2,16,pooled,2,1
4,2,16,pooled,2,1
5,2,16,pooled,2,1
0,2,16,equal,6,6
1,2,16,equal,6,6
2,2,16,equal,6,6
3,2,16,equal,6,6
4,2,16,equal,6,6
5,2,16,equal,6,6
0,2,16,equal,6,3
1,2,16,equal,6,3
2,2,16,equal,6,3
3,2,16,equal,6,3
4,2,16,equal,6,3
5,2,16,equal,6,3
0,2,16,equal,6,1
1,2,16,equal,6,1
2,2,16,equal,6,1
3,2,16,equal,6,1
4,2,16,equal,6,1
5,2,16,equal,6,1
0,2,16,degree,6,6
1,2,16,degree,6,6
2,2,16,degree,6,6
3,2,16,degree,6,6
4,2,16,degree,6,6
5,2,16,degree,6,6
0,4,16,degree,6,3
1,4,16,degree,6,3
2,4,16,degree,6,3
3,0,16,degree,6,3
4,0,16,degree,6,3
5,0,16,degree,6,3
0,12,16,degree,6,1
1,0,16,degree,6,1
2,0,16,degree,6,1
3,0,16,degree,6,1
4,0,16,degree,6,1
5,0,16,degree,6,1
0,2,16,pooled,6,6
1,2,16,pooled,6,6
2,2,16,pooled,6,6
3,2,16,pooled,6,6
4,2,16,pooled,6,6
5,2,16,pooled,6,6
0,2,16,pooled,6,3
1,2,16,pooled,6,3
2,2,16,pooled,6,3
3,2,16,pooled,6,3
4,2,16,pooled,6,3
5,2,16,pooled,6,3
0,2,16,pooled,6,1
1,2,16,pooled,6,1
2,2,16,pooled,6,1
3,2,16,pooled,6,1
4,2,16,pooled,6,1
5,2,16,pooled,6,1
0,2,16,equal,12,6
1,2,16,equal,12,6
2,2,16,equal,12,6
3,2,16,equal,12,6
4,2,16,equal,12,6
5,2,16,equal,12,6
0,2,16,equal,12,3
1,2,16,equal,12,3
2,2,16,equal,12,3
3,2,16,equal,12,3
4,2,16,equal,12,3
5,2,16,equal,12,3
0,2,16,equal,12,1
1,2,16,equal,12,1
2,2,16,equal,12,1
3,2,16,equal,12,1
4,2,16,equal,12,1
5,2,16,equal,12,1
0,2,16,degree,12,6
1,2,16,degree,12,6
2,2,16,degree,12,6
3,2,16,degree,12,6
4,2,16,degree,12,6
5,2,16,degree,12,6
0,4,16,degree,12,3
1,4,16,degree,12,3
2,4,16,degree,12,3
3,0,16,degree,12,3
4,0,16,degree,12,3
5,0,16,degree,12,3
0,12,16,degree,12,1
1,0,16,degree,12,1
2,0,16,degree,12,1
3,0,16,degree,12,1
4,0,16,degree,12,1
5,0,16,degree,12,1
0,2,16,pooled,12,6
1,2,16,pooled,12,6
2,2,16,pooled,12,6
3,2,16,pooled,12,6
4,2,16,pooled,12,6
5,2,16,pooled,12,6
0,2,16,pooled,12,3
1,2,16,pooled,12,3
2,2,16,pooled,12,3
3,2,16,pooled,12,3
4,2,16,pooled,12,3
5,2,16,pooled,12,3
0,2,16,pooled,12,1
1,2,16,pooled,12,1
2,2,16,pooled,12,1
3,2,16,pooled,12,1
4,2,16,pooled,12,1
5,2,16,pooled,12,1
0,2,17,equal,2,6
1,2,17,equal,2,6
2,2,17,equal,2,6
3,2,17,equal,2,6
4,2,17,equal,2,6
5,2,17,equal,2,6
0,2,17,equal,2,3
1,2,17,equal,2,3
2,2,17,equal,2,3
3,2,17,equal,2,3
4,2,17,equal,2,3
5,2,17,equal,2,3
0,2,17,equal,2,1
1,2,17,equal,2,1
2,2,17,equal,2,1
3,2,17,equal,2,1
4,2,17,equal,2,1
5,2,17,equal,2,1
0,2,17,degree,2,6
1,2,17,degree,2,6
2,2,17,degree,2,6
3,2,17,degree,2,6
4,2,17,degree,2,6
5,2,17,degree,2,6
0,4,17,degree,2,3
1,4,17,degree,2,3
2,4,17,degree,2,3
3,0,17,degree,2,3
4,0,17,degree,2,3
5,0,17,degree,2,3
0,12,17,degree,2,1
1,0,17,degree,2,1
2,0,17,degree,2,1
3,0,17,degree,2,1
4,0,17,degree,2,1
5,0,17,degree,2,1
0,2,17,pooled,2,6
1,2,17,pooled,2,6
2,2,17,pooled,2,6
3,2,17,pooled,2,6
4,2,17,pooled,2,6
5,2,17,pooled,2,6
0,2,17,pooled,2,3
1,2,17,pooled,2,3
2,2,17,pooled,2,3
3,2,17,pooled,2,3
4,2,17,pooled,2,3
5,2,17,pooled,2,3
0,2,17,pooled,2,1
1,2,17,pooled,2,1
2,2,17,pooled,2,1
3,2,17,pooled,2,1
4,2,17,pooled,2,1
5,2,17,pooled,2,1
0,2,17,equal,6,6
1,2,17,equal,6,6
2,2,17,equal,6,6
3,2,17,equal,6,6
4,2,17,equal,6,6
5,2,17,equal,6,6
0,2,17,equal,6,3
1,2,17,equal,6,3
2,2,17,equal,6,3
3,2,17,equal,6,3
4,2,17,equal,6,3
5,2,17,equal,6,3
0,2,17,equal,6,1
1,2,17,equal,6,1
2,2,17,equal,6,1
3,2,17,equal,6,1
4,2,17,equal,6,1
5,2,17,equal,6,1
0,2,17,degree,6,6
1,2,17,degree,6,6
2,2,17,degree,6,6
3,2,17,degree,6,6
4,2,17,degree,6,6
5,2,17,degree,6,6
0,4,17,degree,6,3
1,4,17,degree,6,3
2,4,17,degree,6,3
3,0,17,degree,6,3
4,0,17,degree,6,3
5,0,17,degree,6,3
0,12,17,degree,6,1
1,0,17,degree,6,1
2,0,17,degree,6,1
3,0,17,degree,6,1
4,0,17,degree,6,1
5,0,17,degree,6,1
0,2,17,pooled,6,6
1,2,17,pooled,6,6
2,2,17,pooled,6,6
3,2,17,pooled,6,6
4,2,17,pooled,6,6
5,2,17,pooled,6,6
0,2,17,pooled,6,3
1,2,17,pooled,6,3
2,2,17,pooled,6,3
3,2,17,pooled,6,3
4,2,17,pooled,6,3
5,2,17,pooled,6,3
0,2,17,pooled,6,1
1,2,17,pooled,6,1
2,2,17,pooled,6,1
3,2,17,pooled,6,1
4,2,17,pooled,6,1
5,2,17,pooled,6,1
0,2,17,equal,12,6
1,2,17,equal,12,6
2,2,17,equal,12,6
3,2,17,equal,12,6
4,2,17,equal,12,6
5,2,17,equal,12,6
0,2,17,equal,12,3
1,2,17,equal,12,3
2,2,17,equal,12,3
3,2,17,equal,12,3
4,2,17,equal,12,3
5,2,17,equal,12,3
0,2,17,equal,12,1
1,2,17,equal,12,1
2,2,17,equal,12,1
3,2,17,equal,12,1
4,2,17,equal,12,1
5,2,17,equal,12,1
0,2,17,degree,12,6
1,2,17,degree,12,6
2,2,17,degree,12,6
3,2,17,degree,12,6
4,2,17,degree,12,6
5,2,17,degree,12,6
0,4,17,degree,12,3
1,4,17,degree,12,3
2,4,17,degree,12,3
3,0,17,degree,12,3
4,0,17,degree,12,3
5,0,17,degree,12,3
0,12,17,degree,12,1
1,0,17,degree,12,1
2,0,17,degree,12,1
3,0,17,degree,12,1
4,0,17,degree,12,1
5,0,17,degree,12,1
0,2,17,pooled,12,6
1,2,17,pooled,12,6
2,2,17,pooled,12,6
3,2,17,pooled,12,6
4,2,17,pooled,12,6
5,2,17,pooled,12,6
0,2,17,pooled,12,3
1,2,17,pooled,12,3
2,2,17,pooled,12,3
3,2,17,pooled,12,3
4,2,17,pooled,12,3
5,2,17,pooled,12,3
0,2,17,pooled,12,1
1,2,17,pooled,12,1
2,2,17,pooled,12,1
3,2,17,pooled,12,1
4,2,17,pooled,12,1
5,2,17,pooled,12,1
0,2,18,equal,2,6
1,2,18,equal,2,6
2,2,18,equal,2,6
3,2,18,equal,2,6
4,2,18,equal,2,6
5,2,18,equal,2,6
0,2,18,equal,2,3
1,2,18,equal,2,3
2,2,18,equal,2,3
3,2,18,equal,2,3
4,2,18,equal,2,3
5,2,18,equal,2,3
0,2,18,equal,2,1
1,2,18,equal,2,1
2,2,18,equal,2,1
3,2,18,equal,2,1
4,2,18,equal,2,1
5,2,18,equal,2,1
0,2,18,degree,2,6
1,2,18,degree,2,6
2,2,18,degree,2,6
3,2,18,degree,2,6
4,2,18,degree,2,6
5,2,18,degree,2,6
0,4,18,degree,2,3
1,4,18,degree,2,3
2,4,18,degree,2,3
3,0,18,degree,2,3
4,0,18,degree,2,3
5,0,18,degree,2,3
0,12,18,degree,2,1
1,0,18,degree,2,1
2,0,18,degree,2,1
3,0,18,degree,2,1
4,0,18,degree,2,1
5,0,18,degree,2,1
0,2,18,pooled,2,6
1,2,18,pooled,2,6
2,2,18,pooled,2,6
3,2,18,pooled,2,6
4,2,18,pooled,2,6
5,2,18,pooled,2,6
0,2,18,pooled,2,3
1,2,18,pooled,2,3
2,2,18,pooled,2,3
3,2,18,pooled,2,3
4,2,18,pooled,2,3
5,2,18,pooled,2,3
0,2,18,pooled,2,1
1,2,18,pooled,2,1
2,2,18,pooled,2,1
3,2,18,pooled,2,1
4,2,18,pooled,2,1
5,2,18,pooled,2,1
0,2,18,equal,6,6
1,2,18,equal,6,6
2,2,18,equal,6,6
3,2,18,equal,6,6
4,2,18,equal,6,6
5,2,18,equal,6,6
0,2,18,equal,6,3
1,2,18,equal,6,3
2,2,18,equal,6,3
3,2,18,equal,6,3
4,2,18,equal,6,3
5,2,18,equal,6,3
0,2,18,equal,6,1
1,2,18,equal,6,1
2,2,18,equal,6,1
3,2,18,equal,6,1
4,2,18,equal,6,1
5,2,18,equal,6,1
0,2,18,degree,6,6
1,2,18,degree,6,6
2,2,18,degree,6,6
3,2,18,degree,6,6
4,2,18,degree,6,6
5,2,18,degree,6,6
0,4,18,degree,6,3
1,4,18,degree,6,3
2,4,18,degree,6,3
3,0,18,degree,6,3
4,0,18,degree,6,3
5,0,18,degree,6,3
0,12,18,degree,6,1
1,0,18,degree,6,1
2,0,18,degree,6,1
3,0,18,degree,6,1
4,0,18,degree,6,1
5,0,18,degree,6,1
0,2,18,pooled,6,6
1,2,18,pooled,6,6
2,2,18,pooled,6,6
3,2,18,pooled,6,6
4,2,18,pooled,6,6
5,2,18,pooled,6,6
0,2,18,pooled,6,3
1,2,18,pooled,6,3
2,2,18,pooled,6,3
3,2,18,pooled,6,3
4,2,18,pooled,6,3
5,2,18,pooled,6,3
0,2,18,pooled,6,1
1,2,18,pooled,6,1
2,2,18,pooled,6,1
3,2,18,pooled,6,1
4,2,18,pooled,6,1
5,2,18,pooled,6,1
0,2,18,equal,12,6
1,2,18,equal,12,6
2,2,18,equal,12,6
3,2,18,equal,12,6
4,2,18,equal,12,6
5,2,18,equal,12,6
0,2,18,equal,12,3
1,2,18,equal,12,3
2,2,18,equal,12,3
3,2,18,equal,12,3
4,2,18,equal,12,3
5,2,18,equal,12,3
0,2,18,equal,12,1
1,2,18,equal,12,1
2,2,18,equal,12,1
3,2,18,equal,12,1
4,2,18,equal,12,1
5,2,18,equal,12,1
0,2,18,degree,12,6
1,2,18,degree,12,6
2,2,18,degree,12,6
3,2,18,degree,12,6
4,2,18,degree,12,6
5,2,18,degree,12,6
0,4,18,degree,12,3
1,4,18,degree,12,3
2,4,18,degree,12,3
3,0,18,degree,12,3
4,0,18,degree,12,3
5,0,18,degree,12,3
0,12,18,degree,12,1
1,0,18,degree,12,1
2,0,18,degree,12,1
3,0,18,degree,12,1
4,0,18,degree,12,1
5,0,18,degree,12,1
0,2,18,pooled,12,6
1,2,18,pooled,12,6
2,2,18,pooled,12,6
3,2,18,pooled,12,6
4,2,18,pooled,12,6
5,2,18,pooled,12,6
0,2,18,pooled,12,3
1,2,18,pooled,12,3
2,2,18,pooled,12,3
3,2,18,pooled,12,3
4,2,18,pooled,12,3
5,2,18,pooled,12,3
0,2,18,pooled,12,1
1,2,18,pooled,12,1
2,2,18,pooled,12,1
3,2,18,pooled,12,1
4,2,18,pooled,12,1
5,2,18,pooled,12,1
0,2,19,equal,2,6
1,2,19,equal,2,6
2,2,19,equal,2,6
3,2,19,equal,2,6
4,2,19,equal,2,6
5,2,19,equal,2,6
0,2,19,equal,2,3
1,2,19,equal,2,3
2,2,19,equal,2,3
3,2,19,equal,2,3
4,2,19,equal,2,3
5,2,19,equal,2,3
0,2,19,equal,2,1
1,2,19,equal,2,1
2,2,19,equal,2,1
3,2,19,equal,2,1
4,2,19,equal,2,1
5,2,19,equal,2,1
0,2,19,degree,2,6
1,2,19,degree,2,6
2,2,19,degree,2,6
3,2,19,degree,2,6
4,2,19,degree,2,6
5,2,19,degree,2,6
0,4,19,degree,2,3
1,4,19,degree,2,3
2,4,19,degree,2,3
3,0,19,degree,2,3
4,0,19,degree,2,3
5,0,19,degree,2,3
0,12,19,degree,2,1
1,0,19,degree,2,1
2,0,19,degree,2,1
3,0,19,degree,2,1
4,0,19,degree,2,1
5,0,19,degree,2,1
0,2,19,pooled,2,6
1,2,19,pooled,2,6
2,2,19,pooled,2,6
3,2,19,pooled,2,6
4,2,19,pooled,2,6
5,2,19,pooled,2,6
0,2,19,pooled,2,3
1,2,19,pooled,2,3
2,2,19,pooled,2,3
3,2,19,pooled,2,3
4,2,19,pooled,2,3
5,2,19,pooled,2,3
0,2,19,pooled,2,1
1,2,19,pooled,2,1
2,2,19,pooled,2,1
3,2,19,pooled,2,1
4,2,19,pooled,2,1
5,2,19,pooled,2,1
0,2,19,equal,6,6
1,2,19,equal,6,6
2,2,19,equal,6,6
