scenario,population,metric,comparison,n,mean,low,high
cost_low,all,customer_use,late_level,20,0.5478478877844399,0.5035859168074984,0.5903560366395648
cost_low,all,customer_use,late_minus_early,20,-0.015454454428893618,-0.03730086076704579,0.00913626996044379
cost_low,all,first_d,early_level,20,0.600912203817051,0.5629118476188808,0.6386714628544554
cost_low,all,first_d,late_level,20,0.63858148681325,0.6071271556944178,0.6688000797395663
cost_low,all,first_d,late_minus_early,20,0.03766928299619904,-0.005080639474878337,0.08109060543412339
cost_low,all,first_e,early_level,20,0.3331054486524331,0.29233065421524873,0.3757796271549295
cost_low,all,first_e,late_level,20,0.2985734994277084,0.2671776314650637,0.3312192943026861
cost_low,all,first_e,late_minus_early,20,-0.03453194922472469,-0.0686055798892109,0.0009430579959968978
cost_low,all,first_both,early_level,20,0.043811524699797176,0.028376457956280406,0.058072087536571816
cost_low,all,first_both,late_level,20,0.0389169916842171,0.025081794696212578,0.05478632206398963
cost_low,all,first_both,late_minus_early,20,-0.004894533015580089,-0.026310823326884492,0.019366118484486158
cost_low,all,no_submission,early_level,20,0.022170822830718667,0.012596431665545287,0.03245232821541907
cost_low,all,no_submission,late_level,20,0.023928022074824386,0.014815687502097377,0.03285440736185647
cost_low,all,no_submission,late_minus_early,20,0.0017571992441057223,-0.009737072179757505,0.013537759282160862
cost_low,all,d_to_e,early_level,20,0.1863853688611032,0.16117189738095852,0.2116056686505399
cost_low,all,d_to_e,late_level,20,0.21035739667251444,0.17933978954935495,0.24281878246157595
cost_low,all,d_to_e,late_minus_early,20,0.023972027811411174,-0.012300856811995695,0.06101745923241408
cost_low,all,e_to_d,early_level,20,0.2129587823783782,0.17891682908726425,0.24550633295810928
cost_low,all,e_to_d,late_level,20,0.18517187812718006,0.15746647893025642,0.21260618969356126
cost_low,all,e_to_d,late_minus_early,20,-0.027786904251198175,-0.06708603737875327,0.011606342591651149
cost_low,all,resolved,early_level,20,0.4327156606970902,0.39858558058225785,0.46214949726571103
cost_low,all,resolved,late_level,20,0.4055992899196861,0.36200928847839253,0.44822414126125293
cost_low,all,resolved,late_minus_early,20,-0.02711637077740405,-0.08156211031196177,0.03084625737271677
cost_low,all,customer_minus_domestic,early_level,20,-0.29438016868189293,-0.34357343917637373,-0.24016354381207503
cost_low,all,customer_minus_domestic,late_level,20,-0.31482246884020737,-0.37249566538469275,-0.25766207008014047
cost_low,all,customer_minus_domestic,late_minus_early,20,-0.02044230015831442,-0.06878844748946839,0.027852124434420585
cost_low,both_reachable,domestic_use,early_level,20,0.8229950418971498,0.7950235013007081,0.8509449000749558
cost_low,both_reachable,domestic_use,late_level,20,0.8400072424067625,0.8026108046537132,0.8781575688112461
cost_low,both_reachable,domestic_use,late_minus_early,20,0.017012200509612753,-0.027714779930915638,0.06326764222723302
cost_low,both_reachable,customer_use,early_level,20,0.7833240849460367,0.7560574451845006,0.811958969493119
cost_low,both_reachable,customer_use,late_level,20,0.7576822936001794,0.7242970765395662,0.7901645906652701
cost_low,both_reachable,customer_use,late_minus_early,20,-0.025641791345857416,-0.060910942426577,0.012684486316439194
cost_low,both_reachable,first_d,early_level,20,0.4686900470971983,0.42701032702600394,0.5120758322518189
cost_low,both_reachable,first_d,late_level,20,0.5278087848274922,0.49018013441593006,0.5636631184932248
cost_low,both_reachable,first_d,late_minus_early,20,0.05911873773029388,0.009126658440138703,0.10765982064677246
cost_low,both_reachable,first_e,early_level,20,0.461024136915524,0.41934614927556113,0.5059237158186727
cost_low,both_reachable,first_e,late_level,20,0.4115702424367669,0.37732518399730736,0.4451720509777442
cost_low,both_reachable,first_e,late_minus_early,20,-0.0494538944787571,-0.09032690673071517,-0.003070531735601054
