time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,first_submissions,first_d_count,first_e_count,first_both_count,first_d_share,first_e_share,first_both_share,rolling_domestic_users,rolling_customer_users,scenario,seed
48,0,0,0,0,3,3,124,78,10,36,77,77,0,0,0,4,0,29,143,153,78,1,0,0,0,0,,,,15.0,7.0,domestic_tight,16
49,0,0,0,1,1,2,124,77,10,37,77,77,0,0,0,4,0,29,143,153,77,4,0,0,0,0,,,,14.0,7.0,domestic_tight,16
50,0,0,0,0,2,2,124,76,10,38,76,76,0,0,0,4,0,29,143,153,77,5,0,0,0,0,,,,8.0,7.0,domestic_tight,16
51,0,1,1,1,0,0,123,75,9,39,75,75,0,0,0,3,1,30,144,153,76,6,1,1,0,0,1.0,0.0,0.0,6.0,7.0,domestic_tight,16
52,0,1,1,1,2,2,122,76,8,38,75,74,1,1,0,2,1,31,145,153,75,3,1,0,1,0,0.0,1.0,0.0,5.0,9.0,domestic_tight,16
53,0,1,1,0,2,1,122,76,7,39,74,73,1,1,0,4,0,31,146,153,75,4,1,0,1,0,0.0,1.0,0.0,3.0,10.0,domestic_tight,16
54,0,0,0,0,0,0,121,74,7,40,73,72,1,1,1,2,1,32,146,153,74,4,0,0,0,0,,,,3.0,7.0,domestic_tight,16
55,0,0,0,0,0,0,120,72,7,41,72,71,1,1,1,1,1,33,146,153,73,4,0,0,0,0,,,,2.0,6.0,domestic_tight,16
56,0,0,0,0,1,1,119,71,7,41,71,70,1,1,1,1,1,34,146,153,72,2,0,0,0,0,,,,2.0,5.0,domestic_tight,16
57,0,0,0,1,0,1,118,71,7,40,71,70,1,1,1,1,1,35,146,153,71,1,0,0,0,0,,,,2.0,5.0,domestic_tight,16
58,0,0,0,0,1,1,117,70,7,40,70,69,1,1,1,1,1,36,146,153,71,1,0,0,0,0,,,,1.0,4.0,domestic_tight,16
59,0,1,1,1,0,0,116,69,6,41,69,69,0,0,1,1,1,37,147,153,70,2,1,1,0,0,1.0,0.0,0.0,2.0,2.0,domestic_tight,16
60,0,0,0,1,0,1,116,69,6,41,69,69,0,0,0,0,0,37,147,153,69,1,0,0,0,0,,,,3.0,2.0,domestic_tight,16
61,0,0,0,0,0,0,116,68,6,42,68,68,0,0,0,0,0,37,147,153,69,1,0,0,0,0,,,,3.0,2.0,domestic_tight,16
62,0,0,0,0,0,0,116,68,6,42,68,67,1,1,0,0,0,37,147,153,68,0,0,0,0,0,,,,3.0,1.0,domestic_tight,16
63,0,0,0,0,1,1,115,67,6,42,67,66,1,1,1,1,1,38,147,153,68,0,0,0,0,0,,,,2.0,2.0,domestic_tight,16
64,0,0,0,0,0,0,114,66,6,42,66,65,1,1,1,1,1,39,147,153,67,1,0,0,0,0,,,,2.0,1.0,domestic_tight,16
65,0,2,2,2,0,0,114,66,4,44,66,66,0,0,0,1,0,39,149,153,66,1,2,2,0,0,1.0,0.0,0.0,3.0,1.0,domestic_tight,16
0,16,2,2,2,0,0,16,2,14,0,2,2,0,0,0,0,0,0,2,16,0,0,2,2,0,0,1.0,0.0,0.0,2.0,0.0,customer_tight,16
1,0,4,4,2,2,0,16,6,10,0,4,4,0,0,0,2,0,0,6,16,2,0,4,2,2,0,0.5,0.5,0.0,4.0,2.0,customer_tight,16
2,0,4,4,3,1,0,16,9,6,1,6,5,1,1,0,3,0,0,10,16,4,2,4,3,1,0,0.75,0.25,0.0,7.0,3.0,customer_tight,16
3,0,3,3,3,1,1,15,12,3,0,8,6,2,2,1,4,1,1,13,16,7,3,3,3,0,0,1.0,0.0,0.0,10.0,4.0,customer_tight,16
4,0,0,0,0,0,0,13,5,3,5,3,3,0,0,2,2,2,3,13,16,8,4,0,0,0,0,,,,10.0,4.0,customer_tight,16
5,0,0,0,1,1,2,12,4,3,5,2,1,1,1,0,2,1,4,13,16,6,2,0,0,0,0,,,,11.0,5.0,customer_tight,16
6,13,3,3,3,0,0,23,5,13,5,4,4,0,0,1,1,2,6,16,29,4,2,3,3,0,0,1.0,0.0,0.0,12.0,5.0,customer_tight,16
7,0,3,3,1,2,0,23,8,10,5,5,4,1,1,0,3,0,6,19,29,4,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,11.0,5.0,customer_tight,16
8,0,3,3,3,1,0,22,9,7,6,7,4,3,3,1,3,1,7,22,29,5,3,3,2,0,1,0.6666666666666666,0.0,0.3333333333333333,11.0,5.0,customer_tight,16
9,0,4,4,3,1,0,19,9,3,7,7,6,1,1,3,3,3,10,26,29,7,3,4,3,1,0,0.75,0.25,0.0,11.0,5.0,customer_tight,16
10,0,1,1,2,0,1,17,8,2,7,7,5,2,2,1,1,2,12,27,29,7,4,1,1,0,0,1.0,0.0,0.0,13.0,5.0,customer_tight,16
11,0,0,0,0,0,0,16,2,2,12,2,2,0,0,1,0,1,13,27,29,8,2,0,0,0,0,,,,12.0,4.0,customer_tight,16
12,16,1,1,1,3,3,32,5,17,10,2,1,1,1,0,3,0,13,28,45,5,1,1,0,1,0,0.0,1.0,0.0,10.0,7.0,customer_tight,16
13,0,3,3,1,2,0,31,7,14,10,2,2,0,0,1,5,1,14,31,45,3,3,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,10.0,7.0,customer_tight,16
14,0,4,4,2,3,0,31,10,10,11,3,3,0,0,0,8,0,14,35,45,2,5,4,1,2,1,0.25,0.5,0.25,9.0,9.0,customer_tight,16
15,0,4,4,3,1,0,29,8,6,15,5,5,0,0,0,4,2,16,39,45,4,8,4,3,1,0,0.75,0.25,0.0,9.0,9.0,customer_tight,16
16,0,0,0,2,0,2,29,7,6,16,6,5,1,1,0,1,0,16,39,45,6,6,0,0,0,0,,,,9.0,9.0,customer_tight,16
17,0,0,0,1,0,1,28,4,6,18,4,3,1,1,1,0,1,17,39,45,7,4,0,0,0,0,,,,10.0,9.0,customer_tight,16
18,24,11,11,9,2,0,51,12,19,20,10,10,0,0,1,2,1,18,50,69,6,1,11,9,2,0,0.8181818181818182,0.18181818181818182,0.0,18.0,8.0,customer_tight,16
19,0,7,7,5,2,0,51,19,12,20,15,14,1,1,0,4,0,18,57,69,12,2,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,22.0,8.0,customer_tight,16
20,0,1,1,0,1,0,50,14,11,25,10,8,2,2,1,4,1,19,58,69,15,4,1,0,1,0,0.0,1.0,0.0,20.0,6.0,customer_tight,16
21,0,2,2,3,1,2,47,10,9,28,7,5,2,2,2,3,3,22,60,69,14,5,2,2,0,0,1.0,0.0,0.0,20.0,6.0,customer_tight,16
22,0,1,1,0,2,1,44,8,8,28,4,3,1,1,2,4,3,25,61,69,9,4,1,0,1,0,0.0,1.0,0.0,18.0,8.0,customer_tight,16
23,0,1,1,1,1,1,42,5,7,30,2,1,1,1,1,3,2,27,62,69,4,4,1,1,0,0,1.0,0.0,0.0,18.0,9.0,customer_tight,16
24,23,2,2,2,1,1,64,6,28,30,3,3,0,0,1,3,1,28,64,92,4,4,2,2,0,0,1.0,0.0,0.0,11.0,8.0,customer_tight,16
25,0,8,8,7,2,1,64,12,20,32,9,9,0,0,0,3,0,28,72,92,3,4,8,6,2,0,0.75,0.25,0.0,13.0,8.0,customer_tight,16
26,0,4,4,3,1,0,64,14,16,34,11,10,1,1,0,3,0,28,76,92,10,4,4,3,1,0,0.75,0.25,0.0,16.0,8.0,customer_tight,16
27,0,5,5,3,3,1,63,14,11,38,10,7,3,3,1,4,1,29,81,92,12,4,5,3,2,0,0.6,0.4,0.0,16.0,10.0,customer_tight,16
28,0,0,0,1,0,1,60,9,11,40,6,4,2,2,3,3,3,32,81,92,13,6,0,0,0,0,,,,17.0,8.0,customer_tight,16
29,0,0,0,0,0,0,58,3,11,44,2,1,1,1,2,1,2,34,81,92,7,4,0,0,0,0,,,,16.0,7.0,customer_tight,16
30,19,2,2,3,1,2,76,6,28,42,4,3,1,1,1,2,1,35,83,111,4,3,2,2,0,0,1.0,0.0,0.0,17.0,7.0,customer_tight,16
31,0,4,4,4,0,0,74,8,24,42,7,7,0,0,1,1,2,37,87,111,4,2,4,4,0,0,1.0,0.0,0.0,14.0,5.0,customer_tight,16
32,0,5,5,4,1,0,74,10,19,45,9,8,1,1,0,1,0,37,92,111,7,1,5,4,1,0,0.8,0.2,0.0,15.0,5.0,customer_tight,16
33,0,5,5,5,1,1,73,14,14,45,12,9,3,3,1,2,1,38,97,111,11,2,5,4,1,0,0.8,0.2,0.0,17.0,3.0,customer_tight,16
34,0,4,4,2,2,0,70,11,10,49,7,7,0,0,3,4,3,41,101,111,13,2,4,2,2,0,0.5,0.5,0.0,18.0,5.0,customer_tight,16
35,0,1,1,1,1,1,70,9,9,52,6,3,3,3,0,3,0,41,102,111,11,4,1,1,0,0,1.0,0.0,0.0,19.0,6.0,customer_tight,16
36,19,4,4,3,4,3,86,11,24,51,4,4,0,0,3,7,3,44,106,130,8,4,4,2,2,0,0.5,0.5,0.0,19.0,9.0,customer_tight,16
37,0,4,4,3,1,0,86,12,20,54,6,6,0,0,0,6,0,44,110,130,6,7,4,3,1,0,0.75,0.25,0.0,18.0,10.0,customer_tight,16
38,0,4,4,2,2,0,85,12,16,57,7,5,2,2,0,5,1,45,114,130,7,6,4,2,2,0,0.5,0.5,0.0,16.0,11.0,customer_tight,16
39,0,5,5,4,2,1,84,11,11,62,7,6,1,1,1,4,1,46,119,130,8,7,5,3,2,0,0.6,0.4,0.0,15.0,12.0,customer_tight,16
40,0,2,2,3,0,1,83,11,9,63,8,7,1,1,1,3,1,47,121,130,9,5,2,2,0,0,1.0,0.0,0.0,16.0,10.0,customer_tight,16
41,0,1,1,1,0,0,83,8,8,67,6,4,2,2,0,2,0,47,122,130,9,4,1,1,0,0,1.0,0.0,0.0,16.0,9.0,customer_tight,16
42,23,11,11,9,3,1,102,16,20,66,13,10,3,3,2,3,4,51,133,153,8,2,11,8,3,0,0.7272727272727273,0.2727272727272727,0.0,22.0,8.0,customer_tight,16
43,0,3,3,3,1,1,100,16,17,67,12,12,0,0,2,4,2,53,136,153,13,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,22.0,8.0,customer_tight,16
44,0,4,4,3,1,0,100,16,13,71,13,9,4,4,0,3,0,53,140,153,13,4,4,3,1,0,0.75,0.25,0.0,23.0,7.0,customer_tight,16
45,0,1,1,3,1,3,96,10,12,74,7,6,1,1,4,3,4,57,141,153,15,5,1,1,0,0,1.0,0.0,0.0,22.0,6.0,customer_tight,16
46,0,1,1,4,0,3,94,9,11,74,7,7,0,0,1,2,2,59,142,153,10,4,1,1,0,0,1.0,0.0,0.0,23.0,6.0,customer_tight,16
47,0,0,0,1,1,2,94,6,11,77,5,5,0,0,0,1,0,59,142,153,10,2,0,0,0,0,,,,23.0,7.0,customer_tight,16
48,0,0,0,1,1,2,94,7,11,76,5,2,3,3,0,2,0,59,142,153,8,2,0,0,0,0,,,,15.0,5.0,customer_tight,16
49,0,0,0,0,0,0,91,2,11,78,1,1,0,0,3,1,3,62,142,153,6,2,0,0,0,0,,,,12.0,4.0,customer_tight,16
50,0,1,1,1,0,0,91,1,10,80,1,1,0,0,0,0,0,62,143,153,2,2,1,1,0,0,1.0,0.0,0.0,10.0,3.0,customer_tight,16
51,0,1,1,2,0,1,91,3,9,79,3,3,0,0,0,0,0,62,144,153,2,1,1,1,0,0,1.0,0.0,0.0,9.0,2.0,customer_tight,16
52,0,0,0,0,0,0,91,3,9,79,3,2,1,1,0,0,0,62,144,153,3,0,0,0,0,0,,,,5.0,2.0,customer_tight,16
53,0,0,0,0,0,0,90,1,9,80,1,0,1,1,1,0,1,63,144,153,3,0,0,0,0,0,,,,4.0,1.0,customer_tight,16
54,0,0,0,0,0,0,89,0,9,80,0,0,0,0,1,0,1,64,144,153,2,0,0,0,0,0,,,,3.0,0.0,customer_tight,16
55,0,0,0,0,0,0,89,0,9,80,0,0,0,0,0,0,0,64,144,153,0,0,0,0,0,0,,,,3.0,0.0,customer_tight,16
56,0,0,0,0,0,0,89,0,9,80,0,0,0,0,0,0,0,64,144,153,0,0,0,0,0,0,,,,2.0,0.0,customer_tight,16
57,0,1,1,0,1,0,89,1,8,80,0,0,0,0,0,1,0,64,145,153,0,0,1,0,1,0,0.0,1.0,0.0,0.0,1.0,customer_tight,16
58,0,1,1,0,1,0,89,2,7,80,0,0,0,0,0,2,0,64,146,153,0,1,1,0,1,0,0.0,1.0,0.0,0.0,2.0,customer_tight,16
59,0,1,1,0,1,0,89,3,6,80,0,0,0,0,0,3,0,64,147,153,0,2,1,0,1,0,0.0,1.0,0.0,0.0,3.0,customer_tight,16
60,0,0,0,1,0,1,89,2,6,81,1,1,0,0,0,1,0,64,147,153,0,3,0,0,0,0,,,,1.0,3.0,customer_tight,16
61,0,0,0,0,0,0,89,1,6,82,1,1,0,0,0,0,0,64,147,153,1,2,0,0,0,0,,,,1.0,3.0,customer_tight,16
62,0,0,0,0,0,0,89,0,6,83,0,0,0,0,0,0,0,64,147,153,1,1,0,0,0,0,,,,1.0,3.0,customer_tight,16
63,0,0,0,0,0,0,89,0,6,83,0,0,0,0,0,0,0,64,147,153,1,0,0,0,0,0,,,,1.0,2.0,customer_tight,16
64,0,1,1,2,0,1,89,2,5,82,2,2,0,0,0,0,0,64,148,153,0,0,1,1,0,0,1.0,0.0,0.0,3.0,1.0,customer_tight,16
65,0,0,0,0,0,0,89,2,5,82,2,2,0,0,0,0,0,64,148,153,2,0,0,0,0,0,,,,3.0,0.0,customer_tight,16
0,16,2,2,2,0,0,16,2,14,0,2,2,0,0,0,0,0,0,2,16,0,0,2,2,0,0,1.0,0.0,0.0,2.0,0.0,cost_low,16
1,0,4,4,1,3,0,16,6,10,0,3,3,0,0,0,3,0,0,6,16,2,0,4,1,3,0,0.25,0.75,0.0,3.0,3.0,cost_low,16
2,0,4,4,3,1,0,16,9,6,1,5,4,1,1,0,4,0,0,10,16,3,3,4,3,1,0,0.75,0.25,0.0,6.0,4.0,cost_low,16
3,0,4,4,4,1,1,15,13,2,0,8,7,1,1,1,5,1,1,14,16,6,4,4,4,0,0,1.0,0.0,0.0,10.0,5.0,cost_low,16
4,0,0,0,0,0,0,14,6,2,6,4,4,0,0,1,2,1,2,14,16,8,5,0,0,0,0,,,,10.0,5.0,cost_low,16
5,0,0,0,2,1,3,13,6,2,5,4,2,2,2,0,2,1,3,14,16,7,2,0,0,0,0,,,,12.0,6.0,cost_low,16
6,13,3,3,3,0,0,24,6,12,6,5,5,0,0,1,1,2,5,17,29,6,2,3,3,0,0,1.0,0.0,0.0,13.0,6.0,cost_low,16
7,0,3,3,1,2,0,24,8,9,7,5,4,1,1,0,3,0,5,20,29,5,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,13.0,5.0,cost_low,16
8,0,3,3,3,1,0,23,9,6,8,7,4,3,3,1,3,1,6,23,29,6,3,3,2,0,1,0.6666666666666666,0.0,0.3333333333333333,13.0,5.0,cost_low,16
9,0,4,4,4,1,0,20,9,2,9,8,7,1,1,3,3,3,9,27,29,7,3,4,3,0,1,0.75,0.0,0.25,13.0,5.0,cost_low,16
10,0,0,0,2,0,2,18,7,2,9,7,5,2,2,1,1,2,11,27,29,8,4,0,0,0,0,,,,15.0,5.0,cost_low,16
11,0,0,0,0,0,0,17,1,2,14,1,1,0,0,1,0,1,12,27,29,9,2,0,0,0,0,,,,13.0,4.0,cost_low,16
12,16,1,1,0,3,2,33,4,17,12,1,0,1,1,0,3,0,12,28,45,6,1,1,0,1,0,0.0,1.0,0.0,10.0,7.0,cost_low,16
13,0,3,3,1,2,0,32,6,14,12,1,1,0,0,1,5,1,13,31,45,2,3,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,10.0,7.0,cost_low,16
14,0,4,4,2,3,0,32,9,10,13,3,3,0,0,0,7,0,13,35,45,1,5,4,1,2,1,0.25,0.5,0.25,9.0,9.0,cost_low,16
15,0,5,5,3,2,0,30,9,5,16,5,5,0,0,0,5,2,15,40,45,3,8,5,3,2,0,0.6,0.4,0.0,8.0,10.0,cost_low,16
16,0,0,0,2,0,2,30,8,5,17,6,5,1,1,0,2,0,15,40,45,6,7,0,0,0,0,,,,8.0,10.0,cost_low,16
17,0,0,0,0,1,1,29,4,5,20,3,2,1,1,1,1,1,16,40,45,7,5,0,0,0,0,,,,8.0,11.0,cost_low,16
18,24,12,12,10,3,1,52,14,17,21,10,10,0,0,1,4,1,17,52,69,5,3,12,9,3,0,0.75,0.25,0.0,18.0,11.0,cost_low,16
19,0,7,7,3,4,0,52,21,10,21,13,13,0,0,0,8,0,17,59,69,12,4,7,3,4,0,0.42857142857142855,0.5714285714285714,0.0,20.0,13.0,cost_low,16
20,0,2,2,1,1,0,52,17,8,27,10,8,2,2,0,7,0,17,61,69,13,8,2,1,1,0,0.5,0.5,0.0,19.0,11.0,cost_low,16
21,0,2,2,2,1,1,48,10,6,32,6,4,2,2,2,4,4,21,63,69,14,8,2,2,0,0,1.0,0.0,0.0,18.0,10.0,cost_low,16
22,0,1,1,2,1,2,45,8,5,32,5,4,1,1,2,3,3,24,64,69,8,6,1,1,0,0,1.0,0.0,0.0,18.0,11.0,cost_low,16
23,0,1,1,2,0,1,44,6,4,34,5,4,1,1,0,1,1,25,65,69,5,3,1,1,0,0,1.0,0.0,0.0,20.0,10.0,cost_low,16
24,23,3,3,2,2,1,66,8,24,34,5,4,1,1,1,3,1,26,68,92,6,2,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,12.0,9.0,cost_low,16
25,0,8,8,6,3,1,65,14,16,35,9,8,1,1,1,5,1,27,76,92,6,3,8,5,3,0,0.625,0.375,0.0,15.0,8.0,cost_low,16
26,0,6,6,5,1,0,64,16,10,38,12,11,1,1,1,4,1,28,82,92,10,5,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,19.0,8.0,cost_low,16
27,0,5,5,2,4,1,63,15,5,43,9,7,2,2,1,6,1,29,87,92,13,6,5,2,3,0,0.4,0.6,0.0,19.0,11.0,cost_low,16
28,0,0,0,2,1,3,61,12,5,44,7,4,3,3,2,5,2,31,87,92,13,8,0,0,0,0,,,,19.0,11.0,cost_low,16
29,0,0,0,0,0,0,58,6,5,47,3,2,1,1,3,3,3,34,87,92,9,6,0,0,0,0,,,,17.0,11.0,cost_low,16
30,19,2,2,3,1,2,75,6,22,47,5,3,2,2,1,1,2,36,89,111,4,5,2,2,0,0,1.0,0.0,0.0,18.0,10.0,cost_low,16
31,0,4,4,4,0,0,74,8,18,48,7,7,0,0,1,1,1,37,93,111,5,2,4,4,0,0,1.0,0.0,0.0,16.0,7.0,cost_low,16
32,0,5,5,4,1,0,74,10,13,51,9,8,1,1,0,1,0,37,98,111,7,1,5,4,1,0,0.8,0.2,0.0,15.0,7.0,cost_low,16
33,0,6,6,3,4,0,73,14,7,52,10,7,3,3,1,5,1,38,104,111,11,2,6,2,3,1,0.3333333333333333,0.5,0.16666666666666666,16.0,7.0,cost_low,16
34,0,1,1,1,0,0,70,8,6,56,4,4,0,0,3,5,3,41,105,111,11,5,1,1,0,0,1.0,0.0,0.0,15.0,6.0,cost_low,16
35,0,0,0,1,1,2,70,5,6,59,3,2,1,1,0,2,0,41,105,111,8,5,0,0,0,0,,,,16.0,7.0,cost_low,16
36,19,4,4,4,3,3,87,9,21,57,5,5,0,0,1,4,2,43,109,130,5,5,4,2,2,0,0.5,0.5,0.0,17.0,9.0,cost_low,16
37,0,5,5,4,1,0,87,13,16,58,8,8,0,0,0,5,0,43,114,130,6,4,5,4,1,0,0.8,0.2,0.0,17.0,10.0,cost_low,16
38,0,5,5,3,2,0,86,13,11,62,9,7,2,2,0,4,1,44,119,130,9,5,5,3,2,0,0.6,0.4,0.0,16.0,11.0,cost_low,16
39,0,4,4,4,2,2,85,12,7,66,8,7,1,1,1,4,1,45,123,130,11,6,4,2,2,0,0.5,0.5,0.0,17.0,9.0,cost_low,16
40,0,0,0,1,0,1,84,9,7,68,6,5,1,1,1,3,1,46,123,130,11,5,0,0,0,0,,,,17.0,9.0,cost_low,16
41,0,0,0,1,0,1,84,6,7,71,4,2,2,2,0,2,0,46,123,130,8,4,0,0,0,0,,,,17.0,8.0,cost_low,16
42,23,10,10,8,3,1,103,13,20,70,10,9,1,1,2,3,4,50,133,153,6,2,10,7,3,0,0.7,0.3,0.0,21.0,8.0,cost_low,16
43,0,3,3,2,1,0,103,15,17,71,11,10,1,1,0,4,0,50,136,153,10,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,19.0,8.0,cost_low,16
44,0,8,8,8,1,0,102,16,9,77,15,12,3,3,1,2,1,51,144,153,11,4,8,7,0,1,0.875,0.0,0.125,24.0,7.0,cost_low,16
45,0,1,1,5,2,6,99,16,8,75,14,13,1,1,3,3,3,54,145,153,18,5,1,1,0,0,1.0,0.0,0.0,25.0,7.0,cost_low,16
46,0,2,2,6,1,5,98,17,6,75,13,13,0,0,1,4,1,55,147,153,16,4,2,2,0,0,1.0,0.0,0.0,30.0,8.0,cost_low,16
47,0,0,0,1,0,1,98,12,6,80,9,8,1,1,0,3,0,55,147,153,19,4,0,0,0,0,,,,30.0,8.0,cost_low,16
48,0,1,1,0,1,0,95,7,5,83,5,2,3,3,1,2,3,58,148,153,13,3,1,0,1,0,0.0,1.0,0.0,22.0,6.0,cost_low,16
49,0,1,1,1,1,1,93,3,4,86,1,1,0,0,2,2,2,60,149,153,8,2,1,1,0,0,1.0,0.0,0.0,21.0,6.0,cost_low,16
50,0,0,0,0,0,0,93,2,4,87,1,1,0,0,0,1,0,60,149,153,2,2,0,0,0,0,,,,13.0,5.0,cost_low,16
51,0,0,0,1,0,1,93,2,4,87,1,1,0,0,0,1,0,60,149,153,1,2,0,0,0,0,,,,9.0,3.0,cost_low,16
52,0,0,0,0,0,0,92,1,4,87,1,1,0,0,0,0,1,61,149,153,2,1,0,0,0,0,,,,3.0,2.0,cost_low,16
53,0,0,0,0,0,0,92,1,4,87,1,0,1,1,0,0,0,61,149,153,1,0,0,0,0,0,,,,2.0,2.0,cost_low,16
54,0,0,0,0,0,0,91,0,4,87,0,0,0,0,1,0,1,62,149,153,1,0,0,0,0,0,,,,2.0,1.0,cost_low,16
55,0,0,0,0,0,0,91,0,4,87,0,0,0,0,0,0,0,62,149,153,0,0,0,0,0,0,,,,1.0,0.0,cost_low,16
56,0,0,0,1,0,1,91,1,4,86,1,1,0,0,0,0,0,62,149,153,0,0,0,0,0,0,,,,2.0,0.0,cost_low,16
57,0,0,0,0,1,1,91,2,4,85,1,1,0,0,0,1,0,62,149,153,1,0,0,0,0,0,,,,1.0,1.0,cost_low,16
58,0,0,0,1,0,1,91,2,4,85,1,1,0,0,0,1,0,62,149,153,1,1,0,0,0,0,,,,2.0,1.0,cost_low,16
59,0,0,0,0,0,0,91,2,4,85,1,1,0,0,0,1,0,62,149,153,2,1,0,0,0,0,,,,2.0,1.0,cost_low,16
60,0,0,0,0,0,0,91,1,4,86,1,0,1,1,0,0,0,62,149,153,1,1,0,0,0,0,,,,2.0,1.0,cost_low,16
61,0,0,0,0,0,0,90,0,4,86,0,0,0,0,1,0,1,63,149,153,1,0,0,0,0,0,,,,2.0,1.0,cost_low,16
62,0,0,0,0,0,0,90,0,4,86,0,0,0,0,0,0,0,63,149,153,0,0,0,0,0,0,,,,1.0,1.0,cost_low,16
63,0,1,1,0,1,0,90,1,3,86,0,0,0,0,0,1,0,63,150,153,0,0,1,0,1,0,0.0,1.0,0.0,1.0,1.0,cost_low,16
64,0,0,0,0,0,0,90,1,3,86,0,0,0,0,0,1,0,63,150,153,0,1,0,0,0,0,,,,0.0,1.0,cost_low,16
65,0,0,0,0,0,0,90,0,3,87,0,0,0,0,0,0,0,63,150,153,0,1,0,0,0,0,,,,0.0,1.0,cost_low,16
0,16,2,2,2,0,0,16,2,14,0,2,2,0,0,0,0,0,0,2,16,0,0,2,2,0,0,1.0,0.0,0.0,2.0,0.0,cost_high,16
1,0,4,4,2,2,0,16,6,10,0,4,4,0,0,0,2,0,0,6,16,2,0,4,2,2,0,0.5,0.5,0.0,4.0,2.0,cost_high,16
2,0,4,4,3,1,0,16,9,6,1,6,5,1,1,0,3,0,0,10,16,4,2,4,3,1,0,0.75,0.25,0.0,7.0,3.0,cost_high,16
3,0,3,3,3,1,1,15,12,3,0,8,6,2,2,1,4,1,1,13,16,7,3,3,3,0,0,1.0,0.0,0.0,10.0,4.0,cost_high,16
4,0,0,0,0,0,0,13,5,3,5,3,3,0,0,2,2,2,3,13,16,8,4,0,0,0,0,,,,10.0,4.0,cost_high,16
5,0,0,0,1,0,1,12,3,3,6,2,1,1,1,0,1,1,4,13,16,6,2,0,0,0,0,,,,11.0,4.0,cost_high,16
6,13,3,3,3,1,1,23,5,13,5,4,4,0,0,1,1,2,6,16,29,4,1,3,3,0,0,1.0,0.0,0.0,12.0,5.0,cost_high,16
7,0,3,3,1,2,0,23,8,10,5,5,4,1,1,0,3,0,6,19,29,4,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,11.0,5.0,cost_high,16
8,0,3,3,2,1,0,22,10,7,5,6,3,3,3,1,4,1,7,22,29,5,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,10.0,5.0,cost_high,16
9,0,3,3,2,1,0,19,8,4,7,5,4,1,1,3,3,3,10,25,29,6,4,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,9.0,5.0,cost_high,16
10,0,1,1,2,0,1,17,7,3,7,6,4,2,2,1,1,2,12,26,29,5,4,1,1,0,0,1.0,0.0,0.0,11.0,5.0,cost_high,16
11,0,0,0,1,0,1,16,3,3,10,3,3,0,0,1,0,1,13,26,29,6,2,0,0,0,0,,,,11.0,5.0,cost_high,16
12,16,0,0,1,1,2,32,4,19,9,3,2,1,1,0,1,0,13,26,45,5,1,0,0,0,0,,,,9.0,5.0,cost_high,16
13,0,3,3,1,2,0,31,5,16,10,2,2,0,0,1,3,1,14,29,45,4,1,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,9.0,5.0,cost_high,16
14,0,4,4,2,2,0,31,7,12,12,3,3,0,0,0,4,0,14,33,45,3,3,4,2,2,0,0.5,0.5,0.0,9.0,6.0,cost_high,16
15,0,4,4,3,1,0,31,8,8,15,5,5,0,0,0,3,0,14,37,45,4,5,4,3,1,0,0.75,0.25,0.0,10.0,6.0,cost_high,16
16,0,0,0,2,0,2,31,7,8,16,6,5,1,1,0,1,0,14,37,45,6,5,0,0,0,0,,,,10.0,6.0,cost_high,16
17,0,0,0,1,0,1,30,4,8,18,4,3,1,1,1,0,1,15,37,45,7,3,0,0,0,0,,,,10.0,6.0,cost_high,16
18,24,10,10,8,2,0,53,11,22,20,9,9,0,0,1,2,1,16,47,69,6,1,10,8,2,0,0.8,0.2,0.0,17.0,7.0,cost_high,16
19,0,6,6,4,2,0,53,17,16,20,13,12,1,1,0,4,0,16,53,69,11,2,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,20.0,7.0,cost_high,16
20,0,1,1,0,1,0,52,12,15,25,8,6,2,2,1,4,1,17,54,69,13,4,1,0,1,0,0.0,1.0,0.0,18.0,6.0,cost_high,16
21,0,2,2,2,0,0,49,6,13,30,4,2,2,2,2,2,3,20,56,69,12,5,2,2,0,0,1.0,0.0,0.0,17.0,5.0,cost_high,16
22,0,0,0,0,1,1,46,4,13,29,2,2,0,0,2,2,3,23,56,69,7,3,0,0,0,0,,,,15.0,6.0,cost_high,16
