time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,potential,blocked,prevented,knowledge_share,mean_prevention,occupied,archived_this_round,scenario,seed
95,2,3,3,3,1,1,96,5,2,36,4,4,0,0,1,1,1,66,103,162,7,1,3,1,0,1.0,0.0,42,1,information_r0.6_f0,1
96,1,0,0,1,1,2,97,6,3,34,4,4,0,0,0,2,0,66,103,163,7,1,2,1,0,1.0,0.0,42,1,information_r0.6_f0,1
97,1,1,1,1,0,0,98,5,3,35,3,2,1,1,0,2,0,66,103,164,5,2,1,0,0,1.0,0.0,42,1,information_r0.6_f0,1
98,4,4,4,0,4,0,100,5,3,37,1,1,0,0,1,4,2,68,103,168,5,2,6,2,0,1.0,0.0,43,0,information_r0.6_f0,1
99,3,3,3,3,1,1,103,8,3,35,3,3,0,0,0,5,0,68,105,171,2,5,3,0,0,1.0,0.0,43,2,information_r0.6_f0,1
100,1,1,1,1,0,0,104,6,3,36,4,4,0,0,0,2,0,68,105,172,4,5,1,0,0,1.0,0.0,44,2,information_r0.6_f0,1
101,0,0,0,0,0,0,104,3,3,38,3,1,2,2,0,0,0,68,105,172,4,5,1,1,0,1.0,0.0,44,1,information_r0.6_f0,1
102,1,1,1,2,1,2,103,4,3,36,3,2,1,1,2,1,2,70,106,173,4,1,1,0,0,1.0,0.0,44,0,information_r0.6_f0,1
103,2,2,2,2,0,0,104,5,3,36,4,4,0,0,1,1,1,71,107,175,3,1,2,0,0,1.0,0.0,43,0,information_r0.6_f0,1
104,2,2,2,2,0,0,106,5,3,38,5,4,1,1,0,0,0,71,107,177,4,1,3,1,0,1.0,0.0,44,0,information_r0.6_f0,1
105,1,1,1,0,1,0,106,4,3,39,3,2,1,1,1,1,1,72,107,178,6,1,2,1,0,1.0,0.0,46,0,information_r0.6_f0,1
106,1,1,1,2,0,1,106,4,3,39,3,2,1,1,1,1,1,73,107,179,4,1,2,1,0,1.0,0.0,46,0,information_r0.6_f0,1
107,0,0,0,0,1,1,105,3,3,38,2,2,0,0,1,1,1,74,107,179,4,1,0,0,0,1.0,0.0,45,1,information_r0.6_f0,1
108,0,1,1,3,0,2,105,5,2,37,4,3,1,1,0,1,0,74,108,179,2,2,0,0,0,1.0,0.0,44,0,information_r0.6_f0,1
109,2,2,2,0,2,0,106,6,2,37,3,3,0,0,1,3,1,75,109,181,5,1,2,0,0,1.0,0.0,44,0,information_r0.6_f0,1
110,0,0,0,0,1,1,106,5,2,37,2,0,2,2,0,3,0,75,109,181,3,3,0,0,0,1.0,0.0,44,1,information_r0.6_f0,1
111,0,1,1,0,1,0,104,4,1,37,0,0,0,0,2,4,2,77,109,181,3,3,2,2,0,1.0,0.0,44,0,information_r0.6_f0,1
112,3,3,3,3,0,0,106,5,1,37,3,3,0,0,0,2,1,78,109,184,0,4,4,1,0,1.0,0.0,41,1,information_r0.6_f0,1
113,1,0,0,2,0,2,107,6,2,35,5,5,0,0,0,1,0,78,109,185,3,2,2,1,0,1.0,0.0,42,1,information_r0.6_f0,1
114,0,0,0,0,0,0,106,2,2,36,2,2,0,0,0,0,1,79,109,185,5,1,1,1,0,1.0,0.0,41,2,information_r0.6_f0,1
115,1,0,0,0,0,0,107,0,3,36,0,0,0,0,0,0,0,79,109,186,5,0,2,1,0,1.0,0.0,38,2,information_r0.6_f0,1
116,0,0,0,0,0,0,107,0,3,34,0,0,0,0,0,0,0,79,109,186,2,0,0,0,0,1.0,0.0,37,2,information_r0.6_f0,1
117,0,0,0,1,0,1,107,1,3,32,1,1,0,0,0,0,0,79,109,186,0,0,0,0,0,1.0,0.0,36,1,information_r0.6_f0,1
118,1,2,2,2,0,0,108,3,2,32,3,3,0,0,0,0,0,79,109,187,1,0,2,1,0,1.0,0.0,36,0,information_r0.6_f0,1
119,4,3,3,0,3,0,112,5,3,31,2,2,0,0,0,3,0,79,111,191,3,0,5,1,0,1.0,0.0,35,2,information_r0.6_f0,1
120,0,0,0,0,1,1,112,4,3,32,0,0,0,0,0,4,0,79,111,191,3,3,0,0,0,1.0,0.0,39,0,information_r0.6_f0,1
121,0,0,0,0,0,0,112,4,3,32,0,0,0,0,0,4,0,79,111,191,2,4,1,1,0,1.0,0.0,39,0,information_r0.6_f0,1
122,3,3,3,1,2,0,114,4,3,34,1,1,0,0,0,3,1,80,111,194,0,4,4,1,0,1.0,0.0,39,0,information_r0.6_f0,1
123,0,0,0,1,1,2,113,5,3,32,2,2,0,0,0,3,1,81,111,194,1,3,0,0,0,1.0,0.0,41,0,information_r0.6_f0,1
124,2,2,2,0,3,1,115,7,3,30,2,1,1,1,0,5,0,81,112,196,2,3,5,3,0,1.0,0.0,38,2,information_r0.6_f0,1
125,1,2,2,2,1,1,114,7,2,30,2,2,0,0,1,5,2,83,113,197,2,6,1,0,0,1.0,0.0,40,0,information_r0.6_f0,1
126,1,1,1,0,1,0,114,5,2,32,2,2,0,0,0,3,1,84,114,198,3,5,1,0,0,1.0,0.0,39,0,information_r0.6_f0,1
127,0,0,0,1,0,1,113,3,2,33,1,1,0,0,0,2,1,85,114,198,2,5,1,1,0,1.0,0.0,39,0,information_r0.6_f0,1
128,3,3,3,2,2,1,115,6,2,31,3,3,0,0,0,3,1,86,114,201,3,2,3,0,0,1.0,0.0,37,1,information_r0.6_f0,1
129,2,1,1,2,1,2,117,8,3,29,5,4,1,1,0,3,0,86,114,203,3,3,2,0,0,1.0,0.0,38,1,information_r0.6_f0,1
130,2,2,2,1,1,0,118,7,3,31,4,3,1,1,1,3,1,87,114,205,5,3,2,0,0,1.0,0.0,40,0,information_r0.6_f0,1
131,3,2,2,1,2,0,119,5,4,33,3,2,1,1,1,3,2,89,114,208,5,4,3,0,0,1.0,0.0,41,0,information_r0.6_f0,1
132,5,6,6,2,6,2,123,10,3,31,3,3,0,0,1,8,1,90,114,213,4,4,6,1,0,1.0,0.0,40,2,information_r0.6_f0,1
133,1,1,1,2,0,1,124,11,3,30,4,4,0,0,0,7,0,90,114,214,4,9,2,1,0,1.0,0.0,43,1,information_r0.6_f0,1
134,1,1,1,0,1,0,124,7,3,32,3,2,1,1,0,4,1,91,114,215,5,8,2,1,0,1.0,0.0,42,2,information_r0.6_f0,1
135,1,1,1,0,1,0,124,3,3,35,1,0,1,1,0,2,1,92,114,216,4,7,2,1,0,1.0,0.0,41,1,information_r0.6_f0,1
136,2,2,2,1,2,1,125,5,3,34,1,1,0,0,1,4,1,93,114,218,2,2,4,2,0,1.0,0.0,41,0,information_r0.6_f0,1
137,2,2,2,1,1,0,127,5,3,36,2,2,0,0,0,3,0,93,114,220,1,4,5,3,0,1.0,0.0,42,0,information_r0.6_f0,1
138,5,5,5,7,0,2,132,10,2,34,8,8,0,0,0,2,0,93,114,225,2,4,5,0,0,1.0,0.0,41,3,information_r0.6_f0,1
139,0,1,1,3,0,2,131,11,1,33,10,10,0,0,0,1,1,94,114,225,9,3,0,0,0,1.0,0.0,46,0,information_r0.6_f0,1
140,0,0,0,0,0,0,131,9,1,33,9,7,2,2,0,0,0,94,114,225,11,1,2,2,0,1.0,0.0,43,2,information_r0.6_f0,1
141,0,0,0,1,1,2,129,7,1,31,6,5,1,1,2,1,2,96,114,225,10,0,1,1,0,1.0,0.0,41,2,information_r0.6_f0,1
142,3,3,3,2,2,1,131,9,1,30,6,4,2,2,1,3,1,97,114,228,6,1,3,0,0,1.0,0.0,38,1,information_r0.6_f0,1
143,2,1,1,0,1,0,131,7,2,31,3,2,1,1,2,4,2,99,114,230,6,3,2,0,0,1.0,0.0,40,0,information_r0.6_f0,1
144,0,1,1,1,0,0,130,5,1,33,2,1,1,1,1,3,1,100,114,230,3,4,1,1,0,1.0,0.0,40,0,information_r0.6_f0,1
145,3,2,2,3,1,2,132,6,2,32,4,4,0,0,0,2,1,101,116,233,3,3,5,2,0,1.0,0.0,38,1,information_r0.6_f0,1
146,1,1,1,2,0,1,132,7,2,30,6,5,1,1,0,1,1,102,116,234,4,2,3,2,0,1.0,0.0,39,1,information_r0.6_f0,1
147,1,2,2,2,0,0,132,7,1,30,6,4,2,2,1,1,1,103,116,235,6,1,1,0,0,1.0,0.0,38,1,information_r0.6_f0,1
148,2,1,1,1,0,0,133,3,2,34,3,3,0,0,1,0,1,104,116,237,7,1,3,1,0,1.0,0.0,38,0,information_r0.6_f0,1
149,1,1,1,1,0,0,134,3,2,35,3,2,1,1,0,0,0,104,116,238,5,0,1,0,0,1.0,0.0,39,0,information_r0.6_f0,1
150,0,0,0,0,0,0,133,1,2,35,1,1,0,0,1,0,1,105,116,238,4,0,1,1,0,1.0,0.0,39,1,information_r0.6_f0,1
151,1,1,1,1,1,1,134,2,2,34,1,1,0,0,0,1,0,105,116,239,2,0,2,1,0,1.0,0.0,37,1,information_r0.6_f0,1
152,2,2,2,1,1,0,136,4,2,33,2,2,0,0,0,2,0,105,116,241,2,1,3,1,0,1.0,0.0,37,1,information_r0.6_f0,1
153,0,0,0,0,0,0,136,3,2,33,2,1,1,1,0,1,0,105,116,241,2,2,0,0,0,1.0,0.0,38,1,information_r0.6_f0,1
154,2,2,2,2,0,0,137,4,2,32,3,2,1,1,1,1,1,106,116,243,2,2,2,0,0,1.0,0.0,37,1,information_r0.6_f0,1
155,3,2,2,1,1,0,140,4,3,34,3,3,0,0,0,1,0,106,116,246,3,1,3,0,0,1.0,0.0,38,0,information_r0.6_f0,1
156,2,2,2,1,2,1,142,6,3,34,3,2,1,1,0,3,0,106,116,248,3,1,3,1,0,1.0,0.0,41,0,information_r0.6_f0,1
157,1,1,1,1,0,0,142,5,3,34,3,2,1,1,1,2,1,107,116,249,4,3,1,0,0,1.0,0.0,42,1,information_r0.6_f0,1
158,0,1,1,2,0,1,141,5,2,34,3,3,0,0,1,2,1,108,116,249,3,3,0,0,0,1.0,0.0,42,0,information_r0.6_f0,1
159,3,3,3,1,3,1,143,7,2,34,4,3,1,1,0,3,1,109,117,252,4,2,4,1,0,1.0,0.0,41,0,information_r0.6_f0,1
160,4,3,3,3,1,1,146,9,3,32,5,4,1,1,1,4,1,110,117,256,4,3,4,0,0,1.0,0.0,41,2,information_r0.6_f0,1
161,0,0,0,0,0,0,145,6,3,34,3,3,0,0,1,3,1,111,117,256,6,4,0,0,0,1.0,0.0,44,0,information_r0.6_f0,1
162,1,1,1,0,1,0,145,3,3,37,1,0,1,1,0,2,1,112,117,257,4,4,1,0,0,1.0,0.0,43,0,information_r0.6_f0,1
163,3,3,3,1,4,2,146,6,3,34,1,1,0,0,1,5,2,114,117,260,3,2,4,1,0,1.0,0.0,42,1,information_r0.6_f0,1
0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.7083333333333334,0.0,0,0,information_r0.6_f1,1
1,6,6,6,4,2,0,7,7,0,0,5,5,0,0,0,2,0,0,7,7,1,0,6,0,0,1.0,0.0,1,0,information_r0.6_f1,1
2,2,1,1,1,0,0,9,7,1,1,5,5,0,0,0,2,0,0,8,9,5,2,2,0,0,1.0,0.0,7,0,information_r0.6_f1,1
3,2,1,1,0,1,0,11,4,2,5,2,2,0,0,0,2,0,0,9,11,6,2,2,0,0,1.0,0.0,9,0,information_r0.6_f1,1
4,3,3,3,3,1,1,13,7,2,4,5,3,2,2,0,2,1,1,12,14,5,3,3,0,0,1.0,0.011915027047052067,11,0,information_r0.6_f1,1
5,4,4,4,0,5,1,15,9,2,4,3,3,0,0,2,6,2,3,16,18,5,2,4,0,0,1.0,0.021447048684693725,13,0,information_r0.6_f1,1
6,1,2,2,1,1,0,16,8,1,7,2,1,1,1,0,6,0,3,18,19,3,7,3,2,0,1.0,0.02907266599480705,15,0,information_r0.6_f1,1
7,0,0,0,1,1,2,15,5,1,9,2,2,0,0,1,3,1,4,18,19,4,7,0,0,0,1.0,0.035173159842897705,16,0,information_r0.6_f1,1
8,2,2,2,4,1,2,17,6,1,10,5,5,0,0,0,3,0,4,20,21,2,7,2,0,0,1.0,0.04005355492137023,15,0,information_r0.6_f1,1
9,2,1,1,0,2,1,18,6,2,10,3,3,0,0,0,4,1,5,21,23,6,4,2,0,0,1.0,0.061107060009961696,17,0,information_r0.6_f1,1
10,2,2,2,1,1,0,19,5,2,12,1,1,0,0,0,4,1,6,23,25,5,4,2,0,0,1.0,0.08861653074750153,18,0,information_r0.6_f1,1
11,3,3,3,3,1,1,21,7,2,12,4,4,0,0,0,3,1,7,26,28,5,4,3,0,0,1.0,0.12601862644000209,19,0,information_r0.6_f1,1
12,1,0,0,0,0,0,22,6,3,13,4,3,1,1,0,2,0,7,26,29,4,4,3,2,0,1.0,0.17387911722486724,21,0,information_r0.6_f1,1
13,1,1,1,2,0,1,21,3,3,15,3,2,1,1,1,0,2,9,27,30,4,2,2,0,1,1.0,0.2121675098527593,22,0,information_r0.6_f1,1
14,2,3,3,2,2,1,22,6,2,14,4,4,0,0,1,2,1,10,30,32,5,1,2,0,0,1.0,0.24279822395507297,21,0,information_r0.6_f1,1
15,1,1,1,0,2,1,23,6,2,15,2,2,0,0,0,4,0,10,31,33,4,2,1,0,0,1.0,0.26730279523692385,22,0,information_r0.6_f1,1
16,4,3,3,3,0,0,27,8,3,16,5,3,2,2,0,3,0,10,33,37,4,4,5,1,0,1.0,0.28690645226240463,23,0,information_r0.6_f1,1
17,1,1,1,1,0,0,26,4,3,19,4,4,0,0,1,0,2,12,34,38,5,4,3,1,1,1.0,0.31877352219030913,27,0,information_r0.6_f1,1
18,3,3,3,3,0,0,29,6,3,20,6,4,2,2,0,0,0,12,36,41,4,2,4,1,0,1.0,0.3442671781326327,26,0,information_r0.6_f1,1
19,3,3,3,3,1,0,31,7,3,21,7,6,1,1,1,1,1,13,39,44,7,0,3,0,0,1.0,0.3646621028864916,29,0,information_r0.6_f1,1
20,3,2,2,2,0,0,33,7,4,22,7,5,2,2,1,1,1,14,41,47,7,1,5,2,0,1.0,0.38097804268957863,31,0,information_r0.6_f1,1
21,1,2,2,4,0,2,33,8,3,22,7,6,1,1,1,1,1,15,43,48,8,1,2,1,0,1.0,0.3940307945320484,33,0,information_r0.6_f1,1
22,2,2,2,3,1,2,34,9,3,22,8,7,1,1,1,1,1,16,45,50,9,1,2,0,0,1.0,0.4178063293393574,33,0,information_r0.6_f1,1
23,0,0,0,0,1,1,33,6,3,24,4,4,0,0,1,2,1,17,45,50,9,1,2,0,2,1.0,0.4368267571852047,34,0,information_r0.6_f1,1
24,1,1,1,1,2,2,34,7,3,24,3,2,1,1,0,4,0,17,46,51,7,2,3,1,1,1.0,0.45204309946188254,33,0,information_r0.6_f1,1
25,2,2,2,2,0,0,35,5,3,27,3,3,0,0,1,2,1,18,48,53,4,4,2,0,0,1.0,0.4735495066165581,34,0,information_r0.6_f1,1
26,0,0,0,0,0,0,35,5,3,27,3,2,1,1,0,2,0,18,48,53,3,3,2,2,0,1.0,0.49075463234029854,35,0,information_r0.6_f1,1
27,1,2,2,2,0,0,35,3,2,30,3,2,1,1,0,0,1,19,50,54,3,2,1,0,0,1.0,0.5355002766256987,35,0,information_r0.6_f1,1
28,2,2,2,0,4,2,36,6,2,28,2,2,0,0,1,4,1,20,52,56,4,0,4,1,1,1.0,0.5567150983403,35,0,information_r0.6_f1,1
29,0,0,0,0,0,0,36,4,2,30,0,0,0,0,0,4,0,20,52,56,2,4,0,0,0,1.0,0.5736869557119809,36,0,information_r0.6_f1,1
30,0,0,0,0,1,1,36,2,2,32,0,0,0,0,0,2,0,20,52,56,2,4,1,1,0,1.0,0.5872644416093258,36,0,information_r0.6_f1,1
31,2,2,2,2,1,1,37,4,2,31,2,2,0,0,0,2,1,21,53,58,0,5,2,0,0,1.0,0.5981264303272016,36,0,information_r0.6_f1,1
32,0,0,0,0,0,0,37,3,2,32,2,2,0,0,0,1,0,21,53,58,2,2,2,1,1,1.0,0.6068160213015023,37,0,information_r0.6_f1,1
33,1,1,1,1,0,0,38,1,2,35,1,1,0,0,0,0,0,21,54,59,2,2,3,1,1,1.0,0.597583549773423,37,0,information_r0.6_f1,1
34,1,1,1,1,1,1,39,3,2,34,2,2,0,0,0,1,0,21,55,60,3,1,2,0,1,1.0,0.5808642392176262,38,0,information_r0.6_f1,1
35,1,1,1,1,0,0,40,3,2,35,2,2,0,0,0,1,0,21,56,61,2,1,6,2,3,1.0,0.5674887907729887,39,0,information_r0.6_f1,1
36,1,0,0,0,2,2,41,4,3,34,1,1,0,0,0,3,0,21,56,62,3,1,2,0,1,1.0,0.5567884320172788,40,0,information_r0.6_f1,1
37,0,0,0,0,0,0,41,2,3,36,0,0,0,0,0,2,0,21,56,62,2,3,3,0,3,1.0,0.5472228141224905,41,0,information_r0.6_f1,1
38,0,0,0,1,0,1,41,2,3,36,1,1,0,0,0,1,0,21,56,62,1,2,0,0,0,1.0,0.5395703198066601,41,0,information_r0.6_f1,1
39,1,1,1,1,0,0,42,2,3,37,2,2,0,0,0,0,0,21,56,63,1,2,3,1,1,1.0,0.5334483243539957,41,0,information_r0.6_f1,1
40,0,1,1,1,0,0,42,2,2,38,2,2,0,0,0,0,0,21,57,63,2,0,3,2,1,1.0,0.5285507279918642,42,0,information_r0.6_f1,1
41,1,0,0,0,0,0,43,2,3,38,2,1,1,1,0,0,0,21,57,64,3,0,3,2,0,1.0,0.5074834618763455,42,0,information_r0.6_f1,1
42,3,2,2,1,1,0,45,3,4,38,2,1,1,1,1,1,1,22,59,67,2,0,3,0,0,1.0,0.4906296489839305,43,0,information_r0.6_f1,1
43,0,0,0,0,0,0,44,2,4,38,1,1,0,0,1,1,1,23,59,67,2,1,0,0,0,1.0,0.47714659866999853,45,0,information_r0.6_f1,1
44,3,3,3,0,3,0,47,3,4,40,0,0,0,0,0,3,0,23,60,70,1,1,5,2,0,1.0,0.46636015841885303,44,0,information_r0.6_f1,1
45,1,1,1,1,0,0,48,4,4,40,1,1,0,0,0,3,0,23,60,71,1,4,3,0,2,1.0,0.45773100621793655,47,0,information_r0.6_f1,1
46,1,1,1,2,0,1,49,6,4,39,3,3,0,0,0,3,0,23,61,72,1,3,2,0,1,1.0,0.43749435112387003,48,0,information_r0.6_f1,1
47,2,2,2,1,1,0,50,5,4,41,4,3,1,1,0,1,1,24,62,74,3,3,2,0,0,1.0,0.45303590978814895,49,0,information_r0.6_f1,1
48,1,1,1,0,1,0,50,4,4,41,2,1,1,1,1,2,1,25,63,75,4,1,3,0,2,1.0,0.4654691567195722,49,1,information_r0.6_f1,1
49,1,0,0,0,2,2,51,5,5,37,1,0,1,1,0,4,0,25,63,76,3,2,5,3,1,1.0,0.4647490875980442,46,3,information_r0.6_f1,1
50,1,1,1,1,0,0,51,4,5,37,1,1,0,0,0,3,1,26,63,77,1,4,3,1,1,1.0,0.48035717660834143,46,1,information_r0.6_f1,1
51,2,1,1,1,0,0,52,3,6,36,2,2,0,0,0,1,1,27,63,79,1,3,3,0,1,1.0,0.4782619541028606,44,2,information_r0.6_f1,1
52,3,5,5,2,3,0,55,7,4,35,4,3,1,1,0,3,0,27,66,82,2,2,3,0,0,1.0,0.49452459032934054,43,2,information_r0.6_f1,1
53,1,1,1,0,1,0,55,6,4,33,2,2,0,0,1,4,1,28,67,83,4,3,2,0,1,1.0,0.5075346993105245,43,3,information_r0.6_f1,1
54,0,0,0,1,0,1,55,4,4,34,2,1,1,1,0,2,0,28,67,83,3,4,4,2,2,1.0,0.5179427864954717,42,1,information_r0.6_f1,1
55,0,0,0,1,0,1,54,3,4,34,2,2,0,0,0,1,1,29,67,83,3,4,1,1,0,1.0,0.5083304420125648,42,0,information_r0.6_f1,1
56,0,0,0,0,2,2,53,3,4,32,1,1,0,0,0,2,1,30,67,83,2,1,1,1,0,1.0,0.5152222601399581,40,1,information_r0.6_f1,1
57,0,1,1,0,1,0,53,3,3,31,0,0,0,0,0,3,0,30,68,83,2,2,1,1,0,1.0,0.5207357146418726,37,2,information_r0.6_f1,1
58,0,0,0,0,0,0,53,2,3,32,0,0,0,0,0,2,0,30,68,83,1,3,1,1,0,1.0,0.5251464782434043,37,0,information_r0.6_f1,1
59,1,1,1,1,0,0,54,2,3,32,1,1,0,0,0,1,0,30,69,84,0,3,1,0,0,1.0,0.5466139033554943,36,1,information_r0.6_f1,1
60,2,2,2,1,1,0,55,3,3,31,2,2,0,0,0,1,1,31,70,86,1,1,5,1,2,1.0,0.5637878434451663,36,1,information_r0.6_f1,1
61,1,0,0,0,0,0,56,2,4,31,1,1,0,0,0,1,0,31,70,87,2,1,2,0,1,1.0,0.5775269955169038,36,1,information_r0.6_f1,1
62,2,1,1,0,1,0,58,2,5,31,1,0,1,1,0,1,0,31,70,89,2,1,5,1,2,1.0,0.5885183171742939,36,1,information_r0.6_f1,1
63,0,0,0,0,0,0,57,1,5,30,0,0,0,0,1,1,1,32,70,89,1,2,0,0,0,1.0,0.5803778911595616,37,1,information_r0.6_f1,1
64,1,1,1,1,1,1,58,3,4,27,1,1,0,0,0,2,0,32,70,90,0,1,2,1,0,1.0,0.5738655503477755,33,3,information_r0.6_f1,1
65,1,1,1,1,0,0,58,3,4,27,2,2,0,0,0,1,1,33,70,91,1,2,2,0,1,1.0,0.5686556776983469,34,0,information_r0.6_f1,1
66,2,2,2,2,0,0,60,3,4,28,3,3,0,0,0,0,0,33,71,93,2,1,3,1,0,1.0,0.5644877795788039,33,1,information_r0.6_f1,1
67,0,0,0,0,0,0,60,2,4,27,2,2,0,0,0,0,0,33,71,93,4,1,2,0,2,1.0,0.5611534610831695,33,2,information_r0.6_f1,1
68,2,2,2,2,2,2,62,4,4,25,2,2,0,0,0,2,0,33,71,95,3,0,3,0,1,1.0,0.5584860062866621,31,2,information_r0.6_f1,1
69,1,2,2,1,2,1,63,7,3,23,3,3,0,0,0,4,0,33,71,96,4,2,2,1,0,1.0,0.556352042449456,32,1,information_r0.6_f1,1
70,0,0,0,0,0,0,63,6,3,23,3,1,2,2,0,3,0,33,71,96,3,4,0,0,0,1.0,0.5546448713796913,32,1,information_r0.6_f1,1
71,1,1,1,1,0,0,64,3,3,27,2,1,1,1,0,1,0,33,71,97,3,4,3,2,0,1.0,0.5329642574841386,32,0,information_r0.6_f1,1
72,0,0,0,1,0,1,63,2,3,27,2,2,0,0,1,0,1,34,71,97,2,2,1,1,0,1.0,0.5289530997010295,33,0,information_r0.6_f1,1
73,1,1,1,1,0,0,64,2,3,27,2,2,0,0,0,0,0,34,72,98,2,0,3,1,1,1.0,0.5257441734745424,31,1,information_r0.6_f1,1
74,0,0,0,1,0,1,64,2,3,27,2,2,0,0,0,0,0,34,72,98,3,0,2,1,1,1.0,0.5231770324933527,32,0,information_r0.6_f1,1
75,0,0,0,0,0,0,64,2,3,26,2,1,1,1,0,0,0,34,72,98,3,0,0,0,0,1.0,0.521123319708401,31,1,information_r0.6_f1,1
76,2,1,1,2,0,1,65,3,4,23,3,2,1,1,1,0,1,35,72,100,2,0,2,0,0,1.0,0.5194803494804395,29,2,information_r0.6_f1,1
77,0,1,1,1,0,0,64,3,3,23,3,3,0,0,1,0,1,36,73,100,3,0,0,0,0,1.0,0.5181659732980703,30,0,information_r0.6_f1,1
78,0,1,1,1,0,0,64,2,2,25,2,2,0,0,0,0,0,36,74,100,3,0,0,0,0,1.0,0.517114472352175,29,0,information_r0.6_f1,1
79,1,1,1,1,0,0,65,3,2,23,3,2,1,1,0,0,0,36,74,101,4,0,2,0,1,1.0,0.5000891272879389,27,2,information_r0.6_f1,1
80,1,1,1,0,1,0,66,3,2,24,2,1,1,1,0,1,0,36,74,102,3,0,1,0,0,1.0,0.47455382418949793,28,0,information_r0.6_f1,1
81,1,1,1,0,2,1,66,4,2,22,1,0,1,1,1,3,1,37,74,103,2,1,2,0,1,1.0,0.4541255817107451,28,1,information_r0.6_f1,1
82,3,3,3,3,0,0,68,5,2,22,3,3,0,0,1,2,1,38,74,106,1,3,5,1,1,1.0,0.4377829877277429,27,1,information_r0.6_f1,1
83,0,0,0,1,0,1,68,4,2,22,4,4,0,0,0,0,0,38,74,106,3,3,3,2,1,1.0,0.4067700983104765,28,1,information_r0.6_f1,1
84,0,0,0,1,0,1,68,4,2,22,4,2,2,2,0,0,0,38,74,106,4,2,3,1,2,1.0,0.36481059775084984,28,0,information_r0.6_f1,1
85,1,1,1,1,0,0,67,2,2,23,2,2,0,0,2,0,2,40,75,107,5,0,2,1,0,1.0,0.33124299730314866,28,0,information_r0.6_f1,1
86,2,1,1,1,0,0,69,3,3,23,3,2,1,1,0,0,0,40,75,109,3,0,2,0,0,1.0,0.30438891694498765,27,0,information_r0.6_f1,1
87,2,2,2,1,1,0,70,4,3,23,3,2,1,1,1,1,1,41,75,111,3,0,4,1,1,1.0,0.28290565265845885,29,0,information_r0.6_f1,1
88,0,0,0,0,0,0,70,2,3,25,1,1,0,0,0,1,0,41,75,111,3,1,0,0,0,1.0,0.2657190412292358,30,0,information_r0.6_f1,1
89,0,0,0,0,1,1,70,2,3,25,1,0,1,1,0,1,0,41,75,111,2,1,1,0,1,1.0,0.23657523298338864,30,0,information_r0.6_f1,1
90,3,2,2,1,1,0,72,3,4,23,1,1,0,0,1,2,1,42,77,114,1,2,6,1,2,1.0,0.21326018638671088,28,2,information_r0.6_f1,1
91,2,3,3,3,1,1,74,6,3,23,4,4,0,0,0,2,0,42,79,116,1,2,2,0,0,1.0,0.19460814910936874,30,0,information_r0.6_f1,1
92,5,4,4,3,1,0,79,8,4,23,6,6,0,0,0,2,0,42,79,121,4,3,7,1,1,1.0,0.179686519287495,30,2,information_r0.6_f1,1
93,1,1,1,1,0,0,80,7,4,25,6,4,2,2,0,1,0,42,79,122,7,3,4,2,1,1.0,0.16774921542999602,35,0,information_r0.6_f1,1
94,1,0,0,1,0,1,79,4,5,25,3,2,1,1,2,1,2,44,79,123,7,2,1,0,0,1.0,0.1581993723439968,35,1,information_r0.6_f1,1
95,2,5,5,6,2,3,80,9,2,23,7,7,0,0,1,2,1,45,83,125,5,1,3,1,0,1.0,0.14914119158891617,33,1,information_r0.6_f1,1
96,1,1,1,1,0,0,81,9,2,24,7,7,0,0,0,2,0,45,84,126,8,2,2,1,0,1.0,0.131227980318185,34,0,information_r0.6_f1,1
97,1,1,1,1,0,0,82,8,2,25,6,5,1,1,0,2,0,45,84,127,8,2,1,0,0,1.0,0.11689741130160008,34,1,information_r0.6_f1,1
98,4,4,4,2,2,0,84,7,2,28,5,4,1,1,1,2,2,47,86,131,8,2,6,1,1,1.0,0.13249947274768772,35,0,information_r0.6_f1,1
99,3,4,4,4,1,1,86,10,1,26,7,6,1,1,1,3,1,48,89,134,5,2,3,0,0,1.0,0.14498112190455784,35,2,information_r0.6_f1,1
100,1,1,1,1,0,0,86,7,1,27,6,5,1,1,1,1,1,49,89,135,8,3,1,0,0,1.0,0.15496644123005393,35,2,information_r0.6_f1,1
101,0,0,0,1,1,2,85,6,1,27,5,3,2,2,1,1,1,50,89,135,7,3,1,1,0,1.0,0.16295469669045082,35,0,information_r0.6_f1,1
102,1,1,1,1,1,1,84,5,1,27,3,2,1,1,2,2,2,52,90,136,6,2,1,0,0,1.0,0.16934530105876833,34,0,information_r0.6_f1,1
103,1,1,1,1,1,1,84,4,1,28,2,2,0,0,1,2,1,53,90,137,3,2,2,0,1,1.0,0.1744577845534223,33,0,information_r0.6_f1,1
104,1,1,1,1,0,0,85,3,1,30,2,2,0,0,0,1,0,53,90,138,3,3,3,1,1,1.0,0.17854777134914548,33,0,information_r0.6_f1,1
