cohort,onset,followup,population,cases,domestic_users,customer_users,first_d,first_e,first_both,no_submission,domestic_use,customer_use,both_use,domestic_only,customer_only,d_to_e,e_to_d,resolved,unresolved,customer_minus_domestic,scenario,seed
4,24,24,all,14,13,10,0.5714285714285714,0.42857142857142855,0.0,0.0,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.6428571428571429,-0.2142857142857143,legacy,1
4,24,24,both_reachable,11,10,10,0.45454545454545453,0.5454545454545454,0.0,0.0,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.6363636363636364,0.0,legacy,1
5,30,24,all,17,13,10,0.5294117647058824,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.7647058823529411,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.47058823529411764,0.5294117647058824,-0.17647058823529405,legacy,1
5,30,24,both_reachable,14,12,10,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.5,0.5,-0.1428571428571428,legacy,1
6,36,24,all,17,14,10,0.6470588235294118,0.35294117647058826,0.0,0.0,0.8235294117647058,0.5882352941176471,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.35294117647058826,0.6470588235294118,-0.23529411764705876,legacy,1
6,36,24,both_reachable,13,10,10,0.5384615384615384,0.46153846153846156,0.0,0.0,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.0,legacy,1
7,42,24,all,18,14,12,0.5,0.4444444444444444,0.0,0.05555555555555555,0.7777777777777778,0.6666666666666666,0.5,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.5,0.5,-0.11111111111111116,legacy,1
7,42,24,both_reachable,14,10,12,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.7142857142857143,0.8571428571428571,0.6428571428571429,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.1428571428571428,legacy,1
0,0,24,all,24,21,12,0.75,0.25,0.0,0.0,0.875,0.5,0.375,0.5,0.125,0.25,0.125,0.375,0.625,-0.375,base,1
0,0,24,both_reachable,18,15,12,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3888888888888889,0.6111111111111112,-0.16666666666666674,base,1
1,6,24,all,18,16,11,0.5,0.5,0.0,0.0,0.8888888888888888,0.6111111111111112,0.5,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.4444444444444444,0.5555555555555556,-0.2777777777777777,base,1
1,6,24,both_reachable,14,12,11,0.35714285714285715,0.6428571428571429,0.0,0.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.5,0.42857142857142855,0.5714285714285714,-0.0714285714285714,base,1
2,12,24,all,20,18,10,0.7,0.25,0.0,0.05,0.9,0.5,0.45,0.45,0.05,0.25,0.2,0.3,0.7,-0.4,base,1
2,12,24,both_reachable,13,11,10,0.5384615384615384,0.38461538461538464,0.0,0.07692307692307693,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.7692307692307693,-0.07692307692307687,base,1
3,18,24,all,18,13,10,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.5555555555555556,0.4444444444444444,-0.16666666666666663,base,1
3,18,24,both_reachable,14,9,10,0.5,0.5,0.0,0.0,0.6428571428571429,0.7142857142857143,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.35714285714285715,0.0714285714285714,base,1
4,24,24,all,14,13,10,0.5714285714285714,0.42857142857142855,0.0,0.0,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.6428571428571429,-0.2142857142857143,base,1
4,24,24,both_reachable,11,10,10,0.45454545454545453,0.5454545454545454,0.0,0.0,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.6363636363636364,0.0,base,1
5,30,24,all,17,13,10,0.5294117647058824,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.7647058823529411,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.47058823529411764,0.5294117647058824,-0.17647058823529405,base,1
5,30,24,both_reachable,14,12,10,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.5,0.5,-0.1428571428571428,base,1
6,36,24,all,17,14,10,0.6470588235294118,0.35294117647058826,0.0,0.0,0.8235294117647058,0.5882352941176471,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.35294117647058826,0.6470588235294118,-0.23529411764705876,base,1
6,36,24,both_reachable,13,10,10,0.5384615384615384,0.46153846153846156,0.0,0.0,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.0,base,1
7,42,24,all,18,14,12,0.5,0.4444444444444444,0.0,0.05555555555555555,0.7777777777777778,0.6666666666666666,0.5,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.5,0.5,-0.11111111111111116,base,1
7,42,24,both_reachable,14,10,12,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.7142857142857143,0.8571428571428571,0.6428571428571429,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.1428571428571428,base,1
0,0,24,all,24,21,12,0.75,0.25,0.0,0.0,0.875,0.5,0.375,0.5,0.125,0.25,0.125,0.3333333333333333,0.6666666666666666,-0.375,wait_learning,1
0,0,24,both_reachable,18,15,12,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,-0.16666666666666674,wait_learning,1
1,6,24,all,18,16,11,0.5,0.5,0.0,0.0,0.8888888888888888,0.6111111111111112,0.5,0.3888888888888889,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.4444444444444444,0.5555555555555556,-0.2777777777777777,wait_learning,1
1,6,24,both_reachable,14,12,11,0.35714285714285715,0.6428571428571429,0.0,0.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.5,0.42857142857142855,0.5714285714285714,-0.0714285714285714,wait_learning,1
2,12,24,all,20,16,10,0.65,0.25,0.0,0.1,0.8,0.5,0.4,0.4,0.1,0.25,0.15,0.25,0.75,-0.30000000000000004,wait_learning,1
2,12,24,both_reachable,13,10,10,0.5384615384615384,0.38461538461538464,0.0,0.07692307692307693,0.7692307692307693,0.7692307692307693,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.0,wait_learning,1
3,18,24,all,18,13,10,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.5555555555555556,0.4444444444444444,-0.16666666666666663,wait_learning,1
3,18,24,both_reachable,14,9,10,0.5,0.5,0.0,0.0,0.6428571428571429,0.7142857142857143,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.35714285714285715,0.0714285714285714,wait_learning,1
4,24,24,all,14,13,10,0.5,0.42857142857142855,0.07142857142857142,0.0,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.6428571428571429,-0.2142857142857143,wait_learning,1
4,24,24,both_reachable,11,10,10,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.0,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.6363636363636364,0.0,wait_learning,1
5,30,24,all,17,14,11,0.5294117647058824,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.8235294117647058,0.6470588235294118,0.5294117647058824,0.29411764705882354,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.4117647058823529,0.5882352941176471,-0.17647058823529405,wait_learning,1
5,30,24,both_reachable,14,12,11,0.5,0.42857142857142855,0.07142857142857142,0.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,-0.0714285714285714,wait_learning,1
6,36,24,all,17,14,10,0.7058823529411765,0.29411764705882354,0.0,0.0,0.8235294117647058,0.5882352941176471,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.35294117647058826,0.6470588235294118,-0.23529411764705876,wait_learning,1
6,36,24,both_reachable,13,10,10,0.6153846153846154,0.38461538461538464,0.0,0.0,0.7692307692307693,0.7692307692307693,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.6153846153846154,0.0,wait_learning,1
7,42,24,all,18,14,12,0.4444444444444444,0.5,0.0,0.05555555555555555,0.7777777777777778,0.6666666666666666,0.5,0.2777777777777778,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5555555555555556,0.4444444444444444,-0.11111111111111116,wait_learning,1
7,42,24,both_reachable,14,10,12,0.2857142857142857,0.6428571428571429,0.0,0.07142857142857142,0.7142857142857143,0.8571428571428571,0.6428571428571429,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.5,0.5,0.1428571428571428,wait_learning,1
0,0,24,all,24,19,10,0.75,0.25,0.0,0.0,0.7916666666666666,0.4166666666666667,0.20833333333333334,0.5833333333333334,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.6666666666666666,-0.37499999999999994,wait_no_outcomes,1
0,0,24,both_reachable,18,13,10,0.6666666666666666,0.3333333333333333,0.0,0.0,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.3333333333333333,0.6666666666666666,-0.16666666666666663,wait_no_outcomes,1
1,6,24,all,18,15,10,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8333333333333334,0.5555555555555556,0.3888888888888889,0.4444444444444444,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.7777777777777778,-0.2777777777777778,wait_no_outcomes,1
1,6,24,both_reachable,14,11,10,0.5714285714285714,0.42857142857142855,0.0,0.0,0.7857142857142857,0.7142857142857143,0.5,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.8571428571428571,-0.0714285714285714,wait_no_outcomes,1
2,12,24,all,20,18,9,0.7,0.25,0.0,0.05,0.9,0.45,0.4,0.5,0.05,0.2,0.2,0.45,0.55,-0.45,wait_no_outcomes,1
2,12,24,both_reachable,13,11,9,0.5384615384615384,0.38461538461538464,0.0,0.07692307692307693,0.8461538461538461,0.6923076923076923,0.6153846153846154,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.5384615384615384,-0.15384615384615385,wait_no_outcomes,1
3,18,24,all,18,12,12,0.3888888888888889,0.5555555555555556,0.0,0.05555555555555555,0.6666666666666666,0.6666666666666666,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.1111111111111111,0.2777777777777778,0.3888888888888889,0.6111111111111112,0.0,wait_no_outcomes,1
3,18,24,both_reachable,14,8,12,0.21428571428571427,0.7142857142857143,0.0,0.07142857142857142,0.5714285714285714,0.8571428571428571,0.5,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.2857142857142857,wait_no_outcomes,1
4,24,24,all,14,10,9,0.5,0.42857142857142855,0.0,0.07142857142857142,0.7142857142857143,0.6428571428571429,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.42857142857142855,-0.0714285714285714,wait_no_outcomes,1
4,24,24,both_reachable,11,7,9,0.36363636363636365,0.5454545454545454,0.0,0.09090909090909091,0.6363636363636364,0.8181818181818182,0.5454545454545454,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.45454545454545453,0.18181818181818188,wait_no_outcomes,1
5,30,24,all,17,11,10,0.35294117647058826,0.47058823529411764,0.0,0.17647058823529413,0.6470588235294118,0.5882352941176471,0.4117647058823529,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.29411764705882354,0.4117647058823529,0.5882352941176471,-0.05882352941176472,wait_no_outcomes,1
5,30,24,both_reachable,14,10,10,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.7142857142857143,0.7142857142857143,0.5,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.5,0.5,0.0,wait_no_outcomes,1
6,36,24,all,17,13,10,0.4117647058823529,0.5294117647058824,0.0,0.058823529411764705,0.7647058823529411,0.5882352941176471,0.4117647058823529,0.35294117647058826,0.17647058823529413,0.058823529411764705,0.35294117647058826,0.5294117647058824,0.47058823529411764,-0.17647058823529405,wait_no_outcomes,1
6,36,24,both_reachable,13,9,10,0.23076923076923078,0.6923076923076923,0.0,0.07692307692307693,0.6923076923076923,0.7692307692307693,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.07692307692307698,wait_no_outcomes,1
7,42,24,all,18,15,11,0.5,0.4444444444444444,0.0,0.05555555555555555,0.8333333333333334,0.6111111111111112,0.5,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.5555555555555556,-0.2222222222222222,wait_no_outcomes,1
7,42,24,both_reachable,14,11,11,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.7857142857142857,0.7857142857142857,0.6428571428571429,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.35714285714285715,0.6428571428571429,0.0,wait_no_outcomes,1
0,0,12,all,24,20,11,0.75,0.25,0.0,0.0,0.8333333333333334,0.4583333333333333,0.2916666666666667,0.5416666666666666,0.16666666666666666,0.20833333333333334,0.08333333333333333,0.3333333333333333,0.6666666666666666,-0.37500000000000006,followup_12,1
0,0,12,both_reachable,18,14,11,0.6666666666666666,0.3333333333333333,0.0,0.0,0.7777777777777778,0.6111111111111112,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.3333333333333333,0.6666666666666666,-0.16666666666666663,followup_12,1
1,6,12,all,18,13,10,0.5,0.5,0.0,0.0,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.05555555555555555,0.2222222222222222,0.3888888888888889,0.6111111111111112,-0.16666666666666663,followup_12,1
1,6,12,both_reachable,14,9,10,0.35714285714285715,0.6428571428571429,0.0,0.0,0.6428571428571429,0.7142857142857143,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.6428571428571429,0.0714285714285714,followup_12,1
2,12,12,all,20,15,10,0.65,0.25,0.0,0.1,0.75,0.5,0.35,0.4,0.15,0.25,0.1,0.2,0.8,-0.25,followup_12,1
2,12,12,both_reachable,13,9,10,0.5384615384615384,0.38461538461538464,0.0,0.07692307692307693,0.6923076923076923,0.7692307692307693,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.8461538461538461,0.07692307692307698,followup_12,1
3,18,12,all,18,13,9,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7222222222222222,0.5,0.2222222222222222,0.5,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.5555555555555556,-0.2222222222222222,followup_12,1
3,18,12,both_reachable,14,9,9,0.5,0.5,0.0,0.0,0.6428571428571429,0.6428571428571429,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.5,0.5,0.0,followup_12,1
4,24,12,all,14,12,9,0.5714285714285714,0.42857142857142855,0.0,0.0,0.8571428571428571,0.6428571428571429,0.5,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.7142857142857143,-0.2142857142857142,followup_12,1
4,24,12,both_reachable,11,9,9,0.45454545454545453,0.5454545454545454,0.0,0.0,0.8181818181818182,0.8181818181818182,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.7272727272727273,0.0,followup_12,1
5,30,12,all,17,13,7,0.5294117647058824,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.7647058823529411,0.4117647058823529,0.29411764705882354,0.47058823529411764,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.4117647058823529,0.5882352941176471,-0.3529411764705882,followup_12,1
5,30,12,both_reachable,14,12,7,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,0.8571428571428571,0.5,0.35714285714285715,0.5,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.5714285714285714,-0.3571428571428571,followup_12,1
6,36,12,all,17,13,10,0.6470588235294118,0.35294117647058826,0.0,0.0,0.7647058823529411,0.5882352941176471,0.35294117647058826,0.4117647058823529,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.7058823529411765,-0.17647058823529405,followup_12,1
6,36,12,both_reachable,13,9,10,0.5384615384615384,0.46153846153846156,0.0,0.0,0.6923076923076923,0.7692307692307693,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.6923076923076923,0.07692307692307698,followup_12,1
7,42,12,all,18,14,11,0.5,0.4444444444444444,0.0,0.05555555555555555,0.7777777777777778,0.6111111111111112,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.2777777777777778,0.4444444444444444,0.5555555555555556,-0.16666666666666663,followup_12,1
7,42,12,both_reachable,14,10,11,0.35714285714285715,0.5714285714285714,0.0,0.07142857142857142,0.7142857142857143,0.7857142857142857,0.5714285714285714,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.6428571428571429,0.0714285714285714,followup_12,1
0,0,48,all,24,21,13,0.75,0.25,0.0,0.0,0.875,0.5416666666666666,0.4166666666666667,0.4583333333333333,0.125,0.2916666666666667,0.125,0.4166666666666667,0.5833333333333334,-0.33333333333333337,followup_48,1
0,0,48,both_reachable,18,15,13,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8333333333333334,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.16666666666666666,0.3888888888888889,0.16666666666666666,0.4444444444444444,0.5555555555555556,-0.11111111111111116,followup_48,1
1,6,48,all,18,16,12,0.5,0.5,0.0,0.0,0.8888888888888888,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3888888888888889,0.5555555555555556,0.4444444444444444,-0.2222222222222222,followup_48,1
1,6,48,both_reachable,14,12,12,0.35714285714285715,0.6428571428571429,0.0,0.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.5,0.5714285714285714,0.42857142857142855,0.0,followup_48,1
2,12,48,all,20,19,11,0.75,0.25,0.0,0.0,0.95,0.55,0.5,0.45,0.05,0.3,0.2,0.3,0.7,-0.3999999999999999,followup_48,1
2,12,48,both_reachable,13,12,11,0.6153846153846154,0.38461538461538464,0.0,0.0,0.9230769230769231,0.8461538461538461,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.7692307692307693,-0.07692307692307698,followup_48,1
3,18,48,all,18,14,10,0.6111111111111112,0.3888888888888889,0.0,0.0,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.4444444444444444,-0.2222222222222222,followup_48,1
3,18,48,both_reachable,14,10,10,0.5,0.5,0.0,0.0,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.6428571428571429,0.35714285714285715,0.0,followup_48,1
4,24,48,all,14,13,10,0.5714285714285714,0.42857142857142855,0.0,0.0,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.6428571428571429,-0.2142857142857143,followup_48,1
4,24,48,both_reachable,11,10,10,0.45454545454545453,0.5454545454545454,0.0,0.0,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.6363636363636364,0.0,followup_48,1
5,30,48,all,17,15,11,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0,0.8823529411764706,0.6470588235294118,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.29411764705882354,0.17647058823529413,0.5882352941176471,0.4117647058823529,-0.23529411764705876,followup_48,1
5,30,48,both_reachable,14,12,11,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.5,0.5,-0.0714285714285714,followup_48,1
6,36,48,all,17,15,10,0.6470588235294118,0.35294117647058826,0.0,0.0,0.8823529411764706,0.5882352941176471,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.6470588235294118,-0.2941176470588235,followup_48,1
6,36,48,both_reachable,13,11,10,0.5384615384615384,0.46153846153846156,0.0,0.0,0.8461538461538461,0.7692307692307693,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.6153846153846154,-0.07692307692307687,followup_48,1
7,42,48,all,18,15,12,0.5555555555555556,0.4444444444444444,0.0,0.0,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.5,0.5,-0.16666666666666674,followup_48,1
7,42,48,both_reachable,14,11,12,0.42857142857142855,0.5714285714285714,0.0,0.0,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.0714285714285714,followup_48,1
0,0,24,all,24,20,12,0.75,0.25,0.0,0.0,0.8333333333333334,0.5,0.3333333333333333,0.5,0.16666666666666666,0.25,0.08333333333333333,0.375,0.625,-0.33333333333333337,spacing_3,1
0,0,24,both_reachable,18,14,12,0.6666666666666666,0.3333333333333333,0.0,0.0,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3888888888888889,0.6111111111111112,-0.11111111111111116,spacing_3,1
1,3,24,all,18,16,13,0.4444444444444444,0.5555555555555556,0.0,0.0,0.8888888888888888,0.7222222222222222,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.4444444444444444,0.5555555555555556,0.4444444444444444,-0.16666666666666663,spacing_3,1
1,3,24,both_reachable,14,12,13,0.2857142857142857,0.7142857142857143,0.0,0.0,0.8571428571428571,0.9285714285714286,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.07142857142857151,spacing_3,1
2,6,24,all,20,18,10,0.6,0.35,0.0,0.05,0.9,0.5,0.45,0.45,0.05,0.15,0.3,0.4,0.6,-0.4,spacing_3,1
2,6,24,both_reachable,13,12,10,0.46153846153846156,0.5384615384615384,0.0,0.0,0.9230769230769231,0.7692307692307693,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.46153846153846156,0.46153846153846156,0.5384615384615384,-0.15384615384615385,spacing_3,1
3,9,24,all,18,13,8,0.5,0.3888888888888889,0.0,0.1111111111111111,0.7222222222222222,0.4444444444444444,0.2777777777777778,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.2222222222222222,0.5555555555555556,0.4444444444444444,-0.2777777777777778,spacing_3,1
3,9,24,both_reachable,14,9,8,0.35714285714285715,0.5,0.0,0.14285714285714285,0.6428571428571429,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.2857142857142857,0.5714285714285714,0.42857142857142855,-0.07142857142857151,spacing_3,1
4,12,24,all,14,12,10,0.6428571428571429,0.35714285714285715,0.0,0.0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.5,0.5,-0.1428571428571428,spacing_3,1
4,12,24,both_reachable,11,9,10,0.5454545454545454,0.45454545454545453,0.0,0.0,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.45454545454545453,0.5454545454545454,0.09090909090909083,spacing_3,1
5,15,24,all,17,14,9,0.5882352941176471,0.35294117647058826,0.0,0.058823529411764705,0.8235294117647058,0.5294117647058824,0.4117647058823529,0.4117647058823529,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.4117647058823529,0.5882352941176471,-0.2941176470588235,spacing_3,1
5,15,24,both_reachable,14,12,9,0.5714285714285714,0.42857142857142855,0.0,0.0,0.8571428571428571,0.6428571428571429,0.5,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.2857142857142857,0.42857142857142855,0.5714285714285714,-0.2142857142857142,spacing_3,1
6,18,24,all,17,13,8,0.7647058823529411,0.23529411764705882,0.0,0.0,0.7647058823529411,0.47058823529411764,0.23529411764705882,0.5294117647058824,0.23529411764705882,0.23529411764705882,0.0,0.35294117647058826,0.6470588235294118,-0.2941176470588235,spacing_3,1
6,18,24,both_reachable,13,9,8,0.6923076923076923,0.3076923076923077,0.0,0.0,0.6923076923076923,0.6153846153846154,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.0,0.38461538461538464,0.6153846153846154,-0.07692307692307687,spacing_3,1
7,21,24,all,18,13,11,0.5,0.5,0.0,0.0,0.7222222222222222,0.6111111111111112,0.3333333333333333,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.5555555555555556,-0.11111111111111105,spacing_3,1
7,21,24,both_reachable,14,9,11,0.35714285714285715,0.6428571428571429,0.0,0.0,0.6428571428571429,0.7857142857142857,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.5,0.5,0.1428571428571428,spacing_3,1
