scenario,seed,population,period,domestic_use,customer_use,customer_minus_domestic,first_d,first_e,first_both,domestic_only,customer_only,both_use,no_submission,d_to_e,e_to_d,resolved
legacy,0,all,early,0.8536585365853658,0.5853658536585366,-0.26829268292682923,0.5853658536585366,0.4146341463414634,0.0,0.4146341463414634,0.1463414634146341,0.43902439024390244,0.0,0.17073170731707316,0.26829268292682923,0.4146341463414634
legacy,0,all,late,0.7441860465116279,0.5813953488372093,-0.1627906976744186,0.5348837209302325,0.4186046511627907,0.023255813953488372,0.3953488372093023,0.2325581395348837,0.3488372093023256,0.023255813953488372,0.1395348837209302,0.18604651162790695,0.5116279069767442
legacy,0,both_reachable,early,0.8235294117647058,0.7058823529411765,-0.11764705882352941,0.5,0.5,0.0,0.29411764705882354,0.17647058823529407,0.5294117647058824,0.0,0.20588235294117646,0.32352941176470584,0.41176470588235287
legacy,0,both_reachable,late,0.7222222222222222,0.6944444444444444,-0.027777777777777776,0.4722222222222222,0.5,0.027777777777777766,0.3055555555555556,0.2777777777777778,0.4166666666666666,0.0,0.16666666666666663,0.2222222222222222,0.5555555555555556
legacy,1,all,early,0.8809523809523809,0.5476190476190477,-0.3333333333333333,0.6428571428571429,0.35714285714285715,0.0,0.4523809523809524,0.11904761904761904,0.42857142857142855,0.0,0.19047619047619047,0.23809523809523808,0.40476190476190477
legacy,1,all,late,0.8,0.6285714285714286,-0.17142857142857137,0.5714285714285714,0.4,0.0,0.34285714285714286,0.17142857142857137,0.45714285714285713,0.02857142857142854,0.22857142857142856,0.22857142857142856,0.42857142857142855
legacy,1,both_reachable,early,0.84375,0.71875,-0.125,0.53125,0.46875,0.0,0.28124999999999994,0.15624999999999994,0.5625,0.0,0.24999999999999997,0.31249999999999994,0.40625
legacy,1,both_reachable,late,0.7407407407407407,0.8148148148148148,0.07407407407407404,0.4444444444444444,0.5185185185185185,0.0,0.1481481481481481,0.22222222222222215,0.5925925925925926,0.03703703703703702,0.2962962962962963,0.2962962962962962,0.4074074074074074
memory_36,0,all,early,0.7804878048780488,0.5853658536585366,-0.1951219512195122,0.5365853658536586,0.4146341463414634,0.0,0.36585365853658536,0.17073170731707313,0.4146341463414634,0.048780487804878044,0.17073170731707316,0.24390243902439016,0.4146341463414634
memory_36,0,all,late,0.6511627906976745,0.5348837209302325,-0.11627906976744178,0.5348837209302325,0.3953488372093023,0.0,0.3953488372093023,0.2790697674418604,0.2558139534883721,0.0697674418604651,0.1395348837209302,0.11627906976744186,0.4186046511627907
memory_36,0,both_reachable,early,0.7352941176470589,0.7058823529411765,-0.02941176470588236,0.4411764705882353,0.5,0.0,0.23529411764705882,0.2058823529411764,0.5,0.05882352941176469,0.20588235294117646,0.2941176470588235,0.41176470588235287
memory_36,0,both_reachable,late,0.6388888888888888,0.6388888888888888,1.850371707708594e-17,0.5,0.4722222222222221,0.0,0.3333333333333333,0.33333333333333326,0.3055555555555555,0.027777777777777776,0.16666666666666663,0.1388888888888889,0.4444444444444444
memory_36,1,all,early,0.8095238095238095,0.5238095238095238,-0.2857142857142857,0.6428571428571429,0.35714285714285715,0.0,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.38095238095238093
