scenario,contrast,metric,n,mean,low,high
none_r0.0_f0,shock_difference_in_changes,first_customer,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,d_to_e,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,resolved,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,unresolved,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,potential,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,blocked,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,prevented,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,mean_prevention,20,0.0,0.0,0.0
none_r0.0_f0,shock_difference_in_changes,knowledge_share,20,0.0,0.0,0.0
none_r0.0_f1,late_minus_before,cases,20,-7.8,-10.95,-4.7
none_r0.0_f1,late_minus_early_after,cases,20,-1.35,-5.30125,2.8
none_r0.0_f1,late_minus_before,customer_users,20,0.15,-0.65,0.85
none_r0.0_f1,late_minus_early_after,customer_users,20,0.05,-0.85,0.85
none_r0.0_f1,late_minus_before,customer_employees,20,0.3,-0.3,0.9012499999999932
none_r0.0_f1,late_minus_early_after,customer_employees,20,0.25,-0.6,1.001249999999993
none_r0.0_f1,late_minus_before,domestic_use,20,0.013006708555469593,-0.008041785880050578,0.03600331058766251
none_r0.0_f1,late_minus_early_after,domestic_use,20,0.024804869755937424,-0.00026990342377707695,0.0496826741515402
none_r0.0_f1,late_minus_before,customer_use,20,0.011259651757531006,-0.0048544097488824305,0.02609371180087079
none_r0.0_f1,late_minus_early_after,customer_use,20,0.000937706499801351,-0.018756672488088807,0.01832818016701827
none_r0.0_f1,late_minus_before,both_use,20,0.004168950267725879,-0.009248994099069652,0.01753140473416658
none_r0.0_f1,late_minus_early_after,both_use,20,-0.0007214288872421394,-0.016055792314799245,0.015249894137042279
none_r0.0_f1,late_minus_before,first_customer,20,0.004419648802136506,-0.010022756492791631,0.017254148477152974
none_r0.0_f1,late_minus_early_after,first_customer,20,-0.0003057019584630109,-0.01583164400365616,0.012701520709141613
none_r0.0_f1,late_minus_before,d_to_e,20,0.006840002955394499,-0.0011220645053234021,0.015790899041215833
none_r0.0_f1,late_minus_early_after,d_to_e,20,0.0024629206533863046,-0.007253613965035114,0.01293242243996334
none_r0.0_f1,late_minus_before,resolved,20,0.008073483686106392,-0.04016068288992067,0.056245761363783564
