time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,mean_belief_d,mean_belief_e,informed_share,disputed_share,block,arm,seed
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.42408876665299317,0.4435980645389477,0.0,0.3333333333333333,network_ws,unchanged,1
4,0,0,0,0,0,0,8,3,0,5,1,1,0,0,0,2,0,0,8,8,4,2,0.41643086192867135,0.4435980645389477,0.0,0.3333333333333333,network_ws,unchanged,1
5,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,4,2,0.4031826717697202,0.4435980645389477,0.0,0.3333333333333333,network_ws,unchanged,1
6,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,1,2,0.41307146832276004,0.43694377175254123,0.0,0.3333333333333333,network_ws,unchanged,1
7,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,0,0,0.41998314693023614,0.43694377175254123,0.0,0.3333333333333333,network_ws,unchanged,1
8,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,0,9,9,0,0,0.4416271604384722,0.43694377175254123,0.0,0.375,network_ws,unchanged,1
9,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,0,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.375,network_ws,unchanged,1
10,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.375,network_ws,unchanged,1
11,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,9,1,0,0.4405045260238407,0.451172748634774,0.0,0.375,network_ws,unchanged,1
12,1,1,1,1,0,0,10,1,0,9,1,1,0,0,0,0,0,0,10,10,0,0,0.4405045260238407,0.451172748634774,0.0,0.4166666666666667,network_ws,unchanged,1
13,0,0,0,0,0,0,10,1,0,9,1,1,0,0,0,0,0,0,10,10,1,0,0.4405045260238407,0.451172748634774,0.0,0.4166666666666667,network_ws,unchanged,1
14,1,1,1,1,0,0,11,2,0,9,2,1,1,1,0,0,0,0,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4583333333333333,network_ws,unchanged,1
15,0,0,0,0,0,0,10,1,0,9,1,1,0,0,1,0,1,1,11,11,2,0,0.447479446485868,0.451172748634774,0.0,0.4583333333333333,network_ws,unchanged,1
16,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,11,11,1,0,0.4552389522235536,0.451172748634774,0.0,0.4166666666666667,network_ws,unchanged,1
17,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,11,11,1,0,0.4479276484027437,0.451172748634774,0.0,0.4166666666666667,network_ws,unchanged,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,no_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,no_notice,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ws,no_notice,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.40895553003831414,0.4610066960999992,0.0,0.375,network_ws,no_notice,0
4,1,1,1,0,1,0,8,4,0,4,2,2,0,0,0,2,0,2,10,10,3,1,0.4015089725865188,0.46486378604606715,0.0,0.3333333333333333,network_ws,no_notice,0
5,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,2,10,10,3,2,0.39678069076245026,0.46486378604606715,0.0,0.3333333333333333,network_ws,no_notice,0
6,1,1,1,1,1,0,8,3,0,5,1,1,0,0,1,3,1,3,10,11,2,3,0.4155121138200979,0.465607661380693,0.0,0.375,network_ws,no_notice,0
7,1,1,1,0,1,0,8,3,0,5,1,1,0,0,0,3,1,4,10,12,1,3,0.4320121100697223,0.46070549552546347,0.0,0.375,network_ws,no_notice,0
8,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,1,1,5,10,12,1,3,0.439590170819154,0.46590102242507875,0.0,0.3333333333333333,network_ws,no_notice,0
9,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,5,10,12,1,2,0.4356848811467738,0.47004029198472635,0.0,0.2916666666666667,network_ws,no_notice,0
10,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,5,11,13,0,1,0.42655412349753935,0.4641538539206412,0.0,0.3333333333333333,network_ws,no_notice,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,0,0.42655412349753935,0.458647118269304,0.0,0.4166666666666667,network_ws,no_notice,0
12,0,0,0,0,0,0,10,3,0,7,3,2,1,1,0,0,0,5,12,15,3,0,0.4367490581253664,0.46019469710352695,0.0,0.4166666666666667,network_ws,no_notice,0
13,1,1,1,0,1,0,10,1,0,9,0,0,0,0,1,1,1,6,13,16,3,0,0.4367490581253664,0.4675723531046178,0.0,0.4583333333333333,network_ws,no_notice,0
14,0,0,0,0,2,2,10,3,0,7,0,0,0,0,0,3,0,6,13,16,2,1,0.4293880530782179,0.4675723531046178,0.0,0.4166666666666667,network_ws,no_notice,0
15,1,1,1,0,1,0,11,3,0,8,0,0,0,0,0,3,0,6,14,17,0,3,0.4293880530782179,0.4675723531046178,0.0,0.4583333333333333,network_ws,no_notice,0
16,0,0,0,1,0,1,11,4,0,7,1,1,0,0,0,3,0,6,14,17,0,4,0.4293880530782179,0.46104906113929767,0.0,0.4583333333333333,network_ws,no_notice,0
17,1,1,1,1,0,0,11,3,0,8,2,2,0,0,0,1,1,7,14,18,1,3,0.4367490581253664,0.46104906113929767,0.0,0.5,network_ws,no_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,no_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,no_notice,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,no_notice,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.42408876665299317,0.4435980645389477,0.0,0.3333333333333333,network_ws,no_notice,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.41643086192867135,0.4435980645389477,0.0,0.3333333333333333,network_ws,no_notice,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.4063388902520411,0.4435980645389477,0.0,0.3333333333333333,network_ws,no_notice,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.42557146832276,0.43694377175254123,0.0,0.2916666666666667,network_ws,no_notice,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.4324831469302361,0.43694377175254123,0.0,0.2916666666666667,network_ws,no_notice,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.45109036078394515,0.43694377175254123,0.0,0.3333333333333333,network_ws,no_notice,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,no_notice,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,no_notice,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.4405045260238407,0.451172748634774,0.0,0.3333333333333333,network_ws,no_notice,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.4405045260238407,0.451172748634774,0.0,0.375,network_ws,no_notice,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.4405045260238407,0.451172748634774,0.0,0.375,network_ws,no_notice,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,network_ws,no_notice,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.447479446485868,0.451172748634774,0.0,0.4166666666666667,network_ws,no_notice,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.4552389522235536,0.451172748634774,0.0,0.375,network_ws,no_notice,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.4479276484027437,0.451172748634774,0.0,0.375,network_ws,no_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,immediate,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,immediate,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ws,immediate,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.40895553003831414,0.4610066960999992,0.0,0.375,network_ws,immediate,0
4,1,1,1,1,1,0,8,4,0,4,3,3,0,0,0,2,0,2,10,10,3,1,0.6586423059198522,0.46486378604606715,1.0,0.3333333333333333,network_ws,immediate,0
5,0,0,0,0,1,1,8,3,0,5,2,1,1,1,0,2,0,2,10,10,4,2,0.6512306907624502,0.46486378604606715,1.0,0.3333333333333333,network_ws,immediate,0
6,1,1,1,1,0,0,8,3,0,5,1,1,0,0,1,2,1,3,10,11,3,3,0.6823287804867646,0.465607661380693,1.0,0.375,network_ws,immediate,0
7,1,1,1,1,1,0,8,3,0,5,2,2,0,0,0,2,1,4,10,12,2,2,0.6900803036222465,0.46070549552546347,1.0,0.375,network_ws,immediate,0
8,0,0,0,0,0,0,7,1,0,6,1,1,0,0,0,1,1,5,10,12,2,2,0.7017416977050116,0.46590102242507875,1.0,0.3333333333333333,network_ws,immediate,0
9,0,0,0,0,1,1,7,2,0,5,1,0,1,1,0,1,0,5,10,12,2,1,0.6955030746992982,0.48109565069405935,1.0,0.2916666666666667,network_ws,immediate,0
10,1,1,1,1,0,0,7,2,0,5,1,1,0,0,1,1,1,6,11,13,1,2,0.6995541234975393,0.474281822693514,1.0,0.3333333333333333,network_ws,immediate,0
11,2,2,2,2,0,0,9,3,0,6,3,3,0,0,0,0,0,6,12,15,1,1,0.7031077457085604,0.4687750870421768,1.0,0.375,network_ws,immediate,0
12,0,0,0,0,0,0,9,3,0,6,3,2,1,1,0,0,0,6,12,15,3,1,0.7195916706655865,0.45026533699351606,1.0,0.375,network_ws,immediate,0
13,1,1,1,1,0,0,9,1,0,8,1,1,0,0,1,0,1,7,13,16,3,0,0.7195916706655865,0.4563661848201228,1.0,0.4166666666666667,network_ws,immediate,0
14,0,0,0,0,2,2,9,3,0,6,1,1,0,0,0,2,0,7,13,16,3,0,0.697138053078218,0.4563661848201228,1.0,0.375,network_ws,immediate,0
15,1,1,1,1,0,0,10,4,0,6,2,1,1,1,0,2,0,7,14,17,1,2,0.697138053078218,0.4675723531046178,1.0,0.4166666666666667,network_ws,immediate,0
16,0,0,0,0,0,0,9,3,0,6,1,1,0,0,1,2,1,8,14,17,2,2,0.697138053078218,0.4675723531046178,1.0,0.4166666666666667,network_ws,immediate,0
17,1,1,1,1,0,0,9,2,0,7,2,1,1,1,0,0,1,9,14,18,1,2,0.7217320622663957,0.4675723531046178,1.0,0.4166666666666667,network_ws,immediate,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,immediate,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,immediate,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,immediate,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.42408876665299317,0.4435980645389477,0.0,0.3333333333333333,network_ws,immediate,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.6771808619286713,0.4435980645389477,1.0,0.3333333333333333,network_ws,immediate,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.6609055569187078,0.4435980645389477,1.0,0.3333333333333333,network_ws,immediate,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.6834048016560934,0.43694377175254123,1.0,0.2916666666666667,network_ws,immediate,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.6949831469302361,0.43694377175254123,1.0,0.2916666666666667,network_ws,immediate,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.722340360783945,0.43694377175254123,1.0,0.3333333333333333,network_ws,immediate,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,network_ws,immediate,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.727479446485868,0.451172748634774,1.0,0.3333333333333333,network_ws,immediate,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.715837859357174,0.451172748634774,1.0,0.3333333333333333,network_ws,immediate,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.715837859357174,0.451172748634774,1.0,0.375,network_ws,immediate,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.715837859357174,0.451172748634774,1.0,0.375,network_ws,immediate,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ws,immediate,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ws,immediate,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7305722855568869,0.451172748634774,1.0,0.375,network_ws,immediate,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7197609817360769,0.451172748634774,1.0,0.375,network_ws,immediate,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,network_notice,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ws,network_notice,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ws,network_notice,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.40895553003831414,0.4610066960999992,0.0,0.375,network_ws,network_notice,0
4,1,1,1,1,1,0,8,4,0,4,3,3,0,0,0,2,0,2,10,10,3,1,0.4323089725865188,0.46486378604606715,0.125,0.3333333333333333,network_ws,network_notice,0
5,0,0,0,0,1,1,8,3,0,5,2,1,1,1,0,2,0,2,10,10,4,2,0.46923069076245033,0.46486378604606715,0.2916666666666667,0.3333333333333333,network_ws,network_notice,0
6,1,1,1,1,0,0,8,3,0,5,1,1,0,0,1,2,1,3,10,11,3,3,0.523662113820098,0.465607661380693,0.4166666666666667,0.375,network_ws,network_notice,0
7,1,1,1,1,1,0,8,3,0,5,2,2,0,0,0,2,1,4,10,12,2,2,0.57691363695558,0.46070549552546347,0.5833333333333334,0.375,network_ws,network_notice,0
8,0,0,0,0,0,0,7,1,0,6,1,1,0,0,0,1,1,5,10,12,2,2,0.6119083643716783,0.46590102242507875,0.6666666666666666,0.3333333333333333,network_ws,network_notice,0
9,0,0,0,0,1,1,7,2,0,5,1,0,1,1,0,1,0,5,10,12,2,1,0.6395030746992981,0.48109565069405935,0.7916666666666666,0.2916666666666667,network_ws,network_notice,0
10,1,1,1,1,0,0,7,2,0,5,1,1,0,0,1,1,1,6,11,13,1,2,0.665720790164206,0.474281822693514,0.875,0.3333333333333333,network_ws,network_notice,0
11,2,2,2,2,0,0,9,3,0,6,3,3,0,0,0,0,0,6,12,15,1,1,0.6809410790418937,0.4687750870421768,0.9166666666666666,0.375,network_ws,network_notice,0
12,0,0,0,0,0,0,9,3,0,6,3,2,1,1,0,0,0,6,12,15,3,1,0.7079250039989199,0.45026533699351606,0.9583333333333334,0.375,network_ws,network_notice,0
13,1,1,1,1,0,0,9,1,0,8,1,1,0,0,1,0,1,7,13,16,3,0,0.7195916706655865,0.4563661848201228,1.0,0.4166666666666667,network_ws,network_notice,0
14,0,0,0,0,2,2,9,3,0,6,1,1,0,0,0,2,0,7,13,16,3,0,0.697138053078218,0.4563661848201228,1.0,0.375,network_ws,network_notice,0
15,1,1,1,1,0,0,10,4,0,6,2,1,1,1,0,2,0,7,14,17,1,2,0.697138053078218,0.4675723531046178,1.0,0.4166666666666667,network_ws,network_notice,0
16,0,0,0,0,0,0,9,3,0,6,1,1,0,0,1,2,1,8,14,17,2,2,0.697138053078218,0.4675723531046178,1.0,0.4166666666666667,network_ws,network_notice,0
17,1,1,1,1,0,0,9,2,0,7,2,1,1,1,0,0,1,9,14,18,1,2,0.7217320622663957,0.4675723531046178,1.0,0.4166666666666667,network_ws,network_notice,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,network_notice,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ws,network_notice,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ws,network_notice,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.42408876665299317,0.4435980645389477,0.0,0.3333333333333333,network_ws,network_notice,1
4,0,0,0,0,0,0,8,4,0,4,2,1,1,1,0,2,0,0,8,8,4,2,0.438597528595338,0.4435980645389477,0.08333333333333333,0.3333333333333333,network_ws,network_notice,1
5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,1,0,1,1,8,8,4,2,0.45825555691870784,0.4435980645389477,0.20833333333333334,0.3333333333333333,network_ws,network_notice,1
6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,1,2,0.5317381349894267,0.43694377175254123,0.4166666666666667,0.2916666666666667,network_ws,network_notice,1
7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,1,8,8,0,0,0.5853164802635694,0.43694377175254123,0.5833333333333334,0.2916666666666667,network_ws,network_notice,1
8,1,1,1,1,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,0,0,0.6418403607839451,0.43694377175254123,0.7083333333333334,0.3333333333333333,network_ws,network_notice,1
9,0,0,0,0,0,0,8,1,0,7,1,1,0,0,0,0,0,1,9,9,1,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.3333333333333333,network_ws,network_notice,1
10,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.7158127798192013,0.451172748634774,0.9583333333333334,0.3333333333333333,network_ws,network_notice,1
11,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,1,9,9,1,0,0.715837859357174,0.451172748634774,1.0,0.3333333333333333,network_ws,network_notice,1
12,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,0,0,0.715837859357174,0.451172748634774,1.0,0.375,network_ws,network_notice,1
13,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,1,10,10,1,0,0.715837859357174,0.451172748634774,1.0,0.375,network_ws,network_notice,1
14,1,1,1,1,0,0,10,2,0,8,2,1,1,1,0,0,0,1,11,11,1,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ws,network_notice,1
15,0,0,0,0,0,0,9,1,0,8,1,1,0,0,1,0,1,2,11,11,2,0,0.727479446485868,0.451172748634774,1.0,0.4166666666666667,network_ws,network_notice,1
16,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7305722855568869,0.451172748634774,1.0,0.375,network_ws,network_notice,1
17,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,2,11,11,1,0,0.7197609817360769,0.451172748634774,1.0,0.375,network_ws,network_notice,1
0,7,7,7,5,5,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,0,0,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,unchanged,0
1,0,0,0,0,0,0,7,7,0,0,5,5,0,0,0,5,0,0,7,7,5,5,0.4367490581253664,0.4675723531046178,0.0,0.2916666666666667,network_ba,unchanged,0
2,1,1,1,1,0,0,8,6,0,2,2,1,1,1,0,4,0,0,8,8,5,5,0.4367490581253664,0.4675723531046178,0.0,0.3333333333333333,network_ba,unchanged,0
3,1,1,1,2,1,2,7,4,0,3,3,3,0,0,0,1,2,2,9,9,6,5,0.4169921190833614,0.45833792135227774,0.0,0.375,network_ba,unchanged,0
4,1,1,1,0,1,0,8,4,0,4,2,2,0,0,0,2,0,2,10,10,3,1,0.4012678700821058,0.46702476361948236,0.0,0.3333333333333333,network_ba,unchanged,0
5,0,0,0,0,1,1,8,3,0,5,1,0,1,1,0,2,0,2,10,10,3,2,0.39201178065248365,0.46702476361948236,0.0,0.3333333333333333,network_ba,unchanged,0
6,1,1,1,1,0,0,8,3,0,5,1,1,0,0,1,2,1,3,10,11,2,3,0.40052847102976835,0.47180032808835365,0.0,0.375,network_ba,unchanged,0
7,1,1,1,0,1,0,8,3,0,5,1,1,0,0,0,2,1,4,10,12,1,2,0.41878355666893435,0.4598162851511229,0.0,0.375,network_ba,unchanged,0
8,0,0,0,0,0,0,7,1,0,6,0,0,0,0,0,1,1,5,10,12,1,2,0.4317323299022606,0.4674418831645642,0.0,0.3333333333333333,network_ba,unchanged,0
9,0,0,0,0,1,1,7,1,0,6,0,0,0,0,0,1,0,5,10,12,1,1,0.4333165601174871,0.489825676518884,0.0,0.2916666666666667,network_ba,unchanged,0
10,1,1,1,1,0,0,8,2,0,6,1,1,0,0,0,1,0,5,11,13,0,2,0.42798045110751587,0.47930935287939674,0.0,0.3333333333333333,network_ba,unchanged,0
11,2,2,2,2,0,0,10,3,0,7,3,3,0,0,0,0,0,5,12,15,1,1,0.42798045110751587,0.4716837548659554,0.0,0.4166666666666667,network_ba,unchanged,0
12,0,0,0,0,0,0,10,2,0,8,2,2,0,0,0,0,0,5,12,15,3,1,0.4367490581253664,0.4481769815431225,0.0,0.4166666666666667,network_ba,unchanged,0
13,1,1,1,0,1,0,11,1,0,10,0,0,0,0,0,1,0,5,13,16,3,0,0.42848107424881193,0.45763921496100063,0.0,0.4583333333333333,network_ba,unchanged,0
14,0,0,0,0,2,2,11,3,0,8,0,0,0,0,0,3,0,5,13,16,2,1,0.4162198912603687,0.45763921496100063,0.0,0.4583333333333333,network_ba,unchanged,0
15,1,1,1,0,1,0,12,3,0,9,0,0,0,0,0,3,0,5,14,17,0,3,0.4162198912603687,0.4675723531046178,0.0,0.5,network_ba,unchanged,0
16,0,0,0,1,0,1,12,4,0,8,1,1,0,0,0,3,0,5,14,17,0,4,0.42208981878168167,0.4644785070487345,0.0,0.5,network_ba,unchanged,0
17,0,0,0,0,0,0,11,2,0,9,1,1,0,0,0,1,1,6,14,17,1,3,0.4367490581253664,0.4644785070487345,0.0,0.5,network_ba,unchanged,0
0,5,5,5,4,1,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,0,0,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,unchanged,1
1,0,0,0,0,0,0,5,5,0,0,4,4,0,0,0,1,0,0,5,5,4,1,0.447479446485868,0.451172748634774,0.0,0.20833333333333334,network_ba,unchanged,1
2,3,3,3,3,0,0,8,4,0,4,4,3,1,1,0,0,0,0,8,8,4,1,0.447479446485868,0.451172748634774,0.0,0.3333333333333333,network_ba,unchanged,1
3,0,0,0,1,2,3,8,6,0,2,4,4,0,0,0,2,0,0,8,8,7,1,0.43838561034562074,0.43322164769873983,0.0,0.3333333333333333,network_ba,unchanged,1
4,0,0,0,0,0,0,8,3,0,5,1,1,0,0,0,2,0,0,8,8,4,2,0.42381589896478267,0.43322164769873983,0.0,0.3333333333333333,network_ba,unchanged,1
5,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,4,2,0.40320838187453995,0.43322164769873983,0.0,0.3333333333333333,network_ba,unchanged,1
6,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,1,2,0.39489102048280933,0.44173581368397974,0.0,0.3333333333333333,network_ba,unchanged,1
7,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,8,8,0,0,0.4074528925597077,0.44173581368397974,0.0,0.3333333333333333,network_ba,unchanged,1
8,1,1,1,1,0,0,9,1,0,8,1,1,0,0,0,0,0,0,9,9,0,0,0.42767785488691096,0.44173581368397974,0.0,0.375,network_ba,unchanged,1
9,0,0,0,0,0,0,9,1,0,8,1,1,0,0,0,0,0,0,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.375,network_ba,unchanged,1
10,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,9,1,0,0.447479446485868,0.451172748634774,0.0,0.375,network_ba,unchanged,1
11,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,9,1,0,0.44261461254337053,0.451172748634774,0.0,0.375,network_ba,unchanged,1
12,1,1,1,1,0,0,10,1,0,9,1,1,0,0,0,0,0,0,10,10,0,0,0.44261461254337053,0.451172748634774,0.0,0.4166666666666667,network_ba,unchanged,1
13,0,0,0,0,0,0,10,1,0,9,1,1,0,0,0,0,0,0,10,10,1,0,0.44261461254337053,0.451172748634774,0.0,0.4166666666666667,network_ba,unchanged,1
14,1,1,1,1,0,0,11,2,0,9,2,1,1,1,0,0,0,0,11,11,1,0,0.447479446485868,0.451172748634774,0.0,0.4583333333333333,network_ba,unchanged,1
15,0,0,0,0,0,0,10,1,0,9,1,1,0,0,1,0,1,1,11,11,2,0,0.447479446485868,0.451172748634774,0.0,0.4583333333333333,network_ba,unchanged,1
16,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,11,11,1,0,0.4594598414566567,0.451172748634774,0.0,0.4166666666666667,network_ba,unchanged,1
