time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,scenario,seed
0,22,22,22,22,0,0,22,22,0,0,22,22,0,0,0,0,0,0,22,22,0,0,baseline,8
1,0,0,0,0,0,0,22,22,0,0,22,22,0,0,0,0,0,0,22,22,22,0,baseline,8
2,0,0,0,0,0,0,22,14,0,8,14,10,4,4,0,0,0,0,22,22,22,0,baseline,8
3,0,0,0,0,5,5,19,9,0,10,5,0,5,5,3,4,3,3,22,22,22,0,baseline,8
4,0,0,0,0,4,4,15,8,0,7,0,0,0,0,4,8,4,7,22,22,5,5,baseline,8
5,0,0,0,0,1,1,15,7,0,8,0,0,0,0,0,7,0,7,22,22,0,9,baseline,8
6,0,0,0,0,0,0,14,3,0,11,0,0,0,0,0,3,1,8,22,22,0,10,baseline,8
7,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,2,10,22,22,0,5,baseline,8
8,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,10,22,22,0,1,baseline,8
9,1,1,1,1,0,0,13,1,0,12,1,1,0,0,0,0,0,10,23,23,0,0,baseline,8
10,0,0,0,0,0,0,13,1,0,12,1,1,0,0,0,0,0,10,23,23,1,0,baseline,8
11,1,1,1,1,0,0,14,1,0,13,1,1,0,0,0,0,0,10,24,24,1,0,baseline,8
12,0,0,0,0,1,1,14,2,0,12,1,1,0,0,0,1,0,10,24,24,2,0,baseline,8
13,0,0,0,0,0,0,14,2,0,12,1,0,1,1,0,1,0,10,24,24,1,1,baseline,8
14,1,1,1,1,0,0,14,1,0,13,1,1,0,0,1,0,1,11,25,25,1,1,baseline,8
15,1,1,1,1,0,0,15,2,0,13,2,2,0,0,0,0,0,11,25,26,1,1,baseline,8
16,1,1,1,1,0,0,16,2,0,14,2,2,0,0,0,0,0,11,26,27,2,0,baseline,8
17,0,0,0,0,0,0,16,2,0,14,2,1,1,1,0,0,0,11,26,27,3,0,baseline,8
18,0,0,0,0,0,0,15,1,0,14,1,0,1,1,1,0,1,12,26,27,2,0,baseline,8
19,1,1,1,1,1,1,15,1,0,14,1,1,0,0,1,0,1,13,27,28,1,0,baseline,8
20,1,1,1,1,0,0,16,2,0,14,2,2,0,0,0,0,0,13,27,29,1,1,baseline,8
21,1,1,1,1,0,0,17,3,0,14,3,2,1,1,0,0,0,13,28,30,2,1,baseline,8
22,1,1,1,1,0,0,17,3,0,14,3,2,1,1,1,0,1,14,29,31,3,1,baseline,8
23,0,0,0,0,0,0,17,2,0,15,2,1,1,1,0,0,0,14,29,31,3,0,baseline,8
24,0,0,0,0,1,1,16,1,0,15,0,0,0,0,1,1,1,15,29,31,2,0,baseline,8
0,21,21,21,20,3,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,0,0,baseline,9
1,0,0,0,0,0,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,20,3,baseline,9
2,1,1,1,1,0,0,22,14,0,8,14,9,5,5,0,2,0,0,22,22,20,3,baseline,9
3,0,0,0,1,4,5,16,12,0,4,8,2,6,6,5,4,6,6,22,22,21,3,baseline,9
4,0,0,0,0,2,2,11,7,0,4,2,1,1,1,5,5,5,11,22,22,8,4,baseline,9
5,1,1,1,1,0,0,12,6,0,6,1,1,0,0,0,5,0,11,22,23,2,6,baseline,9
6,0,0,0,0,1,1,9,2,0,7,1,1,0,0,0,1,3,14,22,23,2,6,baseline,9
7,0,0,0,0,0,0,9,2,0,7,1,0,1,1,0,1,0,14,22,23,1,3,baseline,9
8,2,2,2,2,0,0,10,2,0,8,2,2,0,0,1,0,1,15,23,25,1,1,baseline,9
9,3,3,3,3,0,0,13,5,0,8,5,5,0,0,0,0,0,15,24,28,2,1,baseline,9
10,1,1,1,1,0,0,14,5,0,9,5,4,1,1,0,0,0,15,25,29,5,0,baseline,9
11,0,0,0,0,1,1,14,3,0,11,2,1,1,1,0,1,0,15,25,29,6,0,baseline,9
12,0,0,0,0,0,0,13,1,0,12,0,0,0,0,1,1,1,16,25,29,4,1,baseline,9
13,0,0,0,0,0,0,13,1,0,12,0,0,0,0,0,1,0,16,25,29,1,1,baseline,9
14,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,16,25,29,0,1,baseline,9
15,1,1,1,1,1,0,14,1,0,13,1,1,0,0,0,1,0,16,25,30,0,0,baseline,9
16,0,0,0,0,0,0,14,1,0,13,1,1,0,0,0,1,0,16,25,30,1,1,baseline,9
17,1,1,1,1,0,0,15,2,0,13,2,1,1,1,0,0,0,16,26,31,1,1,baseline,9
18,0,0,0,0,0,0,14,1,0,13,1,1,0,0,1,0,1,17,26,31,2,1,baseline,9
19,0,0,0,0,0,0,14,1,0,13,1,0,1,1,0,0,0,17,26,31,1,0,baseline,9
20,0,0,0,0,0,0,13,0,0,13,0,0,0,0,1,0,1,18,26,31,1,0,baseline,9
21,1,1,1,1,0,0,14,1,0,13,1,1,0,0,0,0,0,18,26,32,0,0,baseline,9
22,0,0,0,0,0,0,14,1,0,13,1,1,0,0,0,0,0,18,26,32,1,0,baseline,9
23,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,18,26,32,1,0,baseline,9
24,1,1,1,1,1,0,15,1,0,14,1,1,0,0,0,1,0,18,26,33,1,0,baseline,9
0,19,19,19,17,2,0,19,19,0,0,17,17,0,0,0,2,0,0,19,19,0,0,implementation_off,0
1,0,0,0,0,0,0,19,19,0,0,17,17,0,0,0,2,0,0,19,19,17,2,implementation_off,0
2,2,2,2,2,0,0,21,12,0,9,12,7,5,5,0,0,0,0,21,21,17,2,implementation_off,0
3,0,0,0,2,5,7,21,17,0,4,13,4,9,4,0,5,0,0,21,21,19,2,implementation_off,0
4,1,1,1,1,2,2,22,18,0,4,13,3,10,1,0,7,0,0,22,22,13,5,implementation_off,0
5,0,0,0,0,2,2,22,18,0,4,12,1,11,1,0,9,0,0,22,22,14,7,implementation_off,0
6,0,0,0,0,1,1,20,14,0,6,12,0,12,1,0,4,2,2,22,22,13,9,implementation_off,0
7,1,1,1,1,1,1,20,14,0,6,13,1,12,0,0,4,1,3,23,23,12,5,implementation_off,0
8,0,0,0,0,0,0,20,13,0,7,13,1,12,0,0,2,0,3,23,23,13,4,implementation_off,0
9,0,0,0,0,0,0,20,12,0,8,12,0,12,0,0,0,0,3,23,23,13,2,implementation_off,0
10,0,0,0,0,2,2,20,13,0,7,12,0,12,0,0,2,0,3,23,23,13,1,implementation_off,0
11,0,0,0,0,0,0,20,13,0,7,12,0,12,0,0,2,0,3,23,23,12,2,implementation_off,0
12,0,0,0,0,0,0,20,13,0,7,12,0,12,0,0,1,0,3,23,23,12,2,implementation_off,0
13,0,0,0,0,1,1,20,12,0,8,12,0,12,0,0,1,0,3,23,23,12,2,implementation_off,0
14,0,0,0,0,1,1,20,12,0,8,12,0,12,0,0,2,0,3,23,23,12,1,implementation_off,0
15,1,1,1,1,0,0,21,13,0,8,13,1,12,0,0,1,0,3,24,24,12,2,implementation_off,0
16,0,0,0,0,1,1,21,13,0,8,13,1,12,0,0,2,0,3,24,24,13,2,implementation_off,0
17,1,1,1,1,0,0,22,14,0,8,14,1,13,1,0,1,0,3,25,25,13,2,implementation_off,0
18,0,0,0,0,0,0,22,14,0,8,14,1,13,0,0,1,0,3,25,25,14,1,implementation_off,0
19,0,0,0,0,0,0,22,13,0,9,13,0,13,0,0,0,0,3,25,25,14,1,implementation_off,0
20,0,0,0,0,1,1,22,14,0,8,13,0,13,0,0,1,0,3,25,25,14,0,implementation_off,0
21,0,0,0,0,0,0,22,14,0,8,13,0,13,0,0,1,0,3,25,25,13,1,implementation_off,0
22,0,0,0,0,0,0,22,14,0,8,13,0,13,0,0,1,0,3,25,25,13,1,implementation_off,0
23,0,0,0,0,0,0,21,13,0,8,13,0,13,0,0,0,1,4,25,25,13,1,implementation_off,0
24,0,0,0,0,1,1,21,13,0,8,13,0,13,0,0,1,0,4,25,25,13,0,implementation_off,0
0,23,23,23,22,1,0,23,23,0,0,22,22,0,0,0,1,0,0,23,23,0,0,implementation_off,1
1,1,1,1,0,1,0,24,24,0,0,22,22,0,0,0,2,0,0,24,24,22,1,implementation_off,1
2,0,0,0,0,0,0,24,17,0,7,16,10,6,6,0,1,0,0,24,24,22,2,implementation_off,1
3,0,0,0,1,2,3,24,13,0,11,11,1,10,4,0,2,0,0,24,24,22,2,implementation_off,1
4,0,0,0,1,5,6,24,16,0,8,12,2,10,0,0,7,0,0,24,24,11,3,implementation_off,1
5,1,1,1,0,1,0,25,16,0,9,12,1,11,1,0,7,0,0,25,25,12,7,implementation_off,1
6,0,0,0,0,0,0,25,14,0,11,11,0,11,0,0,5,0,0,25,25,12,8,implementation_off,1
7,0,0,0,0,0,0,24,10,0,14,10,0,10,0,0,0,1,1,25,25,12,6,implementation_off,1
8,0,0,0,1,0,1,24,11,0,13,11,1,10,0,0,0,0,1,25,25,10,1,implementation_off,1
9,0,0,0,0,0,0,24,11,0,13,11,1,10,0,0,0,0,1,25,25,11,0,implementation_off,1
10,0,0,0,0,0,0,24,10,0,14,10,0,10,0,0,0,0,1,25,25,11,0,implementation_off,1
11,1,1,1,1,0,0,25,11,0,14,11,1,10,0,0,0,0,1,26,26,11,0,implementation_off,1
12,0,0,0,0,1,1,25,11,0,14,11,1,10,0,0,1,0,1,26,26,11,0,implementation_off,1
13,0,0,0,0,1,1,25,10,0,15,10,0,10,0,0,2,0,1,26,26,11,1,implementation_off,1
14,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,1,0,1,26,26,11,2,implementation_off,1
15,0,0,0,0,1,1,25,10,0,15,10,0,10,0,0,2,0,1,26,26,10,2,implementation_off,1
16,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,1,0,1,26,26,10,2,implementation_off,1
17,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,1,0,1,26,26,10,1,implementation_off,1
18,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,1,26,26,10,1,implementation_off,1
19,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,1,26,26,10,0,implementation_off,1
20,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,1,26,26,10,0,implementation_off,1
21,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,1,26,26,10,0,implementation_off,1
22,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,1,26,26,10,0,implementation_off,1
23,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,1,26,26,10,0,implementation_off,1
24,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,1,26,26,10,0,implementation_off,1
0,28,28,28,27,1,0,28,28,0,0,27,27,0,0,0,1,0,0,28,28,0,0,implementation_off,2
1,0,0,0,0,0,0,28,28,0,0,27,27,0,0,0,1,0,0,28,28,27,1,implementation_off,2
2,0,0,0,0,0,0,28,19,0,9,18,15,3,3,0,1,0,0,28,28,27,1,implementation_off,2
3,1,1,1,1,5,5,29,15,0,14,11,4,7,4,0,5,0,0,29,29,27,1,implementation_off,2
4,0,0,0,1,3,4,29,17,0,12,10,2,8,1,0,8,0,0,29,29,11,5,implementation_off,2
5,0,0,0,0,1,1,29,16,0,13,9,1,8,0,0,8,0,0,29,29,10,8,implementation_off,2
6,0,0,0,0,0,0,27,12,0,15,9,0,9,1,0,3,2,2,29,29,10,9,implementation_off,2
7,0,0,0,0,0,0,26,9,0,17,9,0,9,0,0,0,1,3,29,29,9,4,implementation_off,2
8,0,0,0,0,0,0,26,9,0,17,9,0,9,0,0,0,0,3,29,29,9,1,implementation_off,2
9,0,0,0,0,0,0,26,9,0,17,9,0,9,0,0,0,0,3,29,29,9,0,implementation_off,2
10,0,0,0,0,1,1,26,9,0,17,9,0,9,0,0,1,0,3,29,29,9,0,implementation_off,2
11,0,0,0,0,1,1,26,9,0,17,9,0,9,0,0,2,0,3,29,29,9,1,implementation_off,2
12,0,0,0,0,0,0,26,9,0,17,9,0,9,0,0,2,0,3,29,29,9,2,implementation_off,2
13,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,1,4,29,29,9,2,implementation_off,2
14,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,1,implementation_off,2
15,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
16,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
17,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
18,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
19,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
20,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
21,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
22,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
23,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
24,0,0,0,0,0,0,25,8,0,17,8,0,8,0,0,0,0,4,29,29,8,0,implementation_off,2
0,25,25,25,25,2,0,25,25,0,0,25,25,0,0,0,2,0,0,25,25,0,0,implementation_off,3
1,0,0,0,0,0,0,25,25,0,0,25,25,0,0,0,2,0,0,25,25,25,2,implementation_off,3
2,0,0,0,0,0,0,25,18,0,7,18,13,5,5,0,0,0,0,25,25,25,2,implementation_off,3
3,0,0,0,0,5,5,25,15,0,10,11,1,10,5,0,5,0,0,25,25,25,2,implementation_off,3
4,0,0,0,0,5,5,25,19,0,6,11,0,11,1,0,10,0,0,25,25,11,5,implementation_off,3
5,1,1,1,1,0,0,26,19,0,7,12,1,11,0,0,9,0,0,26,26,11,10,implementation_off,3
6,0,0,0,0,0,0,25,15,0,10,11,1,10,0,0,5,1,1,26,26,12,10,implementation_off,3
7,0,0,0,0,0,0,22,10,0,12,10,0,10,0,0,0,3,4,26,26,11,5,implementation_off,3
8,0,0,0,0,0,0,22,10,0,12,10,0,10,0,0,0,0,4,26,26,11,0,implementation_off,3
9,0,0,0,0,1,1,22,10,0,12,10,0,10,0,0,1,0,4,26,26,10,0,implementation_off,3
10,1,1,1,1,0,0,23,11,0,12,11,1,10,0,0,1,0,4,26,27,10,1,implementation_off,3
11,0,0,0,0,0,0,23,11,0,12,11,1,10,0,0,0,0,4,26,27,11,1,implementation_off,3
12,0,0,0,0,0,0,23,10,0,13,10,0,10,0,0,0,0,4,26,27,11,1,implementation_off,3
13,0,0,0,0,0,0,23,10,0,13,10,0,10,0,0,0,0,4,26,27,11,0,implementation_off,3
14,1,1,1,1,0,0,24,11,0,13,11,1,10,0,0,0,0,4,26,28,10,0,implementation_off,3
15,1,1,1,1,2,1,25,12,0,13,12,2,10,0,0,2,0,4,27,29,11,0,implementation_off,3
16,0,0,0,0,0,0,25,11,0,14,11,1,10,0,0,2,0,4,27,29,12,2,implementation_off,3
17,0,0,0,0,1,1,25,12,0,13,10,0,10,0,0,3,0,4,27,29,12,2,implementation_off,3
18,0,0,0,0,0,0,25,11,0,14,10,0,10,0,0,1,0,4,27,29,11,3,implementation_off,3
19,0,0,0,0,0,0,25,11,0,14,10,0,10,0,0,1,0,4,27,29,10,1,implementation_off,3
20,0,0,0,0,0,0,24,10,0,14,10,0,10,0,0,0,1,5,27,29,10,1,implementation_off,3
21,1,1,1,1,0,0,25,11,0,14,11,1,10,0,0,0,0,5,27,30,10,0,implementation_off,3
22,0,0,0,0,0,0,25,11,0,14,11,1,10,0,0,0,0,5,27,30,11,0,implementation_off,3
23,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,5,27,30,11,0,implementation_off,3
24,0,0,0,0,0,0,25,10,0,15,10,0,10,0,0,0,0,5,27,30,11,0,implementation_off,3
0,26,26,26,25,2,0,26,26,0,0,25,25,0,0,0,2,0,0,26,26,0,0,implementation_off,4
1,0,0,0,0,0,0,26,26,0,0,25,25,0,0,0,2,0,0,26,26,25,2,implementation_off,4
2,2,2,2,2,0,0,28,21,0,7,20,15,5,5,0,2,0,0,28,28,25,2,implementation_off,4
3,0,0,0,0,4,4,26,15,0,11,12,3,9,4,0,4,2,2,28,28,27,2,implementation_off,4
4,0,0,0,0,4,4,26,15,0,11,10,0,10,1,0,8,0,2,28,28,12,4,implementation_off,4
5,0,0,0,0,2,2,26,16,0,10,10,0,10,0,0,9,0,2,28,28,12,8,implementation_off,4
6,0,0,0,0,1,1,24,12,0,12,10,0,10,0,0,6,2,4,28,28,10,10,implementation_off,4
7,0,0,0,0,0,0,23,11,0,12,10,0,10,0,0,3,1,5,28,28,10,7,implementation_off,4
8,0,0,0,0,0,0,22,9,0,13,9,0,9,0,0,1,1,6,28,28,10,3,implementation_off,4
9,0,0,0,0,0,0,21,8,0,13,8,0,8,0,0,0,1,7,28,28,9,1,implementation_off,4
10,1,1,1,1,0,0,22,9,0,13,9,1,8,0,0,0,0,7,29,29,8,0,implementation_off,4
11,0,0,0,0,1,1,22,9,0,13,9,1,8,0,0,1,0,7,29,29,9,0,implementation_off,4
12,1,1,1,1,1,0,23,10,0,13,10,1,9,1,0,2,0,7,30,30,9,1,implementation_off,4
13,0,0,0,0,0,0,23,10,0,13,10,1,9,0,0,2,0,7,30,30,10,2,implementation_off,4
14,0,0,0,0,0,0,23,10,0,13,10,0,10,1,0,0,0,7,30,30,10,2,implementation_off,4
15,0,0,0,0,0,0,23,10,0,13,10,0,10,0,0,0,0,7,30,30,10,1,implementation_off,4
16,0,0,0,0,0,0,23,10,0,13,10,0,10,0,0,0,0,7,30,30,10,0,implementation_off,4
17,0,0,0,0,0,0,23,10,0,13,10,0,10,0,0,0,0,7,30,30,10,0,implementation_off,4
18,1,1,1,1,0,0,24,11,0,13,11,1,10,0,0,0,0,7,30,31,10,0,implementation_off,4
19,1,1,1,1,0,0,25,12,0,13,12,2,10,0,0,0,0,7,30,32,11,0,implementation_off,4
20,0,0,0,0,0,0,25,11,0,14,11,1,10,0,0,0,0,7,30,32,12,0,implementation_off,4
21,0,0,0,0,0,0,25,11,0,14,11,0,11,1,0,0,0,7,30,32,12,0,implementation_off,4
22,0,0,0,0,0,0,25,11,0,14,11,0,11,0,0,0,0,7,30,32,11,0,implementation_off,4
23,1,1,1,1,1,1,26,12,0,14,12,1,11,0,0,1,0,7,31,33,11,0,implementation_off,4
24,1,1,1,1,1,0,27,13,0,14,13,2,11,0,0,2,0,7,31,34,12,1,implementation_off,4
0,28,28,28,27,3,0,28,28,0,0,27,27,0,0,0,3,0,0,28,28,0,0,implementation_off,5
1,0,0,0,0,0,0,28,28,0,0,27,27,0,0,0,3,0,0,28,28,27,3,implementation_off,5
2,0,0,0,0,0,0,28,21,0,7,21,15,6,6,0,2,0,0,28,28,27,3,implementation_off,5
3,0,0,0,1,3,4,28,15,0,13,12,4,8,2,0,3,0,0,28,28,27,3,implementation_off,5
4,0,0,0,0,5,5,28,15,0,13,9,1,8,0,0,8,0,0,28,28,12,3,implementation_off,5
5,0,0,0,0,1,1,28,15,0,13,8,0,8,0,0,9,0,0,28,28,9,8,implementation_off,5
6,1,1,1,1,0,0,26,12,0,14,9,1,8,0,0,4,3,3,29,29,9,9,implementation_off,5
7,0,0,0,0,1,1,25,11,0,14,9,1,8,0,0,2,1,4,29,29,9,6,implementation_off,5
8,0,0,0,0,0,0,24,9,0,15,8,0,8,0,0,1,1,5,29,29,9,2,implementation_off,5
9,0,0,0,0,0,0,24,8,0,16,8,0,8,0,0,0,0,5,29,29,9,1,implementation_off,5
10,0,0,0,0,0,0,24,8,0,16,8,0,8,0,0,0,0,5,29,29,8,1,implementation_off,5
11,0,0,0,0,0,0,24,8,0,16,8,0,8,0,0,0,0,5,29,29,8,0,implementation_off,5
12,2,2,2,2,0,0,26,10,0,16,10,2,8,0,0,0,0,5,30,31,8,0,implementation_off,5
13,0,0,0,0,0,0,26,10,0,16,10,2,8,0,0,0,0,5,30,31,10,0,implementation_off,5
14,0,0,0,0,1,1,26,8,0,18,8,0,8,0,0,1,0,5,30,31,10,0,implementation_off,5
15,0,0,0,0,2,2,26,8,0,18,8,0,8,0,0,3,0,5,30,31,10,1,implementation_off,5
16,1,1,1,1,0,0,27,9,0,18,9,1,8,0,0,3,0,5,31,32,8,3,implementation_off,5
17,1,1,1,1,0,0,28,10,0,18,10,2,8,0,0,1,0,5,31,33,9,3,implementation_off,5
18,0,0,0,0,0,0,28,9,0,19,9,1,8,0,0,0,0,5,31,33,10,2,implementation_off,5
19,0,0,0,0,1,1,28,10,0,18,9,0,9,1,0,1,0,5,31,33,10,0,implementation_off,5
20,0,0,0,0,0,0,28,10,0,18,9,0,9,0,0,1,0,5,31,33,9,1,implementation_off,5
21,0,0,0,0,0,0,28,9,0,19,9,0,9,0,0,0,0,5,31,33,9,1,implementation_off,5
22,0,0,0,0,0,0,28,9,0,19,9,0,9,0,0,0,0,5,31,33,9,1,implementation_off,5
23,0,0,0,0,1,1,28,9,0,19,9,0,9,0,0,1,0,5,31,33,9,0,implementation_off,5
24,0,0,0,0,0,0,28,9,0,19,9,0,9,0,0,1,0,5,31,33,9,1,implementation_off,5
0,21,21,21,20,3,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,0,0,implementation_off,6
1,0,0,0,0,0,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,20,3,implementation_off,6
2,0,0,0,0,0,0,21,14,0,7,13,8,5,5,0,2,0,0,21,21,20,3,implementation_off,6
3,0,0,0,0,4,4,19,10,0,9,6,0,6,2,0,4,2,2,21,21,20,3,implementation_off,6
4,0,0,0,0,3,3,19,13,0,6,6,0,6,0,0,7,0,2,21,21,6,4,implementation_off,6
5,0,0,0,0,1,1,19,12,0,7,6,0,6,0,0,7,0,2,21,21,6,7,implementation_off,6
6,0,0,0,0,0,0,16,9,0,7,6,0,6,0,0,4,3,5,21,21,6,8,implementation_off,6
7,0,0,0,0,0,0,14,6,0,8,6,0,6,0,0,1,2,7,21,21,6,4,implementation_off,6
8,1,1,1,1,0,0,14,6,0,8,6,1,5,0,0,0,1,8,22,22,6,1,implementation_off,6
9,0,0,0,0,0,0,14,6,0,8,6,1,5,0,0,0,0,8,22,22,6,0,implementation_off,6
10,0,0,0,0,0,0,14,6,0,8,6,0,6,1,0,0,0,8,22,22,6,0,implementation_off,6
11,0,0,0,0,0,0,14,6,0,8,6,0,6,0,0,0,0,8,22,22,6,0,implementation_off,6
12,0,0,0,0,0,0,14,6,0,8,6,0,6,0,0,0,0,8,22,22,6,0,implementation_off,6
13,0,0,0,0,0,0,14,6,0,8,6,0,6,0,0,0,0,8,22,22,6,0,implementation_off,6
14,0,0,0,0,0,0,14,6,0,8,6,0,6,0,0,0,0,8,22,22,6,0,implementation_off,6
15,0,0,0,0,0,0,14,6,0,8,6,0,6,0,0,0,0,8,22,22,6,0,implementation_off,6
16,1,1,1,1,0,0,15,7,0,8,7,1,6,0,0,0,0,8,23,23,6,0,implementation_off,6
17,0,0,0,0,0,0,15,7,0,8,7,1,6,0,0,0,0,8,23,23,7,0,implementation_off,6
18,1,1,1,1,0,0,16,7,0,9,7,1,6,0,0,0,0,8,23,24,7,0,implementation_off,6
19,1,1,1,1,0,0,17,8,0,9,8,2,6,0,0,0,0,8,24,25,8,0,implementation_off,6
20,0,0,0,0,0,0,17,8,0,9,8,1,7,1,0,0,0,8,24,25,8,0,implementation_off,6
21,0,0,0,0,0,0,17,7,0,10,7,0,7,0,0,0,0,8,24,25,8,0,implementation_off,6
22,0,0,0,0,1,1,17,8,0,9,7,0,7,0,0,1,0,8,24,25,8,0,implementation_off,6
23,0,0,0,0,1,1,17,8,0,9,7,0,7,0,0,2,0,8,24,25,7,1,implementation_off,6
24,0,0,0,0,0,0,17,8,0,9,7,0,7,0,0,2,0,8,24,25,7,2,implementation_off,6
0,24,24,24,22,3,0,24,24,0,0,22,22,0,0,0,3,0,0,24,24,0,0,implementation_off,7
1,1,1,1,1,0,0,25,25,0,0,23,23,0,0,0,3,0,0,25,25,22,3,implementation_off,7
2,0,0,0,0,0,0,25,13,0,12,13,11,2,2,0,1,0,0,25,25,23,3,implementation_off,7
3,0,0,0,2,11,13,24,20,0,4,9,2,7,6,0,11,1,1,25,25,23,3,implementation_off,7
4,0,0,0,0,4,4,24,23,0,1,9,2,7,0,0,15,0,1,25,25,9,11,implementation_off,7
5,0,0,0,0,1,1,24,19,0,5,8,0,8,1,0,13,0,1,25,25,9,15,implementation_off,7
6,0,0,0,0,2,2,20,12,0,8,8,0,8,0,0,7,4,5,25,25,9,16,implementation_off,7
7,0,0,0,0,1,1,20,8,0,12,8,0,8,0,0,4,0,5,25,25,8,8,implementation_off,7
8,3,3,3,3,0,0,22,10,0,12,10,3,7,0,0,3,1,6,27,28,8,4,implementation_off,7
9,1,1,1,1,0,0,22,10,0,12,10,4,6,0,0,1,1,7,28,29,10,3,implementation_off,7
10,1,1,1,1,0,0,22,9,0,13,9,2,7,2,0,0,1,8,29,30,10,1,implementation_off,7
11,0,0,0,0,2,2,22,10,0,12,9,1,8,1,0,2,0,8,29,30,10,0,implementation_off,7
12,0,0,0,0,0,0,22,10,0,12,9,0,9,1,0,2,0,8,29,30,9,2,implementation_off,7
13,0,0,0,0,0,0,22,10,0,12,9,0,9,0,0,2,0,8,29,30,9,2,implementation_off,7
14,0,0,0,0,1,1,21,9,0,12,9,0,9,0,0,1,1,9,29,30,9,2,implementation_off,7
15,0,0,0,0,0,0,21,9,0,12,9,0,9,0,0,1,0,9,29,30,9,1,implementation_off,7
16,0,0,0,0,0,0,21,9,0,12,9,0,9,0,0,1,0,9,29,30,9,1,implementation_off,7
17,0,0,0,0,0,0,20,8,0,12,8,0,8,0,0,0,1,10,29,30,9,1,implementation_off,7
18,0,0,0,0,1,1,20,8,0,12,8,0,8,0,0,1,0,10,29,30,8,0,implementation_off,7
19,0,0,0,0,0,0,20,8,0,12,8,0,8,0,0,1,0,10,29,30,8,1,implementation_off,7
20,0,0,0,0,0,0,20,8,0,12,8,0,8,0,0,1,0,10,29,30,8,1,implementation_off,7
21,0,0,0,0,0,0,19,7,0,12,7,0,7,0,0,0,1,11,29,30,8,1,implementation_off,7
22,1,1,1,1,0,0,20,8,0,12,8,1,7,0,0,0,0,11,30,31,7,0,implementation_off,7
23,0,0,0,0,0,0,20,8,0,12,8,1,7,0,0,0,0,11,30,31,8,0,implementation_off,7
24,0,0,0,0,0,0,20,8,0,12,8,0,8,1,0,0,0,11,30,31,8,0,implementation_off,7
0,22,22,22,22,0,0,22,22,0,0,22,22,0,0,0,0,0,0,22,22,0,0,implementation_off,8
1,0,0,0,0,0,0,22,22,0,0,22,22,0,0,0,0,0,0,22,22,22,0,implementation_off,8
2,0,0,0,0,0,0,22,14,0,8,14,10,4,4,0,0,0,0,22,22,22,0,implementation_off,8
3,0,0,0,0,5,5,22,13,0,9,9,0,9,5,0,5,0,0,22,22,22,0,implementation_off,8
4,0,0,0,0,5,5,22,17,0,5,9,0,9,0,0,10,0,0,22,22,9,5,implementation_off,8
5,0,0,0,0,1,1,22,15,0,7,9,0,9,0,0,9,0,0,22,22,9,10,implementation_off,8
6,0,0,0,0,0,0,21,11,0,10,9,0,9,0,0,3,1,1,22,22,9,11,implementation_off,8
7,0,0,0,0,0,0,19,9,0,10,9,0,9,0,0,1,2,3,22,22,9,6,implementation_off,8
