time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,scenario,seed
10,0,0,0,0,0,0,12,1,0,11,1,1,0,0,0,0,0,11,23,23,1,0,implementation_slow,8
11,1,1,1,1,0,0,13,1,0,12,1,1,0,0,0,0,0,11,24,24,1,0,implementation_slow,8
12,0,0,0,0,1,1,13,2,0,11,1,1,0,0,0,1,0,11,24,24,2,0,implementation_slow,8
13,0,0,0,0,0,0,13,2,0,11,1,0,1,1,0,1,0,11,24,24,1,1,implementation_slow,8
14,1,1,1,1,0,0,14,2,0,12,2,1,1,0,0,0,0,11,25,25,1,1,implementation_slow,8
15,1,1,1,1,0,0,15,3,0,12,3,2,1,0,0,0,0,11,25,26,2,1,implementation_slow,8
16,1,1,1,1,0,0,16,3,0,13,3,2,1,0,0,0,0,11,26,27,3,0,implementation_slow,8
17,0,0,0,0,0,0,16,3,0,13,3,1,2,1,0,0,0,11,26,27,4,0,implementation_slow,8
18,0,0,0,0,0,0,16,3,0,13,3,0,3,1,0,0,0,11,26,27,3,0,implementation_slow,8
19,1,1,1,1,1,1,16,3,0,13,3,1,2,0,1,1,1,12,27,28,3,0,implementation_slow,8
20,0,0,0,0,0,0,16,3,0,13,3,1,2,0,0,1,0,12,27,28,3,1,implementation_slow,8
21,1,1,1,1,0,0,17,4,0,13,4,1,3,1,0,1,0,12,28,29,3,1,implementation_slow,8
22,1,1,1,1,1,1,18,5,0,13,5,2,3,0,0,1,0,12,29,30,4,1,implementation_slow,8
23,0,0,0,0,0,0,17,4,0,13,4,1,3,1,1,0,1,13,29,30,5,1,implementation_slow,8
24,0,0,0,0,0,0,16,2,0,14,2,0,2,0,1,0,1,14,29,30,4,1,implementation_slow,8
0,21,21,21,20,3,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,0,0,implementation_slow,9
1,0,0,0,0,0,0,21,21,0,0,20,20,0,0,0,3,0,0,21,21,20,3,implementation_slow,9
2,1,1,1,1,0,0,22,14,0,8,14,9,5,5,0,2,0,0,22,22,20,3,implementation_slow,9
3,0,0,0,1,4,5,21,17,0,4,13,2,11,6,0,4,1,1,22,22,21,3,implementation_slow,9
4,0,0,0,0,2,2,21,17,0,4,13,1,12,1,0,6,0,1,22,22,13,4,implementation_slow,9
5,0,0,0,0,0,0,21,16,0,5,12,0,12,0,0,6,0,1,22,22,13,6,implementation_slow,9
6,0,0,0,0,2,2,18,12,0,6,12,0,12,0,0,3,3,4,22,22,13,6,implementation_slow,9
7,0,0,0,0,1,1,18,12,0,6,12,0,12,0,0,3,0,4,22,22,12,4,implementation_slow,9
8,1,1,1,1,0,0,15,8,0,7,8,1,7,0,4,1,4,8,23,23,12,3,implementation_slow,9
9,1,1,1,1,0,0,11,3,0,8,3,2,1,0,5,1,5,13,24,24,8,3,implementation_slow,9
10,1,1,1,1,0,0,11,3,0,8,3,2,1,1,1,0,1,14,25,25,3,1,implementation_slow,9
11,0,0,0,0,0,0,11,3,0,8,3,1,2,1,0,0,0,14,25,25,3,0,implementation_slow,9
12,0,0,0,0,0,0,11,2,0,9,2,0,2,0,0,0,0,14,25,25,3,0,implementation_slow,9
13,0,0,0,0,0,0,11,2,0,9,2,0,2,0,0,0,0,14,25,25,3,0,implementation_slow,9
14,0,0,0,0,0,0,11,2,0,9,2,0,2,0,0,0,0,14,25,25,2,0,implementation_slow,9
15,1,1,1,1,1,0,12,3,0,9,3,1,2,0,0,1,0,14,25,26,2,0,implementation_slow,9
16,1,1,1,1,0,0,12,3,0,9,3,2,1,0,1,1,1,15,25,27,3,1,implementation_slow,9
17,1,1,1,1,0,0,12,3,0,9,3,2,1,1,1,0,1,16,26,28,3,1,implementation_slow,9
18,0,0,0,0,0,0,12,2,0,10,2,1,1,0,0,0,0,16,26,28,3,1,implementation_slow,9
19,1,1,1,1,1,1,13,4,0,9,3,1,2,1,0,1,0,16,26,29,3,0,implementation_slow,9
20,0,0,0,0,0,0,13,4,0,9,3,1,2,0,0,1,0,16,26,29,3,1,implementation_slow,9
21,1,1,1,1,1,1,14,4,0,10,4,1,3,1,0,1,0,16,26,30,3,1,implementation_slow,9
22,0,0,0,0,1,1,14,4,0,10,4,1,3,0,0,2,0,16,26,30,4,2,implementation_slow,9
23,0,0,0,0,0,0,13,2,0,11,2,0,2,0,1,2,1,17,26,30,4,2,implementation_slow,9
24,2,2,2,2,1,0,15,4,0,11,4,2,2,0,0,2,0,17,26,32,3,2,implementation_slow,9
0,19,19,19,17,2,0,19,19,0,0,17,17,0,0,0,2,0,0,19,19,0,0,implementation_zero_effect,0
1,0,0,0,0,0,0,19,19,0,0,17,17,0,0,0,2,0,0,19,19,17,2,implementation_zero_effect,0
2,2,2,2,2,0,0,21,12,0,9,12,7,5,5,0,0,0,0,21,21,17,2,implementation_zero_effect,0
3,0,0,0,2,5,7,21,13,0,8,8,4,4,4,0,5,0,0,21,21,19,2,implementation_zero_effect,0
4,1,1,1,1,4,4,22,13,0,9,4,3,1,1,0,9,0,0,22,22,8,5,implementation_zero_effect,0
5,0,0,0,0,5,5,22,16,0,6,2,1,1,1,0,14,0,0,22,22,5,9,implementation_zero_effect,0
6,0,0,0,0,1,1,20,10,0,10,1,0,1,1,0,9,2,2,22,22,3,14,implementation_zero_effect,0
7,1,1,1,1,0,0,18,4,0,14,1,1,0,0,0,3,3,5,23,23,1,10,implementation_zero_effect,0
8,0,0,0,0,1,1,18,3,0,15,1,1,0,0,0,2,0,5,23,23,1,6,implementation_zero_effect,0
9,0,0,0,0,0,0,17,1,0,16,0,0,0,0,0,1,1,6,23,23,1,2,implementation_zero_effect,0
10,0,0,0,0,1,1,17,2,0,15,0,0,0,0,0,2,0,6,23,23,1,1,implementation_zero_effect,0
11,0,0,0,0,0,0,17,1,0,16,0,0,0,0,0,1,0,6,23,23,0,2,implementation_zero_effect,0
12,0,0,0,0,0,0,17,1,0,16,0,0,0,0,0,1,0,6,23,23,0,1,implementation_zero_effect,0
13,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,6,23,23,0,1,implementation_zero_effect,0
14,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,6,23,23,0,0,implementation_zero_effect,0
15,1,1,1,1,0,0,18,1,0,17,1,1,0,0,0,0,0,6,24,24,0,0,implementation_zero_effect,0
16,0,0,0,0,0,0,18,1,0,17,1,1,0,0,0,0,0,6,24,24,1,0,implementation_zero_effect,0
17,1,1,1,1,0,0,19,2,0,17,2,1,1,1,0,0,0,6,25,25,1,0,implementation_zero_effect,0
18,0,0,0,0,0,0,19,1,0,18,1,1,0,0,0,0,0,6,25,25,2,0,implementation_zero_effect,0
19,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,6,25,25,1,0,implementation_zero_effect,0
20,0,0,0,0,1,1,19,1,0,18,0,0,0,0,0,1,0,6,25,25,1,0,implementation_zero_effect,0
21,0,0,0,0,0,0,19,1,0,18,0,0,0,0,0,1,0,6,25,25,0,1,implementation_zero_effect,0
22,0,0,0,0,0,0,19,1,0,18,0,0,0,0,0,1,0,6,25,25,0,1,implementation_zero_effect,0
23,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,1,7,25,25,0,1,implementation_zero_effect,0
24,0,0,0,0,1,1,18,1,0,17,0,0,0,0,0,1,0,7,25,25,0,0,implementation_zero_effect,0
0,23,23,23,22,1,0,23,23,0,0,22,22,0,0,0,1,0,0,23,23,0,0,implementation_zero_effect,1
1,1,1,1,0,1,0,24,24,0,0,22,22,0,0,0,2,0,0,24,24,22,1,implementation_zero_effect,1
2,0,0,0,0,0,0,24,17,0,7,16,10,6,6,0,1,0,0,24,24,22,2,implementation_zero_effect,1
3,0,0,0,1,2,3,24,7,0,17,5,1,4,4,0,2,0,0,24,24,22,2,implementation_zero_effect,1
4,0,0,0,1,7,8,24,11,0,13,2,2,0,0,0,9,0,0,24,24,5,3,implementation_zero_effect,1
5,1,1,1,0,2,1,25,12,0,13,2,1,1,1,0,10,0,0,25,25,2,9,implementation_zero_effect,1
6,0,0,0,0,0,0,25,7,0,18,0,0,0,0,0,7,0,0,25,25,2,11,implementation_zero_effect,1
7,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,2,2,25,25,1,9,implementation_zero_effect,1
8,0,0,0,1,0,1,23,1,0,22,1,1,0,0,0,0,0,2,25,25,0,2,implementation_zero_effect,1
9,0,0,0,0,0,0,23,1,0,22,1,1,0,0,0,0,0,2,25,25,1,0,implementation_zero_effect,1
10,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,2,25,25,1,0,implementation_zero_effect,1
11,1,1,1,1,0,0,24,1,0,23,1,1,0,0,0,0,0,2,26,26,1,0,implementation_zero_effect,1
12,0,0,0,0,0,0,24,1,0,23,1,1,0,0,0,0,0,2,26,26,1,0,implementation_zero_effect,1
13,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,1,0,implementation_zero_effect,1
14,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,1,0,implementation_zero_effect,1
15,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
16,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
17,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
18,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
19,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
20,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
21,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
22,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
23,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
24,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,2,26,26,0,0,implementation_zero_effect,1
0,28,28,28,27,1,0,28,28,0,0,27,27,0,0,0,1,0,0,28,28,0,0,implementation_zero_effect,2
1,0,0,0,0,0,0,28,28,0,0,27,27,0,0,0,1,0,0,28,28,27,1,implementation_zero_effect,2
2,0,0,0,0,0,0,28,19,0,9,18,15,3,3,0,1,0,0,28,28,27,1,implementation_zero_effect,2
3,1,1,1,1,5,5,29,13,0,16,8,4,4,4,0,5,0,0,29,29,27,1,implementation_zero_effect,2
4,0,0,0,1,3,4,29,11,0,18,3,2,1,1,0,8,0,0,29,29,8,5,implementation_zero_effect,2
5,0,0,0,0,3,3,29,11,0,18,1,1,0,0,0,10,0,0,29,29,3,8,implementation_zero_effect,2
6,0,0,0,0,1,1,27,7,0,20,1,0,1,1,0,6,2,2,29,29,2,11,implementation_zero_effect,2
7,0,0,0,0,0,0,26,2,0,24,0,0,0,0,0,2,1,3,29,29,1,7,implementation_zero_effect,2
8,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,4,implementation_zero_effect,2
9,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,1,implementation_zero_effect,2
10,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
11,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
12,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
13,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
14,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
15,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
16,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
17,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
18,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
19,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
20,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
21,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
22,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
23,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
24,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,3,29,29,0,0,implementation_zero_effect,2
0,25,25,25,25,2,0,25,25,0,0,25,25,0,0,0,2,0,0,25,25,0,0,implementation_zero_effect,3
1,0,0,0,0,0,0,25,25,0,0,25,25,0,0,0,2,0,0,25,25,25,2,implementation_zero_effect,3
2,0,0,0,0,0,0,25,18,0,7,18,13,5,5,0,0,0,0,25,25,25,2,implementation_zero_effect,3
3,0,0,0,0,5,5,25,11,0,14,6,1,5,5,0,5,0,0,25,25,25,2,implementation_zero_effect,3
4,0,0,0,0,6,6,25,12,0,13,1,0,1,1,0,11,0,0,25,25,6,5,implementation_zero_effect,3
5,1,1,1,1,0,0,26,11,0,15,1,1,0,0,0,10,0,0,26,26,1,11,implementation_zero_effect,3
6,0,0,0,0,1,1,25,7,0,18,1,1,0,0,0,6,1,1,26,26,1,11,implementation_zero_effect,3
7,0,0,0,0,0,0,22,1,0,21,0,0,0,0,0,1,3,4,26,26,1,7,implementation_zero_effect,3
8,0,0,0,0,0,0,22,1,0,21,0,0,0,0,0,1,0,4,26,26,1,1,implementation_zero_effect,3
9,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,1,5,26,26,0,1,implementation_zero_effect,3
10,1,1,1,1,0,0,22,1,0,21,1,1,0,0,0,0,0,5,26,27,0,0,implementation_zero_effect,3
11,0,0,0,0,0,0,22,1,0,21,1,1,0,0,0,0,0,5,26,27,1,0,implementation_zero_effect,3
12,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,5,26,27,1,0,implementation_zero_effect,3
13,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,5,26,27,1,0,implementation_zero_effect,3
14,1,1,1,1,0,0,23,1,0,22,1,1,0,0,0,0,0,5,26,28,0,0,implementation_zero_effect,3
15,1,1,1,1,1,0,24,2,0,22,2,2,0,0,0,1,0,5,27,29,1,0,implementation_zero_effect,3
16,0,0,0,0,0,0,24,1,0,23,1,1,0,0,0,1,0,5,27,29,2,1,implementation_zero_effect,3
17,0,0,0,0,1,1,24,2,0,22,0,0,0,0,0,2,0,5,27,29,2,1,implementation_zero_effect,3
18,0,0,0,0,0,0,24,1,0,23,0,0,0,0,0,1,0,5,27,29,1,2,implementation_zero_effect,3
19,0,0,0,0,0,0,24,1,0,23,0,0,0,0,0,1,0,5,27,29,0,1,implementation_zero_effect,3
20,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,1,6,27,29,0,1,implementation_zero_effect,3
21,1,1,1,1,0,0,24,1,0,23,1,1,0,0,0,0,0,6,27,30,0,0,implementation_zero_effect,3
22,0,0,0,0,0,0,24,1,0,23,1,1,0,0,0,0,0,6,27,30,1,0,implementation_zero_effect,3
23,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,6,27,30,1,0,implementation_zero_effect,3
24,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,6,27,30,1,0,implementation_zero_effect,3
0,26,26,26,25,2,0,26,26,0,0,25,25,0,0,0,2,0,0,26,26,0,0,implementation_zero_effect,4
1,0,0,0,0,0,0,26,26,0,0,25,25,0,0,0,2,0,0,26,26,25,2,implementation_zero_effect,4
2,2,2,2,2,0,0,28,21,0,7,20,15,5,5,0,2,0,0,28,28,25,2,implementation_zero_effect,4
3,0,0,0,0,4,4,26,11,0,15,7,3,4,4,0,4,2,2,28,28,27,2,implementation_zero_effect,4
4,0,0,0,0,7,7,26,12,0,14,1,0,1,1,0,11,0,2,28,28,7,4,implementation_zero_effect,4
5,0,0,0,0,1,1,26,11,0,15,0,0,0,0,0,11,0,2,28,28,3,11,implementation_zero_effect,4
6,0,0,0,0,0,0,24,7,0,17,0,0,0,0,0,7,2,4,28,28,0,12,implementation_zero_effect,4
7,0,0,0,0,0,0,22,2,0,20,0,0,0,0,0,2,2,6,28,28,0,8,implementation_zero_effect,4
8,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,6,28,28,0,2,implementation_zero_effect,4
9,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,6,28,28,0,0,implementation_zero_effect,4
10,1,1,1,1,0,0,23,1,0,22,1,1,0,0,0,0,0,6,29,29,0,0,implementation_zero_effect,4
11,0,0,0,0,0,0,23,1,0,22,1,1,0,0,0,0,0,6,29,29,1,0,implementation_zero_effect,4
12,1,1,1,1,1,0,24,2,0,22,2,1,1,1,0,1,0,6,30,30,1,0,implementation_zero_effect,4
13,0,0,0,0,0,0,24,1,0,23,1,1,0,0,0,1,0,6,30,30,2,1,implementation_zero_effect,4
14,0,0,0,0,0,0,24,1,0,23,1,0,1,1,0,0,0,6,30,30,1,1,implementation_zero_effect,4
15,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,6,30,30,1,1,implementation_zero_effect,4
16,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,6,30,30,0,0,implementation_zero_effect,4
17,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,6,30,30,0,0,implementation_zero_effect,4
18,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,6,30,30,0,0,implementation_zero_effect,4
19,1,1,1,1,0,0,25,1,0,24,1,1,0,0,0,0,0,6,30,31,0,0,implementation_zero_effect,4
20,0,0,0,0,0,0,25,1,0,24,1,1,0,0,0,0,0,6,30,31,1,0,implementation_zero_effect,4
21,0,0,0,0,0,0,25,1,0,24,1,0,1,1,0,0,0,6,30,31,1,0,implementation_zero_effect,4
22,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,6,30,31,1,0,implementation_zero_effect,4
23,1,1,1,1,1,1,26,2,0,24,1,1,0,0,0,1,0,6,31,32,0,0,implementation_zero_effect,4
24,1,1,1,1,1,0,27,3,0,24,2,2,0,0,0,2,0,6,31,33,1,1,implementation_zero_effect,4
0,28,28,28,27,3,0,28,28,0,0,27,27,0,0,0,3,0,0,28,28,0,0,implementation_zero_effect,5
1,0,0,0,0,0,0,28,28,0,0,27,27,0,0,0,3,0,0,28,28,27,3,implementation_zero_effect,5
