axis,level,mode,period,population,metric,mean,low,high,n
delay,0.0,objective,late,all,material_at_review,0.030589423648247165,0.013878060011883542,0.04942569444444441,20
delay,0.0,objective,late,all,standardized_no_material_score,0.24641227358609968,0.24110564454738478,0.25207745897173317,20
delay,0.0,objective,late,all,mechanical_material_increment,0.0047571190288917,0.002179021539640014,0.007715562797189398,20
delay,0.0,objective,late,all,mean_customer_merit,0.6017035942512892,0.5765684370901617,0.6280952130756954,20
delay,0.0,objective,late,all,mean_customer_dependence,0.4981321141006109,0.48997684850647444,0.5069381675564243,20
delay,0.0,objective,late,both_reachable,domestic_use,0.7508731618224382,0.7205097374304703,0.7798504158252177,20
delay,0.0,objective,late,both_reachable,customer_use,0.6718673662875464,0.6367044677914165,0.7085619824906509,20
delay,0.0,objective,late,both_reachable,first_d,0.5357527535852366,0.4967240386192691,0.5733703034308638,20
delay,0.0,objective,late,both_reachable,first_e,0.4346110849715369,0.39158662218717666,0.47470292527423713,20
delay,0.0,objective,late,both_reachable,first_both,0.01702065295815295,0.006190228174603174,0.02992116477272726,20
delay,0.0,objective,late,both_reachable,neither,0.012615508485073696,0.0035897435897435854,0.024612659482224672,20
delay,0.0,objective,late,both_reachable,d_to_e,0.2202356283578565,0.1859725136982249,0.25790102573090157,20
delay,0.0,objective,late,both_reachable,e_to_d,0.19809975527904863,0.16254236306474903,0.231077479212256,20
delay,0.0,objective,late,both_reachable,both_use,0.4353560365950583,0.39212156629863176,0.47647851963882626,20
delay,0.0,objective,late,both_reachable,resolved,0.4764838669465036,0.43738187854621047,0.5164074187220064,20
delay,0.0,objective,late,both_reachable,unresolved,0.5235161330534964,0.48359258127799376,0.5626181214537895,20
delay,0.0,objective,late,both_reachable,customer_route_success,0.2576570060514183,0.21976397893111912,0.3000099608218136,20
delay,0.0,objective,late,both_reachable,customer_only_resolution,0.2576570060514183,0.21976397893111912,0.3000099608218136,20
delay,0.0,objective,late,both_reachable,joint_resolution,0.0,0.0,0.0,20
delay,0.0,objective,late,both_reachable,customer_user_any_resolution,0.3931644779133669,0.3524885837004552,0.4361052842297146,20
delay,0.0,objective,late,both_reachable,customer_unresolved,0.606835522086633,0.5638947157702854,0.6475114162995448,20
delay,0.0,objective,late,both_reachable,material_at_review,0.030589423648247165,0.013878060011883542,0.04942569444444441,20
delay,0.0,objective,late,both_reachable,standardized_no_material_score,0.24641227358609968,0.24110564454738478,0.25207745897173317,20
delay,0.0,objective,late,both_reachable,mechanical_material_increment,0.0047571190288917,0.002179021539640014,0.007715562797189398,20
delay,0.0,objective,late,both_reachable,mean_customer_merit,0.6017035942512892,0.5765684370901617,0.6280952130756954,20
