scenario,seed,time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,unique_submitted_cases,unique_domestic_cases,unique_customer_cases,multi_cases,customer_share_all_cases,customer_share_submitted,domestic_share_submitted,first_domestic_share,first_customer_share,first_both_share,no_submission_share,domestic_then_customer_share,mean_escalation_time,external_path_trigger_rate,external_user_case_resolution_rate,customer_intervention_rate,material_at_customer_review_share,external_user_mean_merit,external_user_mean_dependence,unresolved_fraction,submitted_unresolved_fraction,external_user_unresolved_fraction,mean_processing_time,median_processing_time,unresolved_case_rounds,pending_case_rounds
domestic_0.15_help_off,13,44,0,0,0,0,0,0,64,0,0,64,0,0,0,24,88,88,0,0,88,84,61,57,0.6931818181818182,0.6931818181818182,0.9545454545454546,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.0,0.625,6.288888888888889,0.14754098360655737,0.21311475409836064,0.4166666666666667,0.48333333333333334,0.6058757107795905,0.5132041611403925,0.7272727272727273,0.7272727272727273,0.7868852459016393,5.916666666666667,5.5,3022,615
domestic_0.15_help_off,14,44,0,0,0,0,0,0,47,0,0,47,0,0,0,22,69,69,0,0,69,69,39,39,0.5652173913043478,0.5652173913043478,1.0,0.855072463768116,0.08695652173913043,0.057971014492753624,0.0,0.4915254237288136,6.241379310344827,0.20512820512820512,0.3076923076923077,0.43243243243243246,0.3783783783783784,0.5735924136325526,0.4955006363249224,0.6811594202898551,0.6811594202898551,0.6923076923076923,6.2727272727272725,5.5,2253,431
domestic_0.15_help_off,15,44,0,0,0,0,0,0,51,0,0,51,0,0,0,27,78,78,0,0,78,76,57,55,0.7307692307692307,0.7307692307692307,0.9743589743589743,0.8205128205128205,0.07692307692307693,0.10256410256410256,0.0,0.671875,5.790697674418604,0.3333333333333333,0.40350877192982454,0.44642857142857145,0.42857142857142855,0.6052710042872702,0.5035260107918358,0.6538461538461539,0.6538461538461539,0.5964912280701754,6.962962962962963,7.0,2483,530
domestic_0.15_help_off,16,44,0,0,0,0,0,0,66,0,0,66,0,0,0,15,81,81,0,0,81,81,42,42,0.5185185185185185,0.5185185185185185,1.0,0.9259259259259259,0.07407407407407407,0.0,0.0,0.48,5.361111111111111,0.21428571428571427,0.21428571428571427,0.38095238095238093,0.5,0.6390715221317131,0.4824983303764016,0.8148148148148148,0.8148148148148148,0.7857142857142857,7.066666666666666,7.0,3076,571
domestic_0.15_help_off,17,44,0,0,0,0,0,0,65,0,0,65,0,0,0,20,85,85,0,0,85,83,46,44,0.5411764705882353,0.5411764705882353,0.9764705882352941,0.8352941176470589,0.12941176470588237,0.03529411764705882,0.0,0.4507042253521127,6.625,0.1956521739130435,0.21739130434782608,0.3695652173913043,0.41304347826086957,0.5969340301420157,0.4943328033666482,0.7647058823529411,0.7647058823529411,0.782608695652174,6.7,6.5,3059,573
domestic_0.15_help_off,18,44,0,0,0,0,0,0,50,0,0,50,0,0,0,21,71,71,0,0,71,70,57,56,0.8028169014084507,0.8028169014084507,0.9859154929577465,0.8169014084507042,0.09859154929577464,0.08450704225352113,0.0,0.7586206896551724,6.0227272727272725,0.2807017543859649,0.2982456140350877,0.47368421052631576,0.45614035087719296,0.5741749239612355,0.4917241785657679,0.704225352112676,0.704225352112676,0.7017543859649122,6.904761904761905,7.0,2395,493
domestic_0.15_help_off,19,44,0,0,0,0,0,0,54,0,0,54,0,0,0,21,75,75,0,0,75,74,61,60,0.8133333333333334,0.8133333333333334,0.9866666666666667,0.8266666666666667,0.06666666666666667,0.10666666666666667,0.0,0.7741935483870968,5.791666666666667,0.14754098360655737,0.2786885245901639,0.3684210526315789,0.42105263157894735,0.6189853950729142,0.49846019596461155,0.72,0.72,0.7213114754098361,6.523809523809524,7.0,2567,521
domestic_0.15_help_on,0,44,0,0,0,0,0,0,43,0,0,43,0,0,0,26,69,69,0,0,69,69,52,52,0.7536231884057971,0.7536231884057971,1.0,0.8115942028985508,0.08695652173913043,0.10144927536231885,0.0,0.6964285714285714,5.615384615384615,0.23076923076923078,0.38461538461538464,0.5652173913043478,0.2391304347826087,0.5827468239258995,0.4950832076540603,0.6231884057971014,0.6231884057971014,0.6153846153846154,5.653846153846154,6.0,2082,448
domestic_0.15_help_on,1,44,0,0,0,0,0,0,56,0,0,56,0,0,0,25,81,81,0,0,81,80,60,59,0.7407407407407407,0.7407407407407407,0.9876543209876543,0.7901234567901234,0.037037037037037035,0.1728395061728395,0.0,0.671875,6.325581395348837,0.26666666666666666,0.35,0.4915254237288136,0.3050847457627119,0.5331678900996,0.49992755582891263,0.691358024691358,0.691358024691358,0.65,7.44,8.0,2706,577
domestic_0.15_help_on,2,44,0,0,0,0,0,0,53,0,0,53,0,0,0,22,75,75,0,0,75,75,51,51,0.68,0.68,1.0,0.8133333333333334,0.05333333333333334,0.13333333333333333,0.0,0.6065573770491803,6.1891891891891895,0.29411764705882354,0.37254901960784315,0.5957446808510638,0.44680851063829785,0.6058325633660808,0.511594453455128,0.7066666666666667,0.7066666666666667,0.6274509803921569,7.7272727272727275,8.5,2555,509
domestic_0.15_help_on,3,44,0,0,0,0,0,0,53,0,0,53,0,0,0,31,84,84,0,0,84,80,61,57,0.7261904761904762,0.7261904761904762,0.9523809523809523,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.0,0.6805555555555556,6.040816326530612,0.4098360655737705,0.4426229508196721,0.7666666666666667,0.5,0.596133147971878,0.48667705343058654,0.6309523809523809,0.6309523809523809,0.5573770491803278,7.161290322580645,7.0,2607,617
