time,employee,initial_dispute,informed,prior_d,p_d,p_e,success_d,failure_d,has_dispute,case_id,first_unsubmitted
9,26,False,False,0.3707695329771381,0.37076953297713805,0.6543720545311795,0.0,0.0,False,,False
9,27,False,False,0.5525893067107659,0.5973303760396893,0.6392206064589001,1.0,0.0,False,,False
9,28,False,False,0.5415047507093064,0.5415047507093064,0.6127124022570802,0.0,0.0,True,28:1,False
9,29,False,False,0.4498161470086547,0.5048345323077892,0.3014162605878366,1.0,0.0,True,29:8,False
9,30,True,False,0.4713152525564188,0.4241837273007769,0.48946698833342217,0.0,1.0,True,30:0,False
9,31,False,False,0.499231730984955,0.44930855788645946,0.5067897496981048,0.0,1.0,False,,False
9,32,False,False,0.39954422228146735,0.3995442222814673,0.5091285244229335,0.0,0.0,False,,False
9,33,False,False,0.4348180534584407,0.4913362481125966,0.49669757323968505,1.0,0.0,False,,False
9,34,False,False,0.31661037504879896,0.31661037504879896,0.27330955242992494,0.0,0.0,True,34:2,False
9,35,False,False,0.42861481296753934,0.3857533316707854,0.3237331049906871,0.0,1.0,False,,False
9,36,False,False,0.42525345030401457,0.38272810527361306,0.42395029121475025,0.0,1.0,False,,False
9,37,True,False,0.5166398133866088,0.5166398133866088,0.514088135726928,0.0,0.0,True,37:0,False
9,38,False,False,0.38239161731187754,0.38239161731187754,0.25967725651867385,0.0,0.0,False,,False
9,39,True,False,0.28945770070522636,0.3210390455994424,0.46551331776541327,1.0,1.0,True,39:0,False
9,40,False,False,0.3641009921009626,0.4276908928908663,0.6484035964046133,1.0,0.0,True,40:7,False
9,41,False,False,0.357974726607252,0.4221772539465267,0.5833518541665612,1.0,0.0,False,,False
9,42,True,False,0.22466259977595562,0.2246625997759556,0.39531641640659243,0.0,0.0,True,42:0,False
9,43,False,False,0.5898592809140426,0.5898592809140426,0.2463267899829166,0.0,0.0,True,43:2,False
9,44,False,False,0.4668701026686099,0.4668701026686099,0.33706668020704716,0.0,0.0,False,,False
9,45,False,False,0.5427854347063236,0.5885068912356912,0.4228539203802262,1.0,0.0,False,,False
9,46,False,False,0.3224714799644148,0.3224714799644148,0.5936853250425407,0.0,0.0,False,,False
9,47,False,False,0.3788126185859156,0.37881261858591553,0.3802605378986358,0.0,0.0,False,,False
9,48,False,False,0.5651302970285246,0.608617267325672,0.3829920679792528,1.0,0.0,True,48:6,False
9,49,True,False,0.40122202368757226,0.40122202368757226,0.6085239383184402,0.0,0.0,False,,False
9,50,False,False,0.2487471694008642,0.24874716940086417,0.3195699342670334,0.0,0.0,True,50:1,False
9,51,False,False,0.5616677653507353,0.5616677653507353,0.4952752451344002,0.0,0.0,False,,False
9,52,True,False,0.5475190938505968,0.5475190938505968,0.3821100940593459,0.0,0.0,True,52:0,False
9,53,False,False,0.3196442006922833,0.28767978062305494,0.5821887454335208,0.0,1.0,False,,False
9,54,False,False,0.22049733782908745,0.2624227371547243,0.4970928211465043,1.0,1.0,False,,False
9,55,False,False,0.4070700265220594,0.40707002652205937,0.3055351763294847,0.0,0.0,False,,False
9,56,False,False,0.30574358589249045,0.3057435858924904,0.4105105517150809,0.0,0.0,False,,False
9,57,False,False,0.2774812585006399,0.2774812585006399,0.5332006780167822,0.0,0.0,True,57:5,False
9,58,True,False,0.4798457129212576,0.4798457129212576,0.4061195582818231,0.0,0.0,False,,False
