time,customer,eligible,reviewed,eligible_left,nominal_capacity,oldest_eligible_age,seed,pooled,active_customers,arm
39,4,0,0,0,2,0,0,False,6,domestic_only
39,5,0,0,0,2,0,0,False,6,domestic_only
40,0,0,0,0,2,0,0,False,6,domestic_only
40,1,0,0,0,2,0,0,False,6,domestic_only
40,2,0,0,0,2,0,0,False,6,domestic_only
40,3,0,0,0,2,0,0,False,6,domestic_only
40,4,0,0,0,2,0,0,False,6,domestic_only
40,5,0,0,0,2,0,0,False,6,domestic_only
41,0,0,0,0,2,0,0,False,6,domestic_only
41,1,0,0,0,2,0,0,False,6,domestic_only
41,2,0,0,0,2,0,0,False,6,domestic_only
41,3,0,0,0,2,0,0,False,6,domestic_only
41,4,0,0,0,2,0,0,False,6,domestic_only
41,5,0,0,0,2,0,0,False,6,domestic_only
42,0,0,0,0,2,0,0,False,6,domestic_only
42,1,0,0,0,2,0,0,False,6,domestic_only
42,2,0,0,0,2,0,0,False,6,domestic_only
42,3,0,0,0,2,0,0,False,6,domestic_only
42,4,0,0,0,2,0,0,False,6,domestic_only
42,5,0,0,0,2,0,0,False,6,domestic_only
43,0,0,0,0,2,0,0,False,6,domestic_only
43,1,0,0,0,2,0,0,False,6,domestic_only
43,2,0,0,0,2,0,0,False,6,domestic_only
43,3,0,0,0,2,0,0,False,6,domestic_only
43,4,0,0,0,2,0,0,False,6,domestic_only
43,5,0,0,0,2,0,0,False,6,domestic_only
44,0,0,0,0,2,0,0,False,6,domestic_only
44,1,0,0,0,2,0,0,False,6,domestic_only
44,2,0,0,0,2,0,0,False,6,domestic_only
44,3,0,0,0,2,0,0,False,6,domestic_only
44,4,0,0,0,2,0,0,False,6,domestic_only
44,5,0,0,0,2,0,0,False,6,domestic_only
0,0,0,0,0,2,0,0,False,6,customer_only
0,1,0,0,0,2,0,0,False,6,customer_only
0,2,0,0,0,2,0,0,False,6,customer_only
0,3,0,0,0,2,0,0,False,6,customer_only
0,4,0,0,0,2,0,0,False,6,customer_only
0,5,0,0,0,2,0,0,False,6,customer_only
1,0,0,0,0,2,0,0,False,6,customer_only
1,1,0,0,0,2,0,0,False,6,customer_only
1,2,0,0,0,2,0,0,False,6,customer_only
1,3,0,0,0,2,0,0,False,6,customer_only
1,4,0,0,0,2,0,0,False,6,customer_only
1,5,0,0,0,2,0,0,False,6,customer_only
2,0,8,2,6,2,2,0,False,6,customer_only
2,1,8,2,6,2,2,0,False,6,customer_only
2,2,13,2,11,2,2,0,False,6,customer_only
2,3,7,2,5,2,2,0,False,6,customer_only
2,4,10,2,8,2,2,0,False,6,customer_only
2,5,15,2,13,2,2,0,False,6,customer_only
3,0,8,2,6,2,3,0,False,6,customer_only
3,1,7,2,5,2,3,0,False,6,customer_only
3,2,11,2,9,2,3,0,False,6,customer_only
3,3,5,2,3,2,3,0,False,6,customer_only
3,4,8,2,6,2,3,0,False,6,customer_only
3,5,13,2,11,2,3,0,False,6,customer_only
4,0,6,2,4,2,4,0,False,6,customer_only
4,1,5,2,3,2,4,0,False,6,customer_only
4,2,9,2,7,2,4,0,False,6,customer_only
4,3,3,2,1,2,4,0,False,6,customer_only
4,4,6,2,4,2,4,0,False,6,customer_only
4,5,11,2,9,2,4,0,False,6,customer_only
5,0,4,2,2,2,5,0,False,6,customer_only
5,1,3,2,1,2,5,0,False,6,customer_only
5,2,7,2,5,2,5,0,False,6,customer_only
5,3,1,1,0,2,5,0,False,6,customer_only
5,4,4,2,2,2,5,0,False,6,customer_only
5,5,9,2,7,2,5,0,False,6,customer_only
6,0,2,2,0,2,5,0,False,6,customer_only
6,1,2,2,0,2,5,0,False,6,customer_only
6,2,5,2,3,2,6,0,False,6,customer_only
6,3,0,0,0,2,0,0,False,6,customer_only
6,4,2,2,0,2,6,0,False,6,customer_only
6,5,7,2,5,2,6,0,False,6,customer_only
7,0,0,0,0,2,0,0,False,6,customer_only
7,1,0,0,0,2,0,0,False,6,customer_only
7,2,4,2,2,2,7,0,False,6,customer_only
7,3,0,0,0,2,0,0,False,6,customer_only
7,4,0,0,0,2,0,0,False,6,customer_only
7,5,5,2,3,2,7,0,False,6,customer_only
8,0,0,0,0,2,0,0,False,6,customer_only
8,1,0,0,0,2,0,0,False,6,customer_only
8,2,2,2,0,2,8,0,False,6,customer_only
8,3,0,0,0,2,0,0,False,6,customer_only
8,4,0,0,0,2,0,0,False,6,customer_only
8,5,3,2,1,2,8,0,False,6,customer_only
9,0,0,0,0,2,0,0,False,6,customer_only
9,1,0,0,0,2,0,0,False,6,customer_only
9,2,0,0,0,2,0,0,False,6,customer_only
9,3,0,0,0,2,0,0,False,6,customer_only
9,4,0,0,0,2,0,0,False,6,customer_only
9,5,1,1,0,2,9,0,False,6,customer_only
10,0,0,0,0,2,0,0,False,6,customer_only
10,1,0,0,0,2,0,0,False,6,customer_only
10,2,0,0,0,2,0,0,False,6,customer_only
10,3,0,0,0,2,0,0,False,6,customer_only
10,4,0,0,0,2,0,0,False,6,customer_only
10,5,0,0,0,2,0,0,False,6,customer_only
