time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,cumulative_domestic_share,cumulative_customer_share,new_d_to_e,new_e_to_d,scenario,seed
37,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
38,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
39,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
40,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
41,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
42,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
43,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
44,0,0,0,0,0,0,68,0,27,41,0,0,0,0,0,0,0,18,59,86,0,0,0.0,0.686046511627907,0.0,0.0,customer_only,6
0,86,86,86,79,12,0,86,86,0,0,79,79,0,0,0,12,0,0,86,86,0,0,0.9186046511627907,0.13953488372093023,0.0,0.0,both,6
1,0,0,0,0,0,0,86,86,0,0,79,79,0,0,0,12,0,0,86,86,79,12,0.9186046511627907,0.13953488372093023,0.0,0.0,both,6
2,0,0,0,0,0,0,86,77,0,9,74,67,7,7,0,6,0,0,86,86,79,12,0.9186046511627907,0.13953488372093023,0.0,0.0,both,6
3,0,0,0,4,1,5,78,62,0,16,61,58,3,3,6,1,8,8,86,86,79,12,0.9651162790697675,0.1511627906976744,1.0,4.0,both,6
4,0,0,0,2,5,7,75,58,0,17,53,48,5,5,3,6,3,11,86,86,61,1,0.9883720930232558,0.20930232558139536,5.0,2.0,both,6
5,0,0,0,0,4,4,71,42,0,29,38,36,2,2,4,8,4,15,86,86,53,6,0.9883720930232558,0.2558139534883721,4.0,0.0,both,6
6,0,0,0,0,8,8,69,37,0,32,30,24,6,6,2,12,2,17,86,86,38,10,0.9883720930232558,0.3488372093023256,8.0,0.0,both,6
7,0,0,0,0,4,4,65,29,0,36,19,12,7,7,4,13,4,21,86,86,30,17,0.9883720930232558,0.3953488372093023,4.0,0.0,both,6
8,0,0,0,0,2,2,58,14,0,44,7,0,7,7,7,8,7,28,86,86,19,16,0.9883720930232558,0.4186046511627907,2.0,0.0,both,6
9,0,0,0,0,0,0,49,2,0,47,0,0,0,0,6,2,9,37,86,86,7,14,0.9883720930232558,0.4186046511627907,0.0,0.0,both,6
10,0,0,0,0,1,1,49,1,0,48,0,0,0,0,0,1,0,37,86,86,0,6,0.9883720930232558,0.43023255813953487,1.0,0.0,both,6
11,0,0,0,0,0,0,49,1,0,48,0,0,0,0,0,1,0,37,86,86,0,3,0.9883720930232558,0.43023255813953487,0.0,0.0,both,6
12,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,1,0.9883720930232558,0.43023255813953487,0.0,0.0,both,6
13,0,0,0,0,1,1,49,1,0,48,0,0,0,0,0,1,0,37,86,86,0,1,0.9883720930232558,0.4418604651162791,1.0,0.0,both,6
14,0,0,0,0,0,0,49,1,0,48,0,0,0,0,0,1,0,37,86,86,0,1,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
15,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,1,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
16,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,1,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
17,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
18,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
19,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
20,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
21,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
22,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
23,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
24,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
25,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
26,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
27,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
28,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
29,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
30,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
31,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
32,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
33,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
34,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
35,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
36,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
37,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
38,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
39,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
40,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
41,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
42,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
43,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
44,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,37,86,86,0,0,0.9883720930232558,0.4418604651162791,0.0,0.0,both,6
0,84,84,84,84,0,0,84,84,0,0,84,84,0,0,0,0,0,0,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
1,0,0,0,0,0,0,84,84,0,0,84,84,0,0,0,0,0,0,84,84,84,0,1.0,0.0,0.0,0.0,domestic_only,7
2,0,0,0,0,0,0,84,78,0,6,78,72,6,6,0,0,0,0,84,84,84,0,1.0,0.0,0.0,0.0,domestic_only,7
3,0,0,0,0,0,0,78,65,0,13,65,60,5,5,6,0,6,6,84,84,84,0,1.0,0.0,0.0,0.0,domestic_only,7
4,0,0,0,0,0,0,73,54,0,19,54,48,6,6,5,0,5,11,84,84,65,0,1.0,0.0,0.0,0.0,domestic_only,7
5,0,0,0,0,0,0,67,41,0,26,41,36,5,5,6,0,6,17,84,84,54,0,1.0,0.0,0.0,0.0,domestic_only,7
6,0,0,0,0,0,0,64,30,0,34,30,24,6,6,3,0,3,20,84,84,41,0,1.0,0.0,0.0,0.0,domestic_only,7
7,0,0,0,0,0,0,59,19,0,40,19,12,7,7,5,0,5,25,84,84,30,0,1.0,0.0,0.0,0.0,domestic_only,7
8,0,0,0,0,0,0,54,5,0,49,5,0,5,5,5,0,5,30,84,84,19,0,1.0,0.0,0.0,0.0,domestic_only,7
9,0,0,0,0,0,0,50,0,0,50,0,0,0,0,4,0,4,34,84,84,5,0,1.0,0.0,0.0,0.0,domestic_only,7
10,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
11,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
12,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
13,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
14,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
15,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
16,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
17,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
18,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
19,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
20,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
21,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
22,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
23,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
24,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
25,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
26,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
27,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
28,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
29,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
30,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
31,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
32,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
33,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
34,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
35,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
36,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
37,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
38,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
39,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
40,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
41,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
42,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
43,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
44,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,34,84,84,0,0,1.0,0.0,0.0,0.0,domestic_only,7
0,84,45,45,0,45,0,84,45,39,0,0,0,0,0,0,45,0,0,45,84,0,0,0.0,0.5357142857142857,0.0,0.0,customer_only,7
1,0,4,4,0,4,0,84,49,35,0,0,0,0,0,0,49,0,0,49,84,0,45,0.0,0.5833333333333334,0.0,0.0,customer_only,7
2,0,0,0,0,0,0,84,40,35,9,0,0,0,0,0,40,0,0,49,84,0,49,0.0,0.5833333333333334,0.0,0.0,customer_only,7
3,0,0,0,0,0,0,83,32,35,16,0,0,0,0,0,32,1,1,49,84,0,49,0.0,0.5833333333333334,0.0,0.0,customer_only,7
4,0,0,0,0,0,0,80,20,35,25,0,0,0,0,0,20,3,4,49,84,0,32,0.0,0.5833333333333334,0.0,0.0,customer_only,7
5,0,0,0,0,0,0,79,7,35,37,0,0,0,0,0,7,1,5,49,84,0,20,0.0,0.5833333333333334,0.0,0.0,customer_only,7
6,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,4,9,49,84,0,7,0.0,0.5833333333333334,0.0,0.0,customer_only,7
7,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
8,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
9,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
10,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
11,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
12,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
13,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
14,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
15,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
16,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
17,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
18,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
19,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
20,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
21,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
22,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
23,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
24,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
25,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
26,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
27,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
28,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
29,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
30,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
31,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
32,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
33,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
34,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
35,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
36,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
37,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
38,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
39,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
40,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
41,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
42,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
43,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
44,0,0,0,0,0,0,75,0,35,40,0,0,0,0,0,0,0,9,49,84,0,0,0.0,0.5833333333333334,0.0,0.0,customer_only,7
0,84,84,84,80,14,0,84,84,0,0,80,80,0,0,0,14,0,0,84,84,0,0,0.9523809523809523,0.16666666666666666,0.0,0.0,both,7
1,0,0,0,0,0,0,84,84,0,0,80,80,0,0,0,14,0,0,84,84,80,14,0.9523809523809523,0.16666666666666666,0.0,0.0,both,7
2,0,0,0,0,0,0,84,75,0,9,74,68,6,6,0,5,0,0,84,84,80,14,0.9523809523809523,0.16666666666666666,0.0,0.0,both,7
3,0,0,0,3,0,3,77,64,0,13,63,58,5,5,6,1,7,7,84,84,80,14,0.9880952380952381,0.16666666666666666,0.0,3.0,both,7
4,0,0,0,1,5,6,72,55,0,17,52,47,5,5,5,5,5,12,84,84,63,1,1.0,0.2261904761904762,5.0,1.0,both,7
5,0,0,0,0,4,4,67,48,0,19,41,35,6,6,5,9,5,17,84,84,52,5,1.0,0.27380952380952384,4.0,0.0,both,7
6,0,0,0,0,3,3,63,36,0,27,29,23,6,6,4,9,4,21,84,84,41,9,1.0,0.30952380952380953,3.0,0.0,both,7
7,0,0,0,0,4,4,58,25,0,33,17,11,6,6,4,9,5,26,84,84,29,12,1.0,0.35714285714285715,4.0,0.0,both,7
8,0,0,0,0,2,2,53,11,0,42,3,0,3,3,4,9,5,31,84,84,17,11,1.0,0.38095238095238093,2.0,0.0,both,7
9,0,0,0,0,1,1,49,4,0,45,0,0,0,0,3,4,4,35,84,84,3,9,1.0,0.39285714285714285,1.0,0.0,both,7
10,0,0,0,0,0,0,49,1,0,48,0,0,0,0,0,1,0,35,84,84,0,7,1.0,0.39285714285714285,0.0,0.0,both,7
11,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,3,1.0,0.39285714285714285,0.0,0.0,both,7
12,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,1,1.0,0.39285714285714285,0.0,0.0,both,7
13,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
14,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
15,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
16,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
17,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
18,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
19,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
20,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
21,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
22,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
23,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
24,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
25,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
26,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
27,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
28,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
29,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
30,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
31,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
32,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
33,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
34,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
35,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
36,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
37,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
38,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
39,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
40,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
41,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
42,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
43,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
44,0,0,0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,35,84,84,0,0,1.0,0.39285714285714285,0.0,0.0,both,7
0,71,71,71,71,0,0,71,71,0,0,71,71,0,0,0,0,0,0,71,71,0,0,1.0,0.0,0.0,0.0,domestic_only,8
